proyecto_id;proyecto_fuente;titulo;fecha_inicio;fecha_finalizacion;resumen;moneda_id;monto_total_solicitado;monto_total_adjudicado;monto_financiado_solicitado;monto_financiado_adjudicado;tipo_proyecto_id;codigo_identificacion;palabras_clave;estado_id;fondo_anpcyt;cantidad_miembros_F;cantidad_miembros_M;sexo_director
9086;ANPCYT;Desarrollo de productos veterinarios biotecnológicos mediante la utilización de las IgY (Inmunoglobulinas de yema de huevo);2008/10/31 00:00:00.000;2012/07/13 00:00:00.000;No publicable;1;764393.98;764393.98;336008.0;336008.0;1;ANR 600 NA244/08;;1;FONTAR;;;M
9113;ANPCYT;DESARROLLO DE TECNOLOGIA DE PULTRUSION PARA  LA FABRICACION DE PERFILES ESTRUCTURALES;2008/12/10 00:00:00.000;2011/12/29 00:00:00.000;No publicable;1;605228.2;605228.2;302590.0;302590.0;1;ANR 600 NA034/08;;1;FONTAR;;;M
9132;ANPCYT;Desearrollo de equipo para polisomnografia ambulatoria;2008/12/09 00:00:00.000;2013/11/01 00:00:00.000;No publicable;1;351132.8;351132.8;174930.0;174930.0;1;ANR 600 NA114/08;;1;FONTAR;;;M
9170;ANPCYT;Balanza portatil para pesaje por ejes de vehiculos;2008/11/06 00:00:00.000;2009/06/19 00:00:00.000;No publicable;1;547850.0;547850.0;262645.0;262645.0;1;ANR 600 NA030/08;;1;FONTAR;;;F
9223;ANPCYT;Automatismo y Optimización de Procesos Industriales para Aserraderos de Misiones y Corrientes.;2008/03/20 00:00:00.000;2010/03/03 00:00:00.000;No publicable;1;295466.13;280466.4;143953.92;128953.92;1;ANR 200 FOR 001/07; ;1;FONTAR;;;M
9501;ANPCYT;ENVASADORA AUTOMATICA DE BIDONES DE 2 A 5 LT PARA PRODUCTOS VARIOS;2008/12/16 00:00:00.000;2009/12/11 00:00:00.000;No publicable;1;178168.0;175418.0;88838.0;87709.0;1;ANR 600 SF020/08;;1;FONTAR;;;M
9580;ANPCYT;Plataforma VAST (Video Ad Serving Technology);2008/11/27 00:00:00.000;2012/05/18 00:00:00.000;No publicable;1;155846.2;155846.2;77000.0;54000.0;1;ANR 600 CO027/08;;1;FONTAR;;;M
9581;ANPCYT;Solucion Integral para la Industria de Impresión Digital en Gran Formato;2008/11/20 00:00:00.000;2012/07/06 00:00:00.000;No publicable;1;313225.0;250900.0;153812.5;122012.5;1;ANR 600 NA190/08;;1;FONTAR;;;M
9599;ANPCYT;PROTOTITPO DE DESUERADORA PREPRENSA DE FONDO MÓVIL Y OPERACIÓN AUTOMATICA;2008/12/15 00:00:00.000;2009/06/05 00:00:00.000;No publicable;1;203217.8;203217.8;101328.77;101328.77;1;ANR 600 NA008/08;;1;FONTAR;;;S/D
9600;ANPCYT;Desarrollo de equipos innovadores para proceso de elaboración de vino;2008/12/03 00:00:00.000;2010/09/10 00:00:00.000;No publicable;1;199711.86;197794.57;98801.29;83366.29;1;ANR 600 ME012/08;;1;FONTAR;;;M
9615;ANPCYT;Secador de lecho fluido;2008/11/10 00:00:00.000;2010/12/17 00:00:00.000;No publicable;1;485280.0;460240.0;237700.0;227000.0;1;ANR 600 NA073/08;;1;FONTAR;;;M
9633;ANPCYT;DISEÑO Y CONSTRUCCION DE ROBOT DE ALTA VELOCIDAD PARA APLICACIÓN DE JUNTAS DE POLIURETANO EN GABINETES ELECTRICOS;2008/10/27 00:00:00.000;2010/07/23 00:00:00.000;No publicable;1;376900.0;376900.0;188400.0;188400.0;1;ANR 600 NA162/08;;1;FONTAR;;;M
9637;ANPCYT;DESARROLLO DE PLATAFORMA TECNOLÓGICA INNOVADORA EN LUMINARIA DE EMERGENCIA CON NUEVAS CARACTERÍSTICAS, APLICACIONES Y FUNCIONALIDADES. DISEÑO Y DESARROLLO DE SUS TECNOLOGÍAS DE FABRICACIÓN. PROTOTIPOS Y PLANTA PILOTO.;2008/11/19 00:00:00.000;2011/07/29 00:00:00.000;No publicable;1;595662.8;413162.8;297810.0;204460.0;1;ANR 600 NA062/08;;1;FONTAR;;;M
9647;ANPCYT;Desarrollo de Módulos de Plan de Carrera, Organigrama e Interfases con ERP;2008/12/16 00:00:00.000;2009/11/13 00:00:00.000;No publicable;1;255460.0;255460.0;127000.0;127000.0;1;ANR 600 NA108/08;;1;FONTAR;;;M
9693;ANPCYT;DIAGNOSTICO ACTIVO;2008/12/23 00:00:00.000;2010/10/08 00:00:00.000;No publicable;1;215625.0;215625.0;107200.0;98700.0;1;ANR 600 NA022/08;;1;FONTAR;;;M
9738;ANPCYT;Investigación y Desarrollo para ampliar e industrializar el uso analítico de la Resonancia Magnética;2008/12/09 00:00:00.000;2009/12/04 00:00:00.000;No publicable;1;1005709.6;907639.6;483656.0;385586.0;1;ANR 600 CO076/08;;1;FONTAR;;;M
9893;ANPCYT;DESARROLLO DE UNA HERRAMIENTA DE REVISIÓN DE CÓDIGO ABAP;2008/11/24 00:00:00.000;2010/03/05 00:00:00.000;No publicable;1;122030.0;122030.0;57056.0;57056.0;1;ANR 600 NA208/08;;1;FONTAR;;;M
9895;ANPCYT;ANÁLISIS Y DESARROLLO DE UN SOFTWARE PARA SISTEMA DE SEGUROS DE SALUD BAJO NORMAS DE CERTIFICACIÓN CMMI-2, OPERANDO EN  MODALIDAD ASP PARA EXPORTACIÓN;2008/12/18 00:00:00.000;2011/03/04 00:00:00.000;No publicable;1;639422.0;639422.0;310000.0;310000.0;1;ANR 600 NA090/08;;1;FONTAR;;;M
9933;ANPCYT;DESARROLLO E INNOVACIÓN DE TINTAS INDICADORAS PARA EL CONTROL DE PROCESOS DE ESTERILIZACIÓN.;2008/09/24 00:00:00.000;2014/04/30 00:00:00.000;No publicable;1;945913.14;945913.64;459795.0;459795.0;1;ANR 600 NA143/08;;1;FONTAR;;;M
10042;ANPCYT;Mejora del desempeño ambiental de la firma mdiante la introducción de un proceso de filtrado que permite minimizar el volumen de residuos de la producción de sulfato de aluminio y posibilita su reciclaje como materia prima para la industria de la construcción;2008/11/11 00:00:00.000;2009/10/16 00:00:00.000;No publicable;1;384180.0;310860.0;191600.0;154500.0;5;ANR PL NA005/07;;1;FONTAR;;;F
10046;ANPCYT;REINGENIERIA PARA PRODUCCION MAS LIMPIA EN EL SECTOR DE PINTURA DE MUEBLES METALICOS DE JOHNSON ACERO S.A.I.C.;2008/08/29 00:00:00.000;2009/09/11 00:00:00.000;No publicable;1;140038.0;140038.0;70019.0;70019.0;5;ANR PL SF012/07;;1;FONTAR;;;M
10052;ANPCYT;Mejora del desempeño ambiental en la elaboración del aceite de oliva;2008/08/25 00:00:00.000;2010/05/21 00:00:00.000;No publicable;1;702187.33;740803.19;300000.0;300000.0;5;ANR PL NA014/07;;1;FONTAR;;;M
10057;ANPCYT;REINGENIERÍA DEL PROCESO DE PRODUCCIÓN DE FIELTROS PARA APROVECHAMIENTO DE DESPERDICIOS Y AHORRO DE ENERGÍA;2008/11/25 00:00:00.000;2010/03/05 00:00:00.000;No publicable;1;644862.01;640362.0;300000.0;297165.64;5;ANR PL NA065/07;;1;FONTAR;;;M
10065;ANPCYT;'Mejora del desempeño ambiental y competitividad de una empresa fundidora, mediante la aplicación de producción más limpia, mejoras en su proceso productivo y desarrollo de un sistema innovador de recicIado de arena de moldeo'.;2008/12/30 00:00:00.000;2011/06/24 00:00:00.000;No publicable;1;157515.0;157515.0;74618.0;74618.0;5;ANR PL SF006/07;;1;FONTAR;;;M
10068;ANPCYT;Readaptación tecnológica y saneamiento industrial en el proceso de refinado y envasado de sal.;2008/08/26 00:00:00.000;2009/10/02 00:00:00.000;No publicable;1;566206.05;566206.0;282801.0;282801.0;5;ANR PL SF003/07;;1;FONTAR;;;S/D
10069;ANPCYT;Desarrollo de promotores biológicos de crecimiento;2008/10/28 00:00:00.000;2009/12/23 00:00:00.000;No publicable;1;907567.45;507567.45;272256.5;252219.0;5;ANR PL NA026/07;;1;FONTAR;;;M
10070;ANPCYT;Desarrollo de bio insecticidas a escala industrial;2008/11/01 00:00:00.000;2009/08/14 00:00:00.000;No publicable;1;969950.0;569950.0;292537.5;277000.0;5;ANR PL NA027/07;;1;FONTAR;;;M
10074;ANPCYT;'Diseño y construcción de un sistema de concentrado de suero e implementación de buenas prácticas para la gestión eficiente de residuos y disminución de impactos abientales';2008/09/09 00:00:00.000;2010/12/10 00:00:00.000;No publicable;1;218456.0;218456.0;108722.0;108722.0;5;ANR PL NA033/07;;1;FONTAR;;;M
10076;ANPCYT;Diseño e incorporación de nuevos procesos productivos a la fabricación de transformadores utilizando tecnología innovadora para el logro de una producción más limpia.;2008/09/03 00:00:00.000;2011/04/29 00:00:00.000;No publicable;1;464910.6;464911.5;195151.0;195151.9;5;ANR PL NA013/07;;1;FONTAR;;;M
10077;ANPCYT;Reestructuración Fabrica de Transformadores mejorando su condición ambiental y tratamiento adecuado de Máquinas con PCB's.;2008/08/26 00:00:00.000;2010/02/12 00:00:00.000;No publicable;1;184660.0;123500.0;91763.33;61749.99;5;ANR PL SJ003/07;;1;FONTAR;;;M
10080;ANPCYT;'Planta piloto para la obtención de FBRBio';2008/08/20 00:00:00.000;2013/09/06 00:00:00.000;No publicable;1;596567.18;607664.01;268878.26;268639.64;5;ANR PL NA016/07;;1;FONTAR;;;F
6140;ANPCYT;Trazabilidad Agroindustrias de Vinos y Espumantes;2008/04/14 00:00:00.000;2012/01/13 00:00:00.000;No publicable;1;172294.0;172294.0;85000.0;85000.0;1;ANR FONSOFT NA075/06;;1;FONSOFT;;;M
6573;ANPCYT;Análisis, Desarrollo e Implementación de un Software multiplataforma Multiproveedor y Comparador de Hoteles para la Industria del Turismo en General.;2008/10/31 00:00:00.000;2013/04/15 00:00:00.000;No publicable;1;399530.07;399530.07;195640.0;195640.0;1;ANR FONSOFT NA012/07;;1;FONSOFT;;;M
6606;ANPCYT;Implementación y Certificación en la norma de calidad ISO 9001:2000, abarcando la actividad de ¿Desarrollo y Mantenimiento de Software¿¿;2008/11/12 00:00:00.000;2011/05/02 00:00:00.000;No publicable;1;140381.0;140381.0;70001.0;70001.0;1;ANR FONSOFT ER001/07;;1;FONSOFT;;;M
6615;ANPCYT;CERTIFICACION ISO 9001 DEL PROCESO DE GESTION DE REQUERIMIENTOS EN LA FABRICA DE SOFTWARE;2008/10/28 00:00:00.000;2009/02/25 00:00:00.000;No publicable;1;95751.55;95751.55;45600.0;45600.0;1;ANR FONSOFT NA104/07;;1;FONSOFT;;;M
6616;ANPCYT;Sistema de Gestión Empresarial IG Global.NET.  Desarrollo e Innovación Fase I.;2008/11/26 00:00:00.000;2012/03/30 00:00:00.000;No publicable;1;400271.0;400271.0;199975.0;199975.0;1;ANR FONSOFT NA073/07;;1;FONSOFT;;;M
6673;ANPCYT;Reingeniería del sistema de factura electrónica;2008/11/05 00:00:00.000;2013/09/30 00:00:00.000;No publicable;1;175675.0;175675.0;87800.0;87800.0;1;ANR FONSOFT NA076/07;;1;FONSOFT;;;M
10903;ANPCYT;INVESTIGACION Y DESARROLLO EN NUTRICIÓN Y SANIDAD IN-OVO PARA AVES;2008/08/08 00:00:00.000;2013/01/04 00:00:00.000;No publicable;1;1319263.0;1319263.0;414696.0;414696.0;1;ANR I+D NA 029/07;;1;FONTAR;;;M
10904;ANPCYT;Ampliación de área I+D e incorporación de nanotecnología aplicada a medicamentos;2008/11/12 00:00:00.000;2013/10/11 00:00:00.000;No publicable;1;1001926.79;1001926.79;336300.0;336300.0;1;ANR I+D NA 032/07;;1;FONTAR;;;M
10906;ANPCYT;Creación de un laboratorio de investigación y desarrollo para síntesis de drogas farmacológicamente activas;2008/07/30 00:00:00.000;2012/09/14 00:00:00.000;No publicable;1;2946322.4;2780722.4;582724.0;582724.0;1;ANR I+D NA 004/07;;1;FONTAR;;;S/D
10907;ANPCYT;NUEVOS PROCESOS BIOTECNOLÓGICOS;2008/08/06 00:00:00.000;2012/12/28 00:00:00.000;No publicable;1;932700.0;932700.0;363300.0;363300.0;1;ANR I+D NA 011/07;;1;FONTAR;;;M
10916;ANPCYT;Gestióna: Desarrollo de una arquitectura avanzada sobre tecnologíoa Ajax y JSF para servicios de gestión de expedientes;2008/11/11 00:00:00.000;2010/01/22 00:00:00.000;No publicable;1;1327305.4;1327305.4;585527.0;585527.0;4;ANR IB NA 006/07;;1;FONTAR;;;M
10917;ANPCYT;Technisys S.A;2008/10/30 00:00:00.000;2009/09/11 00:00:00.000;No publicable;1;686230.9;616030.3;339852.2;307034.0;4;ANR IB NA 002/07;;1;FONTAR;;;M
12113;ANPCYT;Desarrollo de máquina ensambladora para interruptor prefit;2008/05/09 00:00:00.000;2011/02/09 00:00:00.000;No publicable;1;432518.5;432518.5;0.0;432518.5;11;CF BA 001/07;;1;FONTAR;;;M
12114;ANPCYT;Desarrollo de un Sistema de Automatización integrada para Máquinas Pulverizadoras Autopropulsadas acorde a las nuevas tendencias en electrónica, sistemas hidráulicos y eléctricos del mercado agrícola nacional e internacional.;2008/05/12 00:00:00.000;2009/10/06 00:00:00.000;No publicable;1;654451.4;654451.4;0.0;654451.4;11;CF NA 041/07;;1;FONTAR;;;M
12118;ANPCYT;ANALISIS DE GERMOPLASMA DE LAS ESPECIES FESTUCA ARUNDINACEA Y LOTUS SP- Su adaptación a nuevos ambientes y su paquete tecnológico de uso.;2008/05/09 00:00:00.000;2010/06/08 00:00:00.000;No publicable;1;550964.0;550964.0;0.0;550964.0;11;CF NA 004/07;;1;FONTAR;;;M
12119;ANPCYT;Mejoramiento genético de especies forrajeras templadas adaptadas a condiciones de suelos deprimidos;2008/05/09 00:00:00.000;2010/06/08 00:00:00.000;No publicable;1;482616.0;482616.0;0.0;482616.0;11;CF NA 005/07;;1;FONTAR;;;M
12122;ANPCYT;Ampliación y desarrollo de invernadero de última generación.;2008/08/22 00:00:00.000;2009/10/30 00:00:00.000;No publicable;1;342371.0;342371.0;0.0;342371.0;11;CF ME 003/07;;1;FONTAR;;;M
12133;ANPCYT;Investigación y Desarrollo de Equipo de Anestésico tópico por Hipotermia;2008/06/19 00:00:00.000;2012/08/01 00:00:00.000;No publicable;1;198519.5;198519.5;0.0;198519.5;11;CF BA 015/07;;1;FONTAR;;;S/D
12136;ANPCYT;Montaje de un Laboratorio para la medición que permita el Etiquetado de Eficiencia Energética de Lámparas eléctricas incandescentes y fluorescentes y la determinación de la vida útil de las lámparas.;2008/07/18 00:00:00.000;2008/11/28 00:00:00.000;No publicable;1;481133.04;481133.04;0.0;481133.04;11;CF NA 056/07;;1;FONTAR;;;M
12139;ANPCYT;Desarrollo de Nuevos productos y Reestructuración Tecnológica productiva para mejorar competitividad y aumentar la participación en el Mercado Automotriz.;2008/06/26 00:00:00.000;2009/07/16 00:00:00.000;No publicable;1;1230750.0;1230750.0;0.0;1230750.0;11;CF SF 013/07;;1;FONTAR;;;M
12140;ANPCYT;Nueva linea de llaves y tapas de luz de diseño innovador y costo altamente competitivo a nivel Internacional.;2008/06/10 00:00:00.000;2009/07/06 00:00:00.000;No publicable;1;1095491.0;1095491.0;0.0;1095491.0;11;CF NA 053/07;;1;FONTAR;;;M
12152;ANPCYT;Modernización de los procesos productivos a través de  la implementación de Tecnología de Montaje Superficial de Componentes (SMT) , para el incremento de la productividad y la capacidad innovadora de la empresa;2008/05/30 00:00:00.000;2009/10/30 00:00:00.000;No publicable;1;318339.0;318339.0;0.0;318339.0;11;CF NA 023/07;;1;FONTAR;;;M
12165;ANPCYT;Compra de Centro de mecanizado y Maquina de soldar por laser, para la mejora en la capacidad de acceso a mercados de Flexar SRL;2008/06/24 00:00:00.000;2011/09/07 00:00:00.000;No publicable;1;554944.53;554944.53;0.0;554944.53;11;CF NA 092/07;;1;FONTAR;;;M
12169;ANPCYT;Conductores eléctricos resistentes al fuego con sello U.L.;2008/06/19 00:00:00.000;2011/02/23 00:00:00.000;No publicable;1;1416873.34;1416873.34;0.0;1416873.34;11;CF NA 003/07;;1;FONTAR;;;M
12183;ANPCYT;SISTEMA INTELIGENTE PARA VIVIENDAS;2008/05/09 00:00:00.000;2009/06/04 00:00:00.000;No publicable;1;293557.34;293557.34;0.0;293557.34;11;CF NA 013/07;;1;FONTAR;;;M
12192;ANPCYT;Desarrollo y modernizacion  de procesos de terminacion de piezas, pintura y control de productos semiterminados;2008/05/30 00:00:00.000;2010/11/23 00:00:00.000;No publicable;1;758776.28;758776.28;0.0;758776.28;11;CF NA 098/07;;1;FONTAR;;;M
12194;ANPCYT;FABRICACION DE MAQUINA ENVASADORA TERMOFORMADORA CON DOBLE DECOR SERVOCONTROLADA;2008/06/04 00:00:00.000;2009/03/09 00:00:00.000;No publicable;1;544524.0;544524.0;0.0;544524.0;11;CF SF 010/07;;1;FONTAR;;;M
12195;ANPCYT;Diseño, desarrollo y fabricación de máquinas industriales extrusoras para elaboración de alimento de alto valor proteícos;2008/05/30 00:00:00.000;2009/06/24 00:00:00.000;No publicable;1;946632.4;946632.4;0.0;946632.4;11;CF NA 061/07;;1;FONTAR;;;F
12206;ANPCYT;Modernización tecnológica para la fabricación de nuevos productos y ampliación de la capacidad actual.;2008/05/30 00:00:00.000;2009/09/08 00:00:00.000;No publicable;1;1220944.0;1220944.0;0.0;1220944.0;11;CF NA 059/07;;1;FONTAR;;;M
12974;ANPCYT;Nueva linea de proceso de frutas citricas;2008/02/04 00:00:00.000;2008/04/07 00:00:00.000;No publicable;1;729600.0;729600.0;583680.0;583680.0;9;CAE I 201 FRA;;1;FONTAR;;;M
12995;ANPCYT;Incorporación tecnológica de extratores automáticos de pezoneras;2008/03/04 00:00:00.000;2008/03/04 00:00:00.000;No publicable;1;66969.79;66969.79;53575.0;53575.0;9;CAE I 230 SFE;;1;FONTAR;;;F
7233;ANPCYT;SIA (SISTEMA INTEGRAL AGROPECUARIO);2008/10/27 00:00:00.000;2011/07/22 00:00:00.000;No publicable;1;298030.0;206478.0;90025.0;90025.0;13;EMP FONSOFT NA027/07;;1;FONSOFT;;;M
7234;ANPCYT;ePD (electronic Planning Director);2008/09/23 00:00:00.000;2011/03/17 00:00:00.000;No publicable;1;195280.0;195280.0;97000.0;97000.0;13;EMP Fonsoft NA038/07;;1;FONSOFT;;;S/D
7235;ANPCYT;CRM-Gestión de relación con clientes;2008/10/01 00:00:00.000;2010/05/27 00:00:00.000;No publicable;1;105248.0;105248.0;41786.0;41786.0;13;EMP FONSOFT BA001/07;;1;FONSOFT;;;M
7240;ANPCYT;Desarrollo WEB y móvil del Sistema de Gestión Comercial, Promoción y Lanzamiento del mismo a nivel Regional;2008/10/21 00:00:00.000;2012/06/18 00:00:00.000;No publicable;1;66635.12;66635.12;28282.24;28282.24;13;EMP Fonsoft NA071/07;;1;FONSOFT;;;M
7244;ANPCYT;Desarrollo de software CRM y de administración de RRHH;2008/10/02 00:00:00.000;2011/01/13 00:00:00.000;No publicable;1;121972.0;121972.0;57800.0;57800.0;13;EMP FONSOFT CO011/07;;1;FONSOFT;;;M
7247;ANPCYT;Sistema de administración integral para la pequeña y mediana empresa, orientado a trazabilidad.;2008/08/25 00:00:00.000;2010/12/16 00:00:00.000;No publicable;1;99571.0;88076.0;48987.0;44002.0;13;EMP FONSOFT CO012/07;;1;FONSOFT;;;M
7251;ANPCYT;Sistema de Monitoreo Global;2008/10/20 00:00:00.000;2011/06/03 00:00:00.000;No publicable;1;69766.0;69766.0;34850.0;34850.0;13;EMP Fonsoft NA088/07;;1;FONSOFT;;;M
7252;ANPCYT;e-commerce para telefonía móvil;2008/10/20 00:00:00.000;2010/09/23 00:00:00.000;No publicable;1;95022.0;95022.0;45130.0;45130.0;13;EMP FONSOFT NA010/07;;1;FONSOFT;;;F
7256;ANPCYT;Sistema de Ubicación Geográfica, Información y Servicios para Turistas y Viajeros;2008/12/16 00:00:00.000;2010/06/30 00:00:00.000;No publicable;1;211060.0;173758.0;95094.0;77094.95;13;EMP Fonsoft NA079/07;;1;FONSOFT;;;M
7264;ANPCYT;ATENCION PERSONALIZADA VIRTUAL CON AUDIO EN TIEMPO REAL;2008/11/25 00:00:00.000;2011/06/17 00:00:00.000;No publicable;1;148348.0;148348.0;72117.0;72117.0;13;EMP FONSOFT NA009/07;;1;FONSOFT;;;S/D
7266;ANPCYT;Software agropecuario para una mejor gestión de la información: primeros desarrollos de una empresa en formación ('Uni-Agrosoft');2008/11/19 00:00:00.000;2011/04/14 00:00:00.000;No publicable;1;224240.0;216240.0;100000.0;96000.0;13;EMP Fonsoft NA041/07;;1;FONSOFT;;;M
7267;ANPCYT;Sistema de trazabilidad de Historias Clínicas mediante huella digital, administración centralizada de Obras Sociales y Gestión Integral  para Centros de Salud.;2008/10/22 00:00:00.000;2012/07/27 00:00:00.000;No publicable;1;200095.0;115347.54;98720.0;57396.01;13;EMP FONSOFT CO004/07;;1;FONSOFT;;;M
7278;ANPCYT;Framework de Desarrollo de Aplicaciones Web;2008/09/02 00:00:00.000;2011/03/10 00:00:00.000;No publicable;1;188800.0;188800.0;94000.0;94000.0;13;EMP FONSOFT NA059/07;;1;FONSOFT;;;M
7281;ANPCYT;Desarrollo de software para el estudio de la señal  electrocardiográfica y su graficación en doce derivaciones simultaneas, adquiridas de un electrocardiógrafo de fabricación propia.;2008/10/08 00:00:00.000;2010/10/29 00:00:00.000;No publicable;1;85080.25;85080.25;42516.25;42516.25;13;EMP FONSOFT ER002/07;;1;FONSOFT;;;M
7286;ANPCYT;AgroSIGA Sistema integrado de Gestión Georeferenciada (GIS) multiplataforma (web y mobile) para pequeños y grandes productores Agropecuarios;2008/09/22 00:00:00.000;2011/07/22 00:00:00.000;No publicable;1;198050.0;198050.0;99000.0;99000.0;13;EMP FONSOFT CO014/07;;1;FONSOFT;;;M
7289;ANPCYT;Sistema de administracion, seguimiento, control, trazabilidad de procesos existentes en una organización.;2008/11/27 00:00:00.000;2010/09/23 00:00:00.000;No publicable;1;155608.0;155608.0;77804.0;77804.0;13;EMP Fonsoft NA139/07;;1;FONSOFT;;;M
7290;ANPCYT;AgriWeb - Plataforma de gestión, comunicación, y procesamiento de servicios de análisis de datos y recomendaciones de agricultura de precisión;2008/09/12 00:00:00.000;2010/04/29 00:00:00.000;No publicable;1;103365.03;78972.65;47893.39;31662.29;13;EMP FONSOFT NA043/07;;1;FONSOFT;;;M
7291;ANPCYT;Desarrollo de extensión de código abierto para Joomla de reservas online;2008/11/04 00:00:00.000;2010/10/29 00:00:00.000;No publicable;1;183800.0;183800.0;91750.0;91750.0;13;EMP Fonsoft SF010/07;;1;FONSOFT;;;M
7293;ANPCYT;Sistema integral de servicios de imágenes panorámicas.;2008/09/11 00:00:00.000;2010/11/11 00:00:00.000;No publicable;1;223238.0;223238.0;100000.0;100000.0;13;EMP FONSOFT SF009/07;;1;FONSOFT;;;M
7294;ANPCYT;Solución ASP para administración de consultorios médicos;2008/10/22 00:00:00.000;2011/02/18 00:00:00.000;No publicable;1;154600.0;154600.0;77300.0;77300.0;13;EMP FONSOFT NA006/07;;1;FONSOFT;;;M
7296;ANPCYT;AUTOMATIZACIÓN DE SISTEMAS DE TELEVISIÓN;2008/10/27 00:00:00.000;2010/06/10 00:00:00.000;No publicable;1;201638.34;166193.7;98446.67;80726.67;13;EMP Fonsoft NA108/07;;1;FONSOFT;;;M
7297;ANPCYT;SISTEMA DOBLE DE NUMERACIÓN POR SOFTWARE PARA IMPRENTAS;2008/10/21 00:00:00.000;2010/04/29 00:00:00.000;No publicable;1;53708.0;53708.0;26340.0;23340.0;13;EMP Fonsoft NA070/07;;1;FONSOFT;;;M
7298;ANPCYT;DENTILOGIC;2008/08/27 00:00:00.000;2010/07/30 00:00:00.000;No publicable;1;93054.0;93054.0;46500.0;46500.0;13;EMP Fonsoft NA067/07;;1;FONSOFT;;;M
7305;ANPCYT;FRAMEWORK PARA EL DESARROLLO DE VIDEOJUEGOS 3D DE ULTIMA GENERACION;2008/12/18 00:00:00.000;2011/02/08 00:00:00.000;No publicable;1;253940.88;253940.88;98196.88;98196.88;13;EMP Fonsoft NA124/07;;1;FONSOFT;;;M
7313;ANPCYT;DISPOSITIVOS DE SEGURIDAD INFORMATICA CON SERVICIOS INTEGRABLES Y ESCALABLES;2008/09/22 00:00:00.000;2011/03/03 00:00:00.000;No publicable;1;187754.0;148304.0;93500.0;74000.0;13;EMP FONSOFT TU002/07;;1;FONSOFT;;;M
7314;ANPCYT;Desarrollo de Juegos Casuales Descargables;2008/08/29 00:00:00.000;2010/10/29 00:00:00.000;No publicable;1;88806.0;88806.0;40980.0;40980.0;13;EMP FONSOFT SF012/07;;1;FONSOFT;;;S/D
7319;ANPCYT;EVOSISTEMAS ERX ( ERP PARA LINUX / WINDOWS 32 BITS );2008/10/03 00:00:00.000;2012/10/22 00:00:00.000;No publicable;1;137241.0;137241.0;56171.0;56171.0;13;EMP FONSOFT NA057/07;;1;FONSOFT;;;M
7320;ANPCYT;Sistema de Gestión Integral para Centros de Turismo Invernal y Actividades Deportivas;2008/09/30 00:00:00.000;2012/11/20 00:00:00.000;No publicable;1;252648.8;252648.8;98500.0;98500.0;13;EMP FONSOFT NA049/07;;1;FONSOFT;;;M
7322;ANPCYT;Innovate;2008/11/26 00:00:00.000;2010/07/30 00:00:00.000;No publicable;1;238536.0;238536.0;96000.0;96000.0;13;EMP FONSOFT NA121/07;;1;FONSOFT;;;M
7326;ANPCYT;Cyberseg Broker, sistema de gestión compartida de seguros con transmisión propia de datos vía Web entre oficinas de productores y brokers.;2008/10/28 00:00:00.000;2011/01/13 00:00:00.000;No publicable;1;461017.0;461017.0;99808.0;99808.0;13;EMP FONSOFT NA101/07;;1;FONSOFT;;;M
7332;ANPCYT;Desarrollo de plataforma de educación y colaboración a distancia de última generación, integrada dentro de una comunidad en línea que permita conectar a través de Internet  a docentes y estudiantes de cualquier parte del mundo para complementar y enriquec;2008/08/29 00:00:00.000;2009/03/25 00:00:00.000;No publicable;1;232664.0;232664.0;99658.0;99658.0;13;EMP FONSOFT NA045/07;;1;FONSOFT;;;M
