producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
390382;5;0567-7572;;115;121;ACTA HORTICULTURAE;1318;1318;;10.17660/ActaHortic.2021.1318.18;INTERNATIONAL SOCIETY FOR HORTICULTURAL SCIENCE;NO INDEXADO
390952;7;;;1;13;ECOSISTEMAS Y RECURSOS AGROPECUARIOS;8;2;;10.19136/era.a8n2.2688;UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO;NO INDEXADO
392199;21;0140-1963;;;;JOURNAL OF ARID ENVIRONMENTS;;;;10.1016/j.jaridenv.2021.104479;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;Q2
392531;1;2362-2539;;53;57;REVISTA DE LA FACULTAD DE CIENCIAS EXACTAS, FÍSICAS Y NATURALES DE LA UNIVERSIDAD NACIONAL DE CÓRDOBA.;8;1;;;"UNIVERSIDAD NACIONAL DE CÓRDOBA; FACULTAD DE CIENCIAS EXACTAS, FÍSICAS Y NATURALES";NO INDEXADO
393220;39;0377-2217;;841;854;EUROPEAN JOURNAL OF OPERATIONAL RESEARCH;289;3;;10.1016/j.ejor.2019.07.055;ELSEVIER SCIENCE BV;Q1
394640;82;0960-3123;;85;101;INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH;31;;;10.1080/09603123.2019.1631262;TAYLOR & FRANCIS LTD;Q2
394700;4;0120-0062;;9;32;IDEAS Y VALORES; LXX;175;;10.15446/ideasyvalores.v70n175.71270;UNIVERSIDAD NACIONAL DE COLOMBIA;Q3
397236;4;0121-215X;;45;65;CUADERNOS DE GEOGRAFÍA: REVISTA COLOMBIANA DE GEOGRAFÍA;30;1;;10.15446/rcdg;UNIVERSIDAD NACIONAL DE COLOMBIA;Q3
398548;1;1668-0227;;55;72;CUADERNOS DEL CENTRO DE ESTUDIOS DE DISEÑO Y COMUNICACIÓN;94;;;;UNIVERSIDAD DE PALERMO;NO INDEXADO
398990;3;0001-3765;;1;11;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;93;2;;;ACAD BRASILEIRA DE CIENCIAS;Q1
399628;3;0370-6583;;1;12;RODRIGUESIA;72;;;;JARDIM BOTANICO DO RIO DO JANEIRO;Q2
399687;82;1478-6419;;2931;2936;NATURAL PRODUCT RESEARCH;17;;;10.1080/14786419.2019.1675065;TAYLOR & FRANCIS LTD;Q2
403817;1;1668-7027;;23;40;INTERDISCIPLINARIA - REVISTA DE PSICOLOGÍA Y CIENCIAS AFINES;38;1;;;CIIPME-CONICET;Q3
406164;7;1405-8901;;77;106;EL TRIMESTRE ECONÓMICO;LXXX;349;;10.20430/ete.v88i349.1078;FONDO DE CULTURA ECONÓMICA;NO INDEXADO
407242;3;0001-3765;;1420;1438;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;93;;;10.1590/0001-3765202120190841;ACAD BRASILEIRA DE CIENCIAS;Q1
407358;82;1461-4103;;323;335;ENVIRONMENTAL ARCHAEOLOGY;26;;;10.1080/14614103.2019.1689894;TAYLOR & FRANCIS;Q1
409198;7;0186-7210;;;;ESTUDIOS DEMOGRÃ¡FICOS Y URBANOS;36;2;;;EL COLEGIO DE MÉXICO;Q3
410483;31;1064-7554;;135;143;JOURNAL OF MAMMALIAN EVOLUTION;28;;;10.1007/s10914-019-09490-9;SPRINGER;Q2
410622;21;0140-1963;;;;JOURNAL OF ARID ENVIRONMENTS;;;;;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;Q2
410774;82;0891-2963;;1247;1265;HISTORICAL BIOLOGY;33;8;;10.1080/08912963.2019.1689239;TAYLOR AND FRANCIS;Q1
412521;82;0003-6811;;975;991;APPLICABLE ANALYSIS;100;5;;10.1080/00036811.2019.1629425;TAYLOR & FRANCIS LTD;Q2
413207;3;0001-3765;;1;13;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;93;1;;10.1590/0001-3765202120190686;ACAD BRASILEIRA DE CIENCIAS;Q1
413788;31;0933-1719;;41;68;HUMOR;34;1;;10.1515/humor-2019-0022;DE GRUYTER MOUTON;Q1
414053;3;0370-6583;;;;RODRIGUESIA;72;;;10.1590/2175-7860202172004;INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RIO DE JANEIRO;Q2
417085;35;1134-2277;;165;196;AYER. REVISTA DE HISTORIA CONTEMPORÁNEA;;121;;;ASOCIACIÓN DE HISTORIA CONTEMPORÁNEA Y MARCIAL PONS-EDICIONES DE HISTORIA;Q1
418818;5;0718-1043;;129;153;ESTUDIOS ATACAMEÑOS;66;;;;INSTITUTO DE ARQUEOLOGÍA Y ANTROPOLOGÍA DE LA UNIVERSIDAD CATÓLICA DEL NORTE;Q1
419799;1;0328-932X;;25;32;ENERGÍAS RENOVABLES Y MEDIO AMBIENTE;46;;;;ASOCIACIÓN ARGENTINA DE ENERGÍAS RENOVABLES Y AMBIENTE;NO INDEXADO
419823;35;0366-0176;;99;106;BOLETIN GEOLOGICO Y MINERO;132;2;;10.21701/bolgeomin.132.1-2.010;IGME;Q4
419913;3;0001-3765;;;;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;93;2;;10.1590/0001-3765202120190563;ACAD BRASILEIRA DE CIENCIAS;Q1
420525;31;1064-7554;;47;58;JOURNAL OF MAMMALIAN EVOLUTION;28;;;10.1007/s10914-020-09511-y;SPRINGER;Q2
420554;404;1175-5326;;;;ZOOTAXA;;;;;MAGNOLIA PRESS;Q2
421031;45;0582-1592;;;;BULLETIN DE LA SOCIETE SUISSE DES AMERICANISTES;81;;;;SOCIÉTÉ SUISSE DES AMÉRICANISTES;NO INDEXADO
422142;4;0120-0062;;;;IDEAS Y VALORES. REVISTA COLOMBIANA DE FILOSOFÍA;;175;;;UNIVERSIDAD NACIONAL DE COLOMBIA;Q3
422342;82;;;1;14;MOLECULAR HUMAN REPRODUCTION;27;2;;10.1093/molehr/gaaa073;NLM (MEDLINE);NO INDEXADO
422375;3;0001-3765;;;;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;93;4;;10.1590/0001-3765202120191178;ACAD BRASILEIRA DE CIENCIAS;Q1
424356;31;0167-6903;;185;199;PLANT GROWTH REGULATION;;;;10.1007/s10725-020-00598-0;SPRINGER;Q1
424970;35;1131-9429;;149;153;REVISTA DE LA O.F.I.L.;31;2;;;ORGANIZACIÓN DE FARMACÉUTICOS IBERO-LATINOAMERICANOS (OFIL - ILPHAR);NO INDEXADO
425846;82;2631-9888;;;;CSD COMMUNICATION;;2062;;10.5517/ccdc.csd.cc104q84;THE CAMBRIDGE CRYSTALLOGRAPHIC DATA CENTRE (CCDC);NO INDEXADO
427818;21;2324-9269;;1;7;MOLECULAR GENETICS AND GENOMIC MEDICINE;2021;;;10.1002/mgg3.1059;WILEY;Q3
428107;35;0211-402X;;91;106;ENRAHONAR. AN INTERNATIONAL JOURNAL OF THEORETICAL AND PRACTICAL REASON;67;;;10.5565/rev/enrahonar.1249;UNIVERSITAT AUTONOMA DE BARCELONA;Q2
430404;7;1607-050X;;112;125;DESACATOS. REVISTA DE CIENCIAS SOCIALES;66;;;;CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL;NO INDEXADO
431515;3;;;136;154;OUTROS TEMPOS;18;31;;10.18817/ot.v18i31.825;UEMA;NO INDEXADO
432042;4;2145-3535;;73;86;INFORMES PSICOLÓGICOS;21;1;;10.18566/infpsic.v21n1a05;FACULTAD DE PSICOLOGÍA DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA;NO INDEXADO
432861;1;2422-7609;;71;82;REVISTA ARGENINA DE INVESTIGACION EN NEGOCIOS;1;;;;INSTITUTO UNIVERSITARIO ESCUELA ARGENTINA DE NEGOCIOS (EAN);NO INDEXADO
433207;35;0212-4521;;27;44;ENSENANZA DE LAS CIENCIAS;39;1;;;UNIVERSIDAD AUTÓNOMA DE BARCELONA;Q2
433602;505;0001-3765;;;;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;93;;;;ACAD BRASILEIRA DE CIENCIAS;Q1
433827;1;1669-6859;;21;28;DOMINGUEZIA;37;;;;FACULTAD DE FARMACIA Y BIOQUÍMICA DE LA UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
436168;21;0022-1899;;2072;2079;JOURNAL OF INFECTIOUS DISEASES;223;12;;10.1093/infdis/jiaa019;UNIV CHICAGO PRESS;Q1
436555;1;0075-7411;;171;194;ANALES REVISTA DE LA FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES, UNIVERSIDAD NACIONAL DE LA PLATA;2019;49;;;LA LEY - FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES, UNIVERSIDAD NACIONAL DE LA PLATA, ;NO INDEXADO
436767;1;1668-9097;;17;27;REVISTA DEL CENTRO DE INVESTIGACIONES FAMILIA, ORGANIZACIÓN, POBLACIÓN;1;1;;;EDITORIAL EL TABAQUILLO;NO INDEXADO
437229;39;1878-6146;;153;159;FUNGAL BIOLOGY;125;2;;10.1016/j.funbio.2019.09.004;ELSEVIER B.V.;Q1
437499;37;;;17;28;DESIGNIS;34;;;;FELS (FEDERACIÓN LATINOAMERICANA DE SEMIÓTICA);NO INDEXADO
438687;1;1666-5112;;1;20;CUADERNOS DEL CIMBAGE;1;23;;;UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
440180;21;1531-1074;;1;38;ASTROBIOLOGY;21;1;;10.1089/ast.2019.2072;MARY ANN LIEBERT INC;Q1
440377;3;0001-3765;;;;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;93;;;10.1590/0001-3765202120191430;ACAD BRASILEIRA DE CIENCIAS;Q1
441165;35;0366-0176;;487;507;BOLETIN GEOLOGICO Y MINERO;132;4;;10.21701/bolgeomin;INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA;Q4
441324;21;0278-0046;;1841;1850;IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS;68;3;;10.1109/TIE.2020.2973910;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;Q1
441440;31;1387-3326;;185;201;INFORMATION SYSTEMS FRONTIERS;23;1;;10.1007/s10796-020-10003-w;SPRINGER;Q1
441557;82;0739-1102;;79;90;JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS;39;;;10.1080/07391102.2020.1719889;ADENINE PRESS;Q3
441766;82;1532-0626;;;;CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE;;;;10.1002/cpe.5474;JOHN WILEY & SONS LTD;Q3
442364;1;2314-3738;;3;13;CIENCIAS ADMINISTRATIVAS;9;17;;10.24215/23143738e070;UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
444596;7;2448-5144;;;;DESACATOS. REVISTA DE CIENCIAS SOCIALES;;;;;CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL (CIESAS). ;NO INDEXADO
444697;41;0392-856X;;310;318;CLINICAL AND EXPERIMENTAL RHEUMATOLOGY;39;2;;;CLINICAL & EXPER RHEUMATOLOGY;Q2
446134;31;1387-3326;;115;134;INFORMATION SYSTEMS FRONTIERS;;23;;10.1007/s10796-020-09994-3;SPRINGER;Q1
446147;1;0327-585X;;57;66;ACTUALIDAD ECONÓMICA;31;103;;;UNIVERSIDAD NACIONAL DE CÓRDOBA ;NO INDEXADO
446603;71;2050-7003;;;;JOURNAL OF APPLIED RESEARCH IN HIGHER EDUCATION;13;1;;10.1108/JARHE-12-2019-0325;EMERALD;Q3
447051;1;0325-7541;;124;128;REVISTA ARGENTINA DE MICROBIOLOGÃ­A;53;;;10.1016/j.ram.2020.04.005;ASOCIACION ARGENTINA MICROBIOLOGIA;Q3
447628;82;;;;;LANGUAGE, CONTEXT AND TEXT;;;;;JOHN BENJAMINS;NO INDEXADO
450213;1;1853-1679;;;;REVISTA INTERDISCIPLINARIA DE ESTUDIOS SOCIALES;21;;;;COLECTIVO DE ESTUDIOS E INVESTIGACION (CEISO);NO INDEXADO
450351;1;0524-9767;;;;BOLETÍN DEL INSTITUTO DE HISTORIA ARGENTINA Y AMERICANA ?DR. EMILIO RAVIGNANI;;;;; INSTITUTO DE HISTORIA ARGENTINA Y AMERICANA DR. EMILIO RAVIGNANI ;NO INDEXADO
451260;7;;;657;684;ECONOMÍA, SOCIEDAD Y TERRITORIO;21;67;;10.22136/est20211662;EL COLEGIO MEXIQUENSE, A.C.;NO INDEXADO
451469;21;0031-949X;;170;183;PHYTOPATHOLOGY;111;1;;10.1094/PHYTO-09-20-0434-FI;AMER PHYTOPATHOLOGICAL SOC;Q1
451472;4;1794-2489;;;;TABULA RASA;;;;;UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA ;NO INDEXADO
451482;35;;;470;487;JOURNAL OF NEGATIVE AND NO POSITIVE RESULTS;6;3;;10.19230/jonnpr.3726;RESEARCH AND SCIENCE S.L.;NO INDEXADO
451527;21;1570-1824;;1;11;STATISTICS EDUCATION RESEARCH JOURNAL;20;;;10.52041/serj.v20i2;INTERNATIONAL ASSOCIATION FOR STATISTICAL EDUCATION;Q2
451535;21;0364-9024;;231;268;JOURNAL OF GRAPH THEORY;96;;;10.1002/jgt.22611;JOHN WILEY & SONS INC;Q1
452042;5;0718-4980;;;;HERMENÉUTICA INTERCULTURAL. REVISTA DE FILOSOFÍA;;33;;;ESCUELA DE FILOSOFÍA DE LA UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ;NO INDEXADO
452073;82;1742-464X;;229;243;FEBS JOURNAL;288;1;;10.1111/febs.15344;WILEY-BLACKWELL PUBLISHING, INC;Q1
452122;5;0717-2877;;17;36;REVISTA IUS ET PRAXIS;27;1;;;UNIVERSIDAD DE  TALCA - THOMSON REUTER -ABELEDO PERROT;Q1
452124;4;;;89;112;REVISTA DE DERECHO  UNIVERSIDAD DEL NORTE;54;2020;;;UNIVERSIDAD DEL NORTE ;NO INDEXADO
452322;1;0870-2306;;;;ARQUEOLOGIA;;;;10.34096/arqueologia.t27.n1.7617;FACULTAD DE FILOSOFIA Y LETRAS - UBA;NO INDEXADO
452379;35;;;;;ESPACIO, TIEMPO Y EDUCACIÓN;;;;;UNIVERSIDAD DE SALAMANCA/FAHRENHOUSE;NO INDEXADO
452461;82;0007-4853;;100;110;BULLETIN OF ENTOMOLOGICAL RESEARCH;111;1;;10.1017/S000748532000036X;CAMBRIDGE UNIV PRESS;Q2
452514;35;1576-0162;;137;160;REVISTA DE ECONOMÍA MUNDIAL/JOURNAL OF WORLD ECONOMY;57;;;10.33776/rem.v0i57.4646;UNIVERSIDAD DE HUELVA;Q2
452558;21;1040-6182;;33;43;QUATERNARY INTERNATIONAL;584;;;10.1016/j.quaint.2020.04.050;PERGAMON-ELSEVIER SCIENCE LTD;Q1
452591;5;0716-162X;;281;301;CUADERNOS DE LA INFORMACIÓN;49;;;10.7764/cdi.49.27915;PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE- FACULTAD DE COMUNICACIONES;NO INDEXADO
452603;82;0015-752X;;204;218;FORESTRY;94;2;;10.1093/forestry/cpaa026;OXFORD UNIV PRESS;Q1
452629;21;1935-2735;;1;15;PLOS NEGLECTED TROPICAL DISEASES;15;1;;10.1371/journal.pntd.0009010;PUBLIC LIBRARY SCIENCE;Q1
452636;21;1092-8758;;;;ENVIRONMENTAL ENGINEERING SCIENCE;38;1;;;MARY ANN LIEBERT INC;Q2
452750;1;1853-7138;;375;389;REVISTA DE LA ASOCIACIÓN GEOLÓGICA ARGENTINA;78;3;;;ASOCIACIÓN GEOLÓGICA ARGENTINA;NO INDEXADO
452837;3;1676-2444;;1;9;JORNAL BRASILEIRO DE PATOLOGIA E MEDICINA LABORATORIAL;57;;;; BRAZILIAN SOCIETY OF CLINICAL PATHOLOGY/LABORATORY MEDICINE;Q4
452880;22;0829-8211;;91;96;BIOCHEMISTRY AND CELL BIOLOGY;99;1;;10.1139/bcb-2020-0098;NATL RESEARCH COUNCIL CANADA-N R C RESEARCH PRESS;Q2
452910;37;1631-0683;;741;759;COMPTES RENDUS PALEVOL;20;35;;10.5852/cr-palevol2021v20a35;ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER;Q1
452919;82;1063-5157;;14;20;SYSTEMATIC BIOLOGY;70;;;10.1093/sysbio/syaa043;OXFORD UNIV PRESS;Q1
452986;41;0391-173X;;;;ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA CL. DI SCIENZE - IV;;;;10.2422/2036-2145.201803_007;SCUOLA NORMALE SUPERIORE;Q1
453026;39;1383-5866;;117699;117710;SEPARATION AND PURIFICATION TECHNOLOGY;255;;;10.1016/j.seppur.2020.117699;ELSEVIER SCIENCE BV;Q1
453033;21;0035-9203;;9;19;TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE;115;1;;10.1093/trstmh/traa051;ELSEVIER SCIENCE INC;Q2
453072;4;0366-5232;;205;207;CALDASIA;43;1;;10.15446/caldasia.v43n1.81201;INST CIENCIAS NATURALES;Q3
453136;21;0219-4988;;;;JOURNAL OF ALGEBRA AND ITS APPLICATIONS;20;1;;10.1142/S0219498821400028;WORLD SCIENTIFIC PUBL CO PTE LTD;Q2
453348;82;1467-7881;;13082;13082;OBESITY REVIEWS;22;;;;WILEY-BLACKWELL PUBLISHING, INC;Q1
453362;5;0718-7092;;110;124;ANDEAN GEOLOGY;48;1;;10.5027/andgeoV48n1-3171;SERVICIO NACIONAL GEOLOGIA MINERVA;Q1
453365;54;1425-3305;;109;137;LOGIC AND LOGICAL PHILOSOPHY;;1;;10.12775/LLP.2020.014;NICOLAUS COPERNICUS UNIVERSITY IN TORUN;Q1
453552;3;0370-6583;;1;16;RODRIGUESIA;72;;;10.1590/2175-7860202172080;JARDIN BOTANICO DE RIO DE JANEIRO;Q2
453608;31;1064-7554;;145;157;JOURNAL OF MAMMALIAN EVOLUTION;28;1;;10.1007/s10914-020-09502-z;SPRINGER;Q2
453658;515;1846-3886;;59;84;OPERATORS AND MATRICES;15;;;;ELEMENT;Q3
453768;21;0066-4804;;;;ANTIMICROBIAL AGENTS AND CHEMOTHERAPY;65;2;;10.1128/AAC.01135-20;AMER SOC MICROBIOLOGY;Q1
453808;82;0969-7128;;38;55;GENE THERAPY;28;1-2;;10.1038/s41434-020-0136-x;NATURE PUBLISHING GROUP;Q2
454025;1;2408-4417;;79;112;BOLETÍN DE ESTÉTICA;;53;;10.36446/be.2020.53.147;CENTRO DE INVESTIGACIONES FILOSÓFICAS;Q3
454891;5;0717-0297;;1;13;PSYKHE;30;1;;10.7764/psykhe.2019.22311;ESCUELA DE PSICOLOGÍA DE LA FACULTAD DE CIENCIAS SOCIALES DE LA PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;Q4
454896;9;0254-9247;;35;57;REVISTA DE PSICOLOGÍA;39;1;;;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;Q4
455267;35;0366-0176;;99;106;BOLETIN GEOLOGICO Y MINERO;132;1-2;;;INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA;Q4
455345;21;0739-1102;;766;776;JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS;39;3;;10.1080/07391102.2020.1714485;ADENINE PRESS;Q3
455346;82;1520-7552;;;;DIABETES/METABOLISM RESEARCH AND REVIEWS.;37;1;;10.1002/dmrr.3359;JOHN WILEY & SONS LTD;Q1
455608;1;0327-5159;;;;ARQUEOLOGÍA (BUENOS AIRES);27;;;;UNIVERSIDAD DE BUENOS AIRES - FFYL;Q2
455682;1;1666-7719;;318;329;FAVE SECCIÓN CIENCIAS AGRARIAS;20;1;;10.14409/fa.v20i1.10273;EDICIONES UNL  Y PROGRAMA BIBLIOTECAS;NO INDEXADO
455803;5;0719 5702;;85;107;RESONANCIAS-REVISTA DE INVESTIGACIÓN MUSICAL;25;49;;10.7764/res.2021.49.5;PONTIFICA UNIVERSIDAD CATÓLICA DE CHILE ;NO INDEXADO
455835;82;0950-5423;;56;85;INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY;56;1;;10.1111/ijfs.14601;WILEY-BLACKWELL PUBLISHING, INC;Q1
455836;39;0260-8774;;1;9;JOURNAL OF FOOD ENGINEERING;290;;;10.1016/j.jfoodeng.2020.110194;ELSEVIER SCI LTD;Q1
