proyecto_id;organizacion_id;persona_id;financiadora;ejecutora;evaluadora;adoptante;beneficiaria;adquiriente;porcentaje_financiamiento
10266;5391;;Y;N;Y;N;N;N;29
10266;14507;;Y;Y;N;N;N;N;71
10267;;102912;Y;N;N;N;Y;N;57
10267;5391;;Y;N;Y;N;N;N;43
10268;5391;;Y;N;Y;N;N;N;49
10268;12904;;Y;Y;N;N;N;N;51
10269;5391;;Y;N;Y;N;N;N;48
10269;13660;;Y;Y;N;N;N;N;52
10270;;103085;Y;N;N;N;Y;N;51
10270;5391;;Y;N;Y;N;N;N;49
10271;5391;;Y;N;Y;N;N;N;46
10271;13363;;Y;Y;N;N;N;N;54
10272;12186;;Y;Y;N;N;N;N;50
10272;5391;;Y;N;Y;N;N;N;50
10273;13474;;Y;Y;N;N;N;N;52
10273;5391;;Y;N;Y;N;N;N;48
10274;5391;;Y;N;Y;N;N;N;49
10274;13419;;Y;Y;N;N;N;N;51
10275;5391;;Y;N;Y;N;N;N;45
10275;;14676;Y;N;N;N;Y;N;55
10276;5391;;Y;N;Y;N;N;N;50
10276;12871;;Y;Y;N;N;N;N;50
10277;5391;;Y;N;Y;N;N;N;49
10277;11710;;Y;Y;N;N;N;N;51
10278;5391;;Y;N;Y;N;N;N;50
10278;;104727;Y;N;N;N;Y;N;50
10279;5391;;Y;N;Y;N;N;N;38
10279;12099;;Y;Y;N;N;N;N;62
10280;5391;;Y;N;Y;N;N;N;49
10280;11938;;Y;Y;N;N;N;N;51
10281;;105903;Y;N;N;N;Y;N;50
10281;5391;;Y;N;Y;N;N;N;50
10282;5391;;Y;N;Y;N;N;N;50
10282;12677;;Y;Y;N;N;N;N;50
10283;11451;;Y;Y;N;N;N;N;50
10283;5391;;Y;N;Y;N;N;N;50
10284;5391;;Y;N;Y;N;N;N;49
10284;12831;;Y;Y;N;N;N;N;51
10285;5391;;Y;N;Y;N;N;N;48
10285;11462;;Y;Y;N;N;N;N;52
10286;5391;;Y;N;Y;N;N;N;50
10286;13637;;Y;Y;N;N;N;N;50
10287;12071;;Y;Y;N;N;N;N;51
10287;5391;;Y;N;Y;N;N;N;49
10288;5391;;Y;N;Y;N;N;N;48
10288;11786;;Y;Y;N;N;N;N;52
10289;14444;;Y;Y;N;N;N;N;50
10289;5391;;Y;N;Y;N;N;N;50
10290;11624;;Y;Y;N;N;N;N;54
10290;5391;;Y;N;Y;N;N;N;46
10291;5391;;Y;N;Y;N;N;N;50
10291;11496;;Y;Y;N;N;N;N;50
10292;5391;;Y;N;Y;N;N;N;50
10292;11503;;Y;Y;N;N;N;N;50
10293;;103660;Y;N;N;N;Y;N;51
10293;5391;;Y;N;Y;N;N;N;49
10294;5391;;Y;N;Y;N;N;N;50
10294;11762;;Y;Y;N;N;N;N;50
10295;5391;;Y;N;Y;N;N;N;50
10295;14580;;Y;Y;N;N;N;N;50
10296;13235;;Y;Y;N;N;N;N;55
10296;5391;;Y;N;Y;N;N;N;45
10297;5391;;Y;N;Y;N;N;N;37
10297;13211;;Y;Y;N;N;N;N;63
10298;5391;;Y;N;Y;N;N;N;50
10298;12392;;Y;Y;N;N;N;N;50
10299;5391;;Y;N;Y;N;N;N;50
10299;12866;;Y;Y;N;N;N;N;50
10300;12392;;Y;Y;N;N;N;N;59
10300;5391;;Y;N;Y;N;N;N;41
10301;13233;;Y;Y;N;N;N;N;53
10301;5391;;Y;N;Y;N;N;N;47
10302;5391;;Y;N;Y;N;N;N;50
10302;14397;;Y;Y;N;N;N;N;50
10303;;103573;Y;N;N;N;Y;N;50
10303;5391;;Y;N;Y;N;N;N;50
10304;5391;;Y;N;Y;N;N;N;48
10304;11474;;Y;Y;N;N;N;N;52
10305;5391;;Y;N;Y;N;N;N;47
10305;12316;;Y;Y;N;N;N;N;53
10306;5391;;Y;N;Y;N;N;N;50
10306;14514;;Y;Y;N;N;N;N;50
10307;14437;;Y;Y;N;N;N;N;56
10307;5391;;Y;N;Y;N;N;N;44
10308;5391;;Y;N;Y;N;N;N;50
10308;14167;;Y;Y;N;N;N;N;50
10309;5391;;Y;N;Y;N;N;N;50
10309;12327;;Y;Y;N;N;N;N;50
10310;5391;;Y;N;Y;N;N;N;38
10310;;103382;Y;N;N;N;Y;N;62
10311;5391;;Y;N;Y;N;N;N;50
10311;14364;;Y;Y;N;N;N;N;50
10312;5391;;Y;N;Y;N;N;N;47
10312;13284;;Y;Y;N;N;N;N;53
10313;5391;;Y;N;Y;N;N;N;50
10313;12327;;Y;Y;N;N;N;N;50
10314;5391;;Y;N;Y;N;N;N;49
10314;11899;;Y;Y;N;N;N;N;51
10315;5391;;Y;N;Y;N;N;N;49
10315;12854;;Y;Y;N;N;N;N;51
10317;13260;;Y;Y;N;N;N;N;51
10317;5391;;Y;N;Y;N;N;N;49
10318;13984;;Y;Y;N;N;N;N;50
10318;5391;;Y;N;Y;N;N;N;50
10319;5391;;Y;N;Y;N;N;N;50
10319;12935;;Y;Y;N;N;N;N;50
10320;12953;;Y;Y;N;N;N;N;50
10320;5391;;Y;N;Y;N;N;N;50
10321;14338;;Y;Y;N;N;N;N;50
10321;5391;;Y;N;Y;N;N;N;50
10322;5391;;Y;N;Y;N;N;N;46
10322;12735;;Y;Y;N;N;N;N;54
10323;5391;;Y;N;Y;N;N;N;49
10323;12481;;Y;Y;N;N;N;N;51
10324;5391;;Y;N;Y;N;N;N;50
10324;12733;;Y;Y;N;N;N;N;50
10325;5391;;Y;N;Y;N;N;N;50
10325;11836;;Y;Y;N;N;N;N;50
10326;;117226;Y;N;N;N;Y;N;54
10326;5391;;Y;N;Y;N;N;N;46
10327;5391;;Y;N;Y;N;N;N;41
10327;14131;;Y;Y;N;N;N;N;59
10328;5391;;Y;N;Y;N;N;N;48
10328;14182;;Y;Y;N;N;N;N;52
10329;5391;;Y;N;Y;N;N;N;49
10329;12577;;Y;Y;N;N;N;N;51
10330;5391;;Y;N;Y;N;N;N;46
10330;14365;;Y;Y;N;N;N;N;54
10331;5391;;Y;N;Y;N;N;N;31
10331;13991;;Y;Y;N;N;N;N;69
10332;5391;;Y;N;Y;N;N;N;50
10332;13990;;Y;Y;N;N;N;N;50
10333;12352;;Y;Y;N;N;N;N;50
10333;5391;;Y;N;Y;N;N;N;50
10334;5391;;Y;N;Y;N;N;N;47
10334;11843;;Y;Y;N;N;N;N;53
10335;5391;;Y;N;Y;N;N;N;43
10335;14365;;Y;Y;N;N;N;N;57
10336;5391;;Y;N;Y;N;N;N;50
10336;14021;;Y;Y;N;N;N;N;50
10337;5391;;Y;N;Y;N;N;N;49
10337;12516;;Y;Y;N;N;N;N;51
10338;5391;;Y;N;Y;N;N;N;49
10338;12353;;Y;Y;N;N;N;N;51
10339;5391;;Y;N;Y;N;N;N;50
10339;13812;;Y;Y;N;N;N;N;50
10340;5391;;Y;N;Y;N;N;N;41
10340;14568;;Y;Y;N;N;N;N;59
10341;5391;;Y;N;Y;N;N;N;50
10341;12973;;Y;Y;N;N;N;N;50
10342;5391;;Y;N;Y;N;N;N;50
10342;14587;;Y;Y;N;N;N;N;50
10343;5391;;Y;N;Y;N;N;N;50
10343;14241;;Y;Y;N;N;N;N;50
10344;5391;;Y;N;Y;N;N;N;47
10344;14215;;Y;Y;N;N;N;N;53
10345;5391;;Y;N;Y;N;N;N;49
10345;14215;;Y;Y;N;N;N;N;51
10346;5391;;Y;N;Y;N;N;N;46
10346;14414;;Y;Y;N;N;N;N;54
10347;5391;;Y;N;Y;N;N;N;44
10347;;101771;Y;N;N;N;Y;N;56
10348;13438;;Y;Y;N;N;N;N;50
10348;5391;;Y;N;Y;N;N;N;50
10349;5391;;Y;N;Y;N;N;N;49
10349;12279;;Y;Y;N;N;N;N;51
10350;;117520;Y;N;N;N;Y;N;50
10350;5391;;Y;N;Y;N;N;N;50
10351;;103414;Y;N;N;N;Y;N;50
10351;5391;;Y;N;Y;N;N;N;50
10352;5391;;Y;N;Y;N;N;N;50
10352;12440;;Y;Y;N;N;N;N;50
10353;5391;;Y;N;Y;N;N;N;50
10353;14516;;Y;Y;N;N;N;N;50
10354;5391;;Y;N;Y;N;N;N;50
10354;13871;;Y;Y;N;N;N;N;50
10355;5391;;Y;N;Y;N;N;N;47
10355;13154;;Y;Y;N;N;N;N;53
10356;12809;;Y;Y;N;N;N;N;52
10356;5391;;Y;N;Y;N;N;N;48
10357;5391;;Y;N;Y;N;N;N;42
10357;12007;;Y;Y;N;N;N;N;58
10358;5391;;Y;N;Y;N;N;N;50
10358;12988;;Y;Y;N;N;N;N;50
10359;5391;;Y;N;Y;N;N;N;43
10359;14541;;Y;Y;N;N;N;N;57
10360;5391;;Y;N;Y;N;N;N;50
10360;12028;;Y;Y;N;N;N;N;50
10361;5391;;Y;N;Y;N;N;N;42
10361;14217;;Y;Y;N;N;N;N;58
10362;5391;;Y;N;Y;N;N;N;50
10362;12349;;Y;Y;N;N;N;N;50
10363;13873;;Y;Y;N;N;N;N;50
10363;5391;;Y;N;Y;N;N;N;50
10364;;102283;Y;N;N;N;Y;N;50
10364;5391;;Y;N;Y;N;N;N;50
10365;5391;;Y;N;Y;N;N;N;50
10365;12340;;Y;Y;N;N;N;N;50
10366;5391;;Y;N;Y;N;N;N;44
10366;11677;;Y;Y;N;N;N;N;56
10367;5391;;Y;N;Y;N;N;N;47
10367;11677;;Y;Y;N;N;N;N;53
10368;5391;;Y;N;Y;N;N;N;50
10368;14348;;Y;Y;N;N;N;N;50
10369;13344;;Y;Y;N;N;N;N;54
10369;5391;;Y;N;Y;N;N;N;46
10370;5391;;Y;N;Y;N;N;N;50
10370;13834;;Y;Y;N;N;N;N;50
10371;5391;;Y;N;Y;N;N;N;50
10371;11537;;Y;Y;N;N;N;N;50
10372;5391;;Y;N;Y;N;N;N;50
10372;14266;;Y;Y;N;N;N;N;50
10373;5391;;Y;N;Y;N;N;N;48
10373;11711;;Y;Y;N;N;N;N;52
10374;12470;;Y;Y;N;N;N;N;50
10374;5391;;Y;N;Y;N;N;N;50
10375;5391;;Y;N;Y;N;N;N;50
10375;12736;;Y;Y;N;N;N;N;50
10376;5391;;Y;N;Y;N;N;N;50
10376;13023;;Y;Y;N;N;N;N;50
10377;13754;;Y;Y;N;N;N;N;50
10377;5391;;Y;N;Y;N;N;N;50
10378;5391;;Y;N;Y;N;N;N;49
10378;13850;;Y;Y;N;N;N;N;51
10379;5391;;Y;N;Y;N;N;N;50
10379;12594;;Y;Y;N;N;N;N;50
10380;5391;;Y;N;Y;N;N;N;50
10380;12237;;Y;Y;N;N;N;N;50
10381;5391;;Y;N;Y;N;N;N;50
10381;14202;;Y;Y;N;N;N;N;50
10382;5391;;Y;N;Y;N;N;N;50
10382;14123;;Y;Y;N;N;N;N;50
10383;12970;;Y;Y;N;N;N;N;51
10383;5391;;Y;N;Y;N;N;N;49
10384;;101701;Y;N;N;N;Y;N;51
10384;5391;;Y;N;Y;N;N;N;49
10385;12039;;Y;Y;N;N;N;N;51
10385;5391;;Y;N;Y;N;N;N;49
10386;5391;;Y;N;Y;N;N;N;50
10386;11730;;Y;Y;N;N;N;N;50
10387;5391;;Y;N;Y;N;N;N;50
10387;14208;;Y;Y;N;N;N;N;50
10388;5391;;Y;N;Y;N;N;N;48
10388;14484;;Y;Y;N;N;N;N;52
10389;5391;;Y;N;Y;N;N;N;49
10389;11471;;Y;Y;N;N;N;N;51
10390;14568;;Y;Y;N;N;N;N;54
10390;5391;;Y;N;Y;N;N;N;46
10391;5391;;Y;N;Y;N;N;N;43
10391;14130;;Y;Y;N;N;N;N;57
10392;5391;;Y;N;Y;N;N;N;48
10392;12115;;Y;Y;N;N;N;N;52
10393;14388;;Y;Y;N;N;N;N;50
10393;5391;;Y;N;Y;N;N;N;50
10394;12864;;Y;Y;N;N;N;N;67
10394;5391;;Y;N;Y;N;N;N;33
10395;5391;;Y;N;Y;N;N;N;48
10395;13657;;Y;Y;N;N;N;N;52
10396;;101378;Y;N;N;N;Y;N;50
10396;5391;;Y;N;Y;N;N;N;50
10397;12113;;Y;Y;N;N;N;N;50
10397;5391;;Y;N;Y;N;N;N;50
10398;5391;;Y;N;Y;N;N;N;48
10398;11547;;Y;Y;N;N;N;N;52
10399;11902;;Y;Y;N;N;N;N;50
10399;5391;;Y;N;Y;N;N;N;50
10400;5391;;Y;N;Y;N;N;N;49
10400;11563;;Y;Y;N;N;N;N;51
10401;5391;;Y;N;Y;N;N;N;27
10401;14024;;Y;Y;N;N;N;N;73
10402;5391;;Y;N;Y;N;N;N;40
10402;14187;;Y;Y;N;N;N;N;60
10403;5391;;Y;N;Y;N;N;N;50
10403;13568;;Y;Y;N;N;N;N;50
10404;5391;;Y;N;Y;N;N;N;41
10404;14164;;Y;Y;N;N;N;N;59
10409;5391;;Y;N;Y;N;N;N;50
10409;12710;;Y;Y;N;N;N;N;50
10410;5391;;Y;N;Y;N;N;N;47
10410;11584;;Y;Y;N;N;N;N;53
10411;5391;;Y;N;Y;N;N;N;50
10411;13615;;Y;Y;N;N;N;N;50
10412;5391;;Y;N;Y;N;N;N;41
10412;14131;;Y;Y;N;N;N;N;59
10413;13450;;Y;Y;N;N;N;N;53
10413;5391;;Y;N;Y;N;N;N;47
10414;5391;;Y;N;Y;N;N;N;42
10414;12967;;Y;Y;N;N;N;N;58
10418;5391;;Y;N;Y;N;N;N;50
10418;12914;;Y;Y;N;N;N;N;50
10420;5391;;Y;N;Y;N;N;N;47
10420;14182;;Y;Y;N;N;N;N;53
10423;4500;;Y;Y;N;N;N;N;61
10423;5391;;Y;N;Y;N;N;N;39
10424;14182;;Y;Y;N;N;N;N;56
10424;5391;;Y;N;Y;N;N;N;44
10425;;105992;Y;N;N;N;Y;N;55
10425;5391;;Y;N;Y;N;N;N;45
10426;11760;;Y;Y;N;N;N;N;65
10426;5391;;Y;N;Y;N;N;N;35
10428;5391;;Y;N;Y;N;N;N;50
10428;13265;;Y;Y;N;N;N;N;50
10431;5391;;Y;N;Y;N;N;N;44
10431;14472;;Y;Y;N;N;N;N;56
10432;5391;;Y;N;Y;N;N;N;50
10432;13533;;Y;Y;N;N;N;N;50
10438;13642;;Y;Y;N;N;N;N;54
10438;5391;;Y;N;Y;N;N;N;46
10441;5391;;Y;N;Y;N;N;N;39
10441;11954;;Y;Y;N;N;N;N;61
10443;5391;;Y;N;Y;N;N;N;50
10443;12378;;Y;Y;N;N;N;N;50
10445;14398;;Y;Y;N;N;N;N;54
10445;5391;;Y;N;Y;N;N;N;46
10446;11423;;Y;Y;N;N;N;N;58
10446;5391;;Y;N;Y;N;N;N;42
10447;12518;;Y;Y;N;N;N;N;60
10447;5391;;Y;N;Y;N;N;N;40
10451;;101685;Y;N;N;N;Y;N;50
10451;5391;;Y;N;Y;N;N;N;50
10452;5391;;Y;N;Y;N;N;N;50
10452;13415;;Y;Y;N;N;N;N;50
10453;12934;;Y;Y;N;N;N;N;54
10453;5391;;Y;N;Y;N;N;N;46
10456;5391;;Y;N;Y;N;N;N;29
10456;14565;;Y;Y;N;N;N;N;71
10458;5391;;Y;N;Y;N;N;N;50
10458;12688;;Y;Y;N;N;N;N;50
10464;12958;;Y;Y;N;N;N;N;50
10464;5391;;Y;N;Y;N;N;N;50
10468;;47082;Y;N;N;N;Y;N;55
10468;5391;;Y;N;Y;N;N;N;45
10470;5391;;Y;N;Y;N;N;N;48
10470;12007;;Y;Y;N;N;N;N;52
10473;5391;;Y;N;Y;N;N;N;49
10473;13656;;Y;Y;N;N;N;N;51
10476;5391;;Y;N;Y;N;N;N;48
10476;13170;;Y;Y;N;N;N;N;52
10478;5391;;Y;N;Y;N;N;N;49
10478;11451;;Y;Y;N;N;N;N;51
10480;5391;;Y;N;Y;N;N;N;49
10480;12824;;Y;Y;N;N;N;N;51
10482;5391;;Y;N;Y;N;N;N;50
10482;13005;;Y;Y;N;N;N;N;50
10485;5391;;Y;N;Y;N;N;N;50
10485;13804;;Y;Y;N;N;N;N;50
10487;5391;;Y;N;Y;N;N;N;47
10487;11563;;Y;Y;N;N;N;N;53
10489;5391;;Y;N;Y;N;N;N;50
10489;13152;;Y;Y;N;N;N;N;50
10490;14413;;Y;Y;N;N;N;N;55
10490;5391;;Y;N;Y;N;N;N;45
10491;14235;;Y;Y;N;N;N;N;50
10491;5391;;Y;N;Y;N;N;N;50
10493;5391;;Y;N;Y;N;N;N;40
10493;12831;;Y;Y;N;N;N;N;60
10494;5391;;Y;N;Y;N;N;N;50
10494;12988;;Y;Y;N;N;N;N;50
10496;5391;;Y;N;Y;N;N;N;49
10496;13023;;Y;Y;N;N;N;N;51
10497;12440;;Y;Y;N;N;N;N;54
10497;5391;;Y;N;Y;N;N;N;46
10498;5391;;Y;N;Y;N;N;N;50
10498;12988;;Y;Y;N;N;N;N;50
10499;5391;;Y;N;Y;N;N;N;49
10499;11624;;Y;Y;N;N;N;N;51
10500;5391;;Y;N;Y;N;N;N;50
10500;14456;;Y;Y;N;N;N;N;50
10501;5391;;Y;N;Y;N;N;N;49
10501;12178;;Y;Y;N;N;N;N;51
10504;5391;;Y;N;Y;N;N;N;50
10504;14587;;Y;Y;N;N;N;N;50
10505;5391;;Y;N;Y;N;N;N;46
10505;6031;;Y;Y;N;N;N;N;54
10506;5391;;Y;N;Y;N;N;N;49
10506;13997;;Y;Y;N;N;N;N;51
10509;5391;;Y;N;Y;N;N;N;50
10509;11496;;Y;Y;N;N;N;N;50
10510;5391;;Y;N;Y;N;N;N;50
10510;13648;;Y;Y;N;N;N;N;50
10513;5391;;Y;N;Y;N;N;N;48
10513;13294;;Y;Y;N;N;N;N;52
10515;5391;;Y;N;Y;N;N;N;45
10515;11972;;Y;Y;N;N;N;N;55
10525;5391;;Y;N;Y;N;N;N;50
10525;14271;;Y;Y;N;N;N;N;50
10526;5391;;Y;N;Y;N;N;N;21
10526;12842;;Y;Y;N;N;N;N;79
10528;5391;;Y;N;Y;N;N;N;45
10528;13390;;Y;Y;N;N;N;N;55
10529;5391;;Y;N;Y;N;N;N;50
10529;12834;;Y;Y;N;N;N;N;50
10531;12834;;Y;Y;N;N;N;N;50
10531;5391;;Y;N;Y;N;N;N;50
10536;5391;;Y;N;Y;N;N;N;36
10536;13043;;Y;Y;N;N;N;N;64
10542;5391;;Y;N;Y;N;N;N;49
10542;14373;;Y;Y;N;N;N;N;51
10545;5391;;Y;N;Y;N;N;N;47
10545;13313;;Y;Y;N;N;N;N;53
10547;14063;;Y;Y;N;N;N;N;50
10547;5391;;Y;N;Y;N;N;N;50
10548;5391;;Y;N;Y;N;N;N;48
10548;13617;;Y;Y;N;N;N;N;52
10549;11961;;Y;Y;N;N;N;N;59
10549;5391;;Y;N;Y;N;N;N;41
10551;12749;;Y;Y;N;N;N;N;50
10551;5391;;Y;N;Y;N;N;N;50
10552;5391;;Y;N;Y;N;N;N;50
10552;12814;;Y;Y;N;N;N;N;50
10555;13722;;Y;Y;N;N;N;N;57
10555;5391;;Y;N;Y;N;N;N;43
10558;5391;;Y;N;Y;N;N;N;50
10558;12565;;Y;Y;N;N;N;N;50
10561;5391;;Y;N;Y;N;N;N;49
10561;11457;;Y;Y;N;N;N;N;51
10562;5391;;Y;N;Y;N;N;N;50
10562;13485;;Y;Y;N;N;N;N;50
10565;5391;;Y;N;Y;N;N;N;33
10565;12929;;Y;Y;N;N;N;N;67
10566;5391;;Y;N;Y;N;N;N;49
10566;11846;;Y;Y;N;N;N;N;51
10568;13801;;Y;Y;N;N;N;N;55
10568;5391;;Y;N;Y;N;N;N;45
10569;5391;;Y;N;Y;N;N;N;46
10569;11720;;Y;Y;N;N;N;N;54
10570;13330;;Y;Y;N;N;N;N;51
10570;5391;;Y;N;Y;N;N;N;49
10575;5391;;Y;N;Y;N;N;N;48
10575;14139;;Y;Y;N;N;N;N;52
10577;;102520;Y;N;N;N;Y;N;59
10577;5391;;Y;N;Y;N;N;N;41
10578;5391;;Y;N;Y;N;N;N;50
10578;14365;;Y;Y;N;N;N;N;50
10580;5391;;Y;N;Y;N;N;N;50
10580;14308;;Y;Y;N;N;N;N;50
10582;;117201;Y;N;N;N;Y;N;50
10582;5391;;Y;N;Y;N;N;N;50
10583;5391;;Y;N;Y;N;N;N;34
10583;12989;;Y;Y;N;N;N;N;66
10585;5391;;Y;N;Y;N;N;N;40
10585;12160;;Y;Y;N;N;N;N;60
10591;14365;;Y;Y;N;N;N;N;50
10591;5391;;Y;N;Y;N;N;N;50
10593;5391;;Y;N;Y;N;N;N;48
10593;14433;;Y;Y;N;N;N;N;52
10594;5391;;Y;N;Y;N;N;N;49
10594;13079;;Y;Y;N;N;N;N;51
10595;5391;;Y;N;Y;N;N;N;42
10595;12471;;Y;Y;N;N;N;N;58
10596;5391;;Y;N;Y;N;N;N;50
10596;12191;;Y;Y;N;N;N;N;50
10597;14021;;Y;Y;N;N;N;N;50
10597;5391;;Y;N;Y;N;N;N;50
10598;5391;;Y;N;Y;N;N;N;41
10598;12222;;Y;Y;N;N;N;N;59
10600;13448;;Y;Y;N;N;N;N;50
10600;5391;;Y;N;Y;N;N;N;50
10601;5391;;Y;N;Y;N;N;N;49
10601;;105182;Y;N;N;N;Y;N;51
10602;5391;;Y;N;Y;N;N;N;50
10602;11843;;Y;Y;N;N;N;N;50
10603;5391;;Y;N;Y;N;N;N;44
10603;12864;;Y;Y;N;N;N;N;56
10604;12809;;Y;Y;N;N;N;N;50
10604;5391;;Y;N;Y;N;N;N;50
10606;11817;;Y;Y;N;N;N;N;51
10606;5391;;Y;N;Y;N;N;N;49
10607;5391;;Y;N;Y;N;N;N;50
10607;14398;;Y;Y;N;N;N;N;50
10608;5391;;Y;N;Y;N;N;N;50
10608;11894;;Y;Y;N;N;N;N;50
10610;5391;;Y;N;Y;N;N;N;49
10610;14568;;Y;Y;N;N;N;N;51
10613;5391;;Y;N;Y;N;N;N;49
10613;14358;;Y;Y;N;N;N;N;51
10614;5391;;Y;N;Y;N;N;N;50
10614;12323;;Y;Y;N;N;N;N;50
10615;5391;;Y;N;Y;N;N;N;50
10615;12393;;Y;Y;N;N;N;N;50
10618;5391;;Y;N;Y;N;N;N;50
10618;11658;;Y;Y;N;N;N;N;50
10619;5391;;Y;N;Y;N;N;N;50
10619;14401;;Y;Y;N;N;N;N;50
10620;12389;;Y;Y;N;N;N;N;53
10620;5391;;Y;N;Y;N;N;N;47
10621;5391;;Y;N;Y;N;N;N;50
10621;14525;;Y;Y;N;N;N;N;50
10622;5391;;Y;N;Y;N;N;N;45
10622;13056;;Y;Y;N;N;N;N;55
10623;5391;;Y;N;Y;N;N;N;49
10623;13233;;Y;Y;N;N;N;N;51
10625;5391;;Y;N;Y;N;N;N;48
10625;13943;;Y;Y;N;N;N;N;52
10627;5391;;Y;N;Y;N;N;N;50
10627;14388;;Y;Y;N;N;N;N;50
10628;5391;;Y;N;Y;N;N;N;49
10628;12568;;Y;Y;N;N;N;N;51
10629;5391;;Y;N;Y;N;N;N;50
10629;11444;;Y;Y;N;N;N;N;50
10632;14095;;Y;Y;N;N;N;N;51
10632;5391;;Y;N;Y;N;N;N;49
10633;5391;;Y;N;Y;N;N;N;49
10633;12568;;Y;Y;N;N;N;N;51
10634;5391;;Y;N;Y;N;N;N;50
10634;12809;;Y;Y;N;N;N;N;50
10637;12343;;Y;Y;N;N;N;N;56
10637;5391;;Y;N;Y;N;N;N;44
10638;5391;;Y;N;Y;N;N;N;50
10638;11452;;Y;Y;N;N;N;N;50
10639;5391;;Y;N;Y;N;N;N;46
10639;12516;;Y;Y;N;N;N;N;54
10640;5391;;Y;N;Y;N;N;N;48
10640;12736;;Y;Y;N;N;N;N;52
10642;5391;;Y;N;Y;N;N;N;47
10642;13149;;Y;Y;N;N;N;N;53
10643;14568;;Y;Y;N;N;N;N;56
10643;5391;;Y;N;Y;N;N;N;44
10644;5391;;Y;N;Y;N;N;N;45
10644;13949;;Y;Y;N;N;N;N;55
10648;5391;;Y;N;Y;N;N;N;49
10648;12809;;Y;Y;N;N;N;N;51
10649;12568;;Y;Y;N;N;N;N;51
10649;5391;;Y;N;Y;N;N;N;49
10650;11843;;Y;Y;N;N;N;N;50
10650;5391;;Y;N;Y;N;N;N;50
10651;5391;;Y;N;Y;N;N;N;48
10651;14215;;Y;Y;N;N;N;N;52
10652;12780;;Y;Y;N;N;N;N;66
10652;5391;;Y;N;Y;N;N;N;34
10654;12500;;Y;Y;N;N;N;N;58
10654;5391;;Y;N;Y;N;N;N;42
10656;12736;;Y;Y;N;N;N;N;50
10656;5391;;Y;N;Y;N;N;N;50
10657;12627;;Y;Y;N;N;N;N;60
10657;5391;;Y;N;Y;N;N;N;40
10658;5391;;Y;N;Y;N;N;N;50
10658;14107;;Y;Y;N;N;N;N;50
10659;5391;;Y;N;Y;N;N;N;48
10659;14568;;Y;Y;N;N;N;N;52
10660;5391;;Y;N;Y;N;N;N;50
10660;12780;;Y;Y;N;N;N;N;50
10661;14215;;Y;Y;N;N;N;N;50
10661;5391;;Y;N;Y;N;N;N;50
10662;5391;;Y;N;Y;N;N;N;46
10662;14568;;Y;Y;N;N;N;N;54
10664;;101778;Y;N;N;N;Y;N;50
10664;5391;;Y;N;Y;N;N;N;50
10665;5391;;Y;N;Y;N;N;N;49
10665;12464;;Y;Y;N;N;N;N;51
10666;5391;;Y;N;Y;N;N;N;50
10666;12359;;Y;Y;N;N;N;N;50
10667;5391;;Y;N;Y;N;N;N;50
10667;13802;;Y;Y;N;N;N;N;50
10668;5391;;Y;N;Y;N;N;N;47
10668;14127;;Y;Y;N;N;N;N;53
10670;5391;;Y;N;Y;N;N;N;50
10670;13422;;Y;Y;N;N;N;N;50
10671;5391;;Y;N;Y;N;N;N;50
10671;;102824;Y;N;N;N;Y;N;50
10672;5391;;Y;N;Y;N;N;N;30
10672;13932;;Y;Y;N;N;N;N;70
10675;14187;;Y;Y;N;N;N;N;55
10675;5391;;Y;N;Y;N;N;N;45
10676;5391;;Y;N;Y;N;N;N;28
10676;10940;;Y;Y;N;N;N;N;72
10677;5391;;Y;N;Y;N;N;N;42
10677;13787;;Y;Y;N;N;N;N;58
10678;5391;;Y;N;Y;N;N;N;50
10678;13303;;Y;Y;N;N;N;N;50
10679;5391;;Y;N;Y;N;N;N;49
10679;14661;;Y;Y;N;N;N;N;51
10680;5391;;Y;N;Y;N;N;N;50
10680;;104930;Y;N;N;N;Y;N;50
10681;13829;;Y;Y;N;N;N;N;50
10681;5391;;Y;N;Y;N;N;N;50
10682;5391;;Y;N;Y;N;N;N;41
10682;13446;;Y;Y;N;N;N;N;59
10683;5391;;Y;N;Y;N;N;N;50
10683;13660;;Y;Y;N;N;N;N;50
10684;5391;;Y;N;Y;N;N;N;50
10684;14445;;Y;Y;N;N;N;N;50
10685;5391;;Y;N;Y;N;N;N;49
10685;14197;;Y;Y;N;N;N;N;51
10686;;117151;Y;N;N;N;Y;N;51
10686;5391;;Y;N;Y;N;N;N;49
10687;12449;;Y;Y;N;N;N;N;54
10687;5391;;Y;N;Y;N;N;N;46
10688;5391;;Y;N;Y;N;N;N;48
10688;11802;;Y;Y;N;N;N;N;52
10689;5391;;Y;N;Y;N;N;N;44
10689;12115;;Y;Y;N;N;N;N;56
10690;;117296;Y;N;N;N;Y;N;50
10690;5391;;Y;N;Y;N;N;N;50
10691;5391;;Y;N;Y;N;N;N;33
10691;13655;;Y;Y;N;N;N;N;67
10692;5391;;Y;N;Y;N;N;N;48
10692;13165;;Y;Y;N;N;N;N;52
10693;5391;;Y;N;Y;N;N;N;45
10693;14407;;Y;Y;N;N;N;N;55
10694;5391;;Y;N;Y;N;N;N;50
10694;13903;;Y;Y;N;N;N;N;50
10695;5391;;Y;N;Y;N;N;N;50
10695;11994;;Y;Y;N;N;N;N;50
10696;5391;;Y;N;Y;N;N;N;50
