organizacion_id;tipo_institucion_id;nivel;estado_organizacion_id;institucion_nivel1_id;institucion_nivel2_id;institucion_nivel3_id;institucion_nivel4_id;institucion_nivel5_id;institucion_nivel6_id;institucion_nivel1_descripcion;institucion_nivel2_descripcion;institucion_nivel3_descripcion;institucion_nivel4_descripcion;institucion_nivel5_descripcion;institucion_nivel6_descripcion
15648;75;3;3;00444;00448;15648;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;FACULTAD DE CS.EXACTAS FISICOQUIMICAS Y NATURALES;INSTITUTO DE BIOTECNOLOGIA AMBIENTAL Y SALUD;;;
15648;73;3;3;00587;04913;15648;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE BIOTECNOLOGIA AMBIENTAL Y SALUD;;;
15649;75;3;3;00444;00448;15649;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;FACULTAD DE CS.EXACTAS FISICOQUIMICAS Y NATURALES;INSTITUTO DE INVESTIGACIONES EN TECNOLOGIAS ENERGETICAS Y MATERIALES AVANZADOS;;;
15649;73;3;3;00587;04913;15649;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE INVESTIGACIONES EN TECNOLOGIAS ENERGETICAS Y MATERIALES AVANZADOS;;;
15650;75;2;3;00444;15650;;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;INSTITUTO DE INVESTIGACIONES SOCIALES, TERRITORIALES Y EDUCATIVAS;;;;
15650;73;3;3;00587;04913;15650;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE INVESTIGACIONES SOCIALES, TERRITORIALES Y EDUCATIVAS;;;
15651;75;3;3;00444;00448;15651;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;FACULTAD DE CS.EXACTAS FISICOQUIMICAS Y NATURALES;INSTITUTO DE INVESTIGACION EN MICOLOGIA Y MICOTOXICOLOGIA;;;
15651;73;3;3;00587;04913;15651;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE INVESTIGACION EN MICOLOGIA Y MICOTOXICOLOGIA;;;
15652;75;3;3;00444;01246;15652;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;FACULTAD DE AGRONOMIA Y VETERINARIA;INSTITUTO DE CIENCIAS VETERINARIAS;;;
15652;73;3;3;00587;04913;15652;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE CIENCIAS VETERINARIAS;;;
15653;75;3;3;00444;00448;15653;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;FACULTAD DE CS.EXACTAS FISICOQUIMICAS Y NATURALES;INSTITUTO DE CIENCIAS DE LA TIERRA, BIODIVERSIDAD Y AMBIENTE;;;
15653;73;3;3;00587;04913;15653;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE CIENCIAS DE LA TIERRA, BIODIVERSIDAD Y AMBIENTE;;;
15664;73;4;3;00587;08207;15416;15664;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA CIUDAD UNIVERSITARIA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA - NODO CONSTITUYENTES;;
15664;73;3;3;00022;15416;15664;;;;COMISION NACIONAL DE ENERGIA ATOMICA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA - NODO CONSTITUYENTES;;;
15675;75;2;3;01715;15675;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO COLOMB;;;;
15675;73;2;3;01840;15675;;;;;COMISION NACIONAL DE ACTIVIDADES ESPACIALES;INSTITUTO COLOMB;;;;
15679;75;2;3;01715;15679;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO DE CALIDAD INDUSTRIAL;;;;
15679;73;2;3;00093;15679;;;;;INSTITUTO NACIONAL DE TECNOLOGIA INDUSTRIAL;INSTITUTO DE CALIDAD INDUSTRIAL;;;;
15681;75;3;3;06003;10602;15681;;;;UNIVERSIDAD NACIONAL DE RIO NEGRO;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;SEDE CHOELE CHOEL DEL CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;;;
15681;73;3;3;00587;10602;15681;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;SEDE CHOELE CHOEL DEL CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;;;
15682;75;3;3;06003;10602;15682;;;;UNIVERSIDAD NACIONAL DE RIO NEGRO;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;SEDE VIEDMA DEL CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;;;
15682;73;3;3;00587;10602;15682;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;SEDE VIEDMA DEL CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE RIO NEGRO;;;
15692;75;2;3;01715;15692;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;CENTRO DE INVESTIGACIONES EN ARTE Y PATRIMONIO;;;;
15692;73;3;3;00587;08209;15692;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;CENTRO DE INVESTIGACIONES EN ARTE Y PATRIMONIO;;;
15970;73;2;3;00636;15970;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;GRUPO DE INVESTIGACION DISEÑO UNDAV - COLECTIVO DE INVESTIGACION EN DISEÑO Y PRODUCCION DEL CONURBANO;;;;
15970;75;4;3;08442;20278;10356;15970;;;UNIVERSIDAD NACIONAL DE AVELLANEDA;SEDE PIÑEYRO;DEPARTAMENTO DE ARQUITECTURA, DISEÑO Y URBANISMO;GRUPO DE INVESTIGACION DISEÑO UNDAV - COLECTIVO DE INVESTIGACION EN DISEÑO Y PRODUCCION DEL CONURBANO;;
16023;75;2;3;00398;16023;;;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;INSTITUTO DE INVESTIGACIONES EN PRODUCCION, SANIDAD Y AMBIENTE;;;;
16023;73;3;3;00587;06291;16023;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MAR DEL PLATA;INSTITUTO DE INVESTIGACIONES EN PRODUCCION, SANIDAD Y AMBIENTE;;;
16126;73;3;3;00064;01909;16126;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACION EN CIENCIAS VETERINARIAS Y AGRONOMICAS;INSTITUTO DE PATOBIOLOGIA VETERINARIA;;;
16126;73;3;3;00587;08209;16126;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE PATOBIOLOGIA VETERINARIA;;;
16132;73;2;3;00636;16132;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;GRUPO DE ESTUDIOS EN SALUD AMBIENTAL Y LABORAL;;;;
16132;75;4;3;08442;20277;09248;16132;;;UNIVERSIDAD NACIONAL DE AVELLANEDA;SEDE ESPAÑA;DEPARTAMENTO  DE AMBIENTE Y TURISMO;GRUPO DE ESTUDIOS EN SALUD AMBIENTAL Y LABORAL;;
16136;73;3;3;00587;08209;16136;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE VIROLOGIA E INNOVACIONES TECNOLOGICAS;;;
16136;73;3;3;00064;01909;16136;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACION EN CIENCIAS VETERINARIAS Y AGRONOMICAS;INSTITUTO DE VIROLOGIA E INNOVACIONES TECNOLOGICAS;;;
16137;73;3;3;00064;08971;16137;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACIONES AGROPECUARIAS;UNIDAD DE ESTUDIOS AGROPECUARIOS;;;
16137;73;3;3;00587;04913;16137;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;UNIDAD DE ESTUDIOS AGROPECUARIOS;;;
16138;73;3;3;00064;08971;16138;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACIONES AGROPECUARIAS;UNIDAD DE FITOPATOLOGIA Y MODELIZACION AGRICOLA;;;
16138;73;3;3;00587;04913;16138;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;UNIDAD DE FITOPATOLOGIA Y MODELIZACION AGRICOLA;;;
16140;73;4;3;00587;08209;16136;16140;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE VIROLOGIA E INNOVACIONES TECNOLOGICAS;GRUPO VINCULADO INCUINTA  AL IVIT;;
16140;73;4;3;00064;01909;16136;16140;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACION EN CIENCIAS VETERINARIAS Y AGRONOMICAS;INSTITUTO DE VIROLOGIA E INNOVACIONES TECNOLOGICAS;GRUPO VINCULADO INCUINTA  AL IVIT;;
16141;73;4;3;00064;08971;16138;16141;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACIONES AGROPECUARIAS;UNIDAD DE FITOPATOLOGIA Y MODELIZACION AGRICOLA;GRUPO VINCULADO CATEDRA DE ESTADISTICA Y BIOMETRIA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL DE CORDOBA AL UFYMA;;
16141;73;4;3;00587;04913;16138;16141;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;UNIDAD DE FITOPATOLOGIA Y MODELIZACION AGRICOLA;GRUPO VINCULADO CATEDRA DE ESTADISTICA Y BIOMETRIA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL DE CORDOBA AL UFYMA;;
16142;73;4;3;00064;08971;16137;16142;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACIONES AGROPECUARIAS;UNIDAD DE ESTUDIOS AGROPECUARIOS;GRUPO VINCULADO INSTITUTO DE INVESTIGACION ANIMAL DEL CHACO SEMIARIDO A LA UDEA;;
16142;73;4;3;00587;04913;16137;16142;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;UNIDAD DE ESTUDIOS AGROPECUARIOS;GRUPO VINCULADO INSTITUTO DE INVESTIGACION ANIMAL DEL CHACO SEMIARIDO A LA UDEA;;
16152;73;3;3;00587;08209;16152;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE AGROBIOTECNOLOGIA Y BIOLOGIA MOLECULAR;;;
16152;73;3;3;00064;01909;16152;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACION EN CIENCIAS VETERINARIAS Y AGRONOMICAS;INSTITUTO DE AGROBIOTECNOLOGIA Y BIOLOGIA MOLECULAR;;;
16153;73;4;3;00587;08209;16152;16153;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE AGROBIOTECNOLOGIA Y BIOLOGIA MOLECULAR;"GRUPO VINCULADO INSTITUTO DE GENETICA ""EWALD A. FAVRET"" AL IABIMO";;
16153;73;4;3;00064;01909;16152;16153;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACION EN CIENCIAS VETERINARIAS Y AGRONOMICAS;INSTITUTO DE AGROBIOTECNOLOGIA Y BIOLOGIA MOLECULAR;"GRUPO VINCULADO INSTITUTO DE GENETICA ""EWALD A. FAVRET"" AL IABIMO";;
16154;73;4;3;00587;08209;16152;16154;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE AGROBIOTECNOLOGIA Y BIOLOGIA MOLECULAR;GRUPO VINCULADO INSTITUTO DE MICROBIOLOGIA Y ZOOLOGIA AGRIGOLA AL IABIMO;;
16154;73;4;3;00064;01909;16152;16154;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACION EN CIENCIAS VETERINARIAS Y AGRONOMICAS;INSTITUTO DE AGROBIOTECNOLOGIA Y BIOLOGIA MOLECULAR;GRUPO VINCULADO INSTITUTO DE MICROBIOLOGIA Y ZOOLOGIA AGRIGOLA AL IABIMO;;
16155;75;2;3;00550;16155;;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;INSTITUTO DE INVESTIGACIONES EN MEDICINA MOLECULAR Y CELULAR APLICADA DEL BICENTENARIO;;;;
16155;74;4;3;00019;08558;09079;16155;;;GOBIERNO DE LA PROVINCIA DE TUCUMAN;MINISTERIO DE SALUD PUBLICA;SISTEMA PROVINCIAL DE SALUD;INSTITUTO DE INVESTIGACIONES EN MEDICINA MOLECULAR Y CELULAR APLICADA DEL BICENTENARIO;;
16155;73;3;3;00587;04911;16155;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO DE INVESTIGACIONES EN MEDICINA MOLECULAR Y CELULAR APLICADA DEL BICENTENARIO;;;
16158;73;2;3;00064;16158;;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;INSTITUTO DE INVESTIGACIONES FORESTALES Y AGROPECUARIAS BARILOCHE;;;;
16158;73;3;3;00587;06288;16158;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - PATAGONIA NORTE;INSTITUTO DE INVESTIGACIONES FORESTALES Y AGROPECUARIAS BARILOCHE;;;
16162;75;3;3;00575;04173;16162;;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REG.SAN RAFAEL;INSTITUTO DE EVOLUCION, ECOLOGIA HISTORICA Y AMBIENTE;;;
16162;73;3;3;00587;05368;16162;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MENDOZA;INSTITUTO DE EVOLUCION, ECOLOGIA HISTORICA Y AMBIENTE;;;
16194;75;2;3;00461;16194;;;;;UNIVERSIDAD NACIONAL DE ROSARIO;CENTRO UNIVERSITARIO ROSARIO DE INVESTIGACIONES URBANAS Y REGIONALES;;;;
16194;73;3;3;00587;04935;16194;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - ROSARIO;CENTRO UNIVERSITARIO ROSARIO DE INVESTIGACIONES URBANAS Y REGIONALES;;;
16199;75;2;3;01715;16199;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO TECNOLOGICO DE CHASCOMUS;;;;
16199;73;3;3;00587;04912;16199;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - LA PLATA;INSTITUTO TECNOLOGICO DE CHASCOMUS;;;
16208;73;4;3;00587;16482;04909;16208;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - PATAGONIA CONFLUENCIA;INSTITUTO  DE INVESTIGACION Y DESARROLLO  EN INGENIERIA DE PROCESOS, BIOTECNOLOGIA Y ENERGIAS ALTERNATIVAS;GRUPO VINCULADO INSTITUTO DE INGENIERIA QUIMICA;;
16208;75;3;3;00231;04909;16208;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;INSTITUTO  DE INVESTIGACION Y DESARROLLO  EN INGENIERIA DE PROCESOS, BIOTECNOLOGIA Y ENERGIAS ALTERNATIVAS;GRUPO VINCULADO INSTITUTO DE INGENIERIA QUIMICA;;;
16217;75;2;3;00247;16217;;;;;UNIVERSIDAD NACIONAL DE CORDOBA;INSTITUTO DE ESTUDIOS EN COMUNICACION, EXPRESION Y TECNOLOGIAS;;;;
16217;73;3;3;00587;04913;16217;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE ESTUDIOS EN COMUNICACION, EXPRESION Y TECNOLOGIAS;;;
16224;75;3;3;00575;00579;16224;;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REGIONAL CORDOBA;CENTRO DE INVESTIGACION Y TRANSFERENCIA EN ACUSTICA;;;
16224;73;3;3;00587;04913;16224;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;CENTRO DE INVESTIGACION Y TRANSFERENCIA EN ACUSTICA;;;
16226;75;2;3;01715;16226;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO DE INVESTIGACIONES BIOTECNOLOGICAS;;;;
16226;73;3;3;00587;08209;16226;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE INVESTIGACIONES BIOTECNOLOGICAS;;;
16289;73;2;8;00636;16289;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE EMPRENDEDORISMO Y DESARROLLO TERRITORIAL SOSTENIBLE;;;;
16289;75;2;8;05799;16289;;;;;UNIVERSIDAD  PROVINCIAL DEL SUDOESTE;CENTRO DE EMPRENDEDORISMO Y DESARROLLO TERRITORIAL SOSTENIBLE;;;;
16299;73;2;3;00636;16299;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;LABORATORIO DE INVESTIGACION DESARROLLO Y TRANSFERENCIA;;;;
16299;76;3;3;01724;05322;16299;;;;UNIVERSIDAD AUSTRAL;FACULTAD DE INGENIERIA;LABORATORIO DE INVESTIGACION DESARROLLO Y TRANSFERENCIA;;;
16300;73;2;3;00636;16300;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE DISEÑO E INVESTIGACION;;;;
16300;75;2;3;05702;16300;;;;;UNIVERSIDAD NACIONAL DEL NOROESTE DE LA PCIA.DE BS.AS.;INSTITUTO DE DISEÑO E INVESTIGACION;;;;
16302;73;2;3;00636;16302;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;LABORATORIO DE INVESTIGACION Y DESARROLLO DE METODOS ANALITICOS;;;;
16302;75;3;3;00339;00352;16302;;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.EXACTAS;LABORATORIO DE INVESTIGACION Y DESARROLLO DE METODOS ANALITICOS;;;
16303;73;2;3;00636;16303;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INVESTIGACIONES EN FORMACION INICIAL Y PRACTICAS EDUCATIVAS;;;;
16303;75;3;3;00221;01733;16303;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;FACULTAD DE CIENCIAS SOCIALES;INVESTIGACIONES EN FORMACION INICIAL Y PRACTICAS EDUCATIVAS;;;
16304;75;2;3;00527;16304;;;;;UNIVERSIDAD NACIONAL DEL SUR;LABORATORIO DE DESARROLLO EN NEUROCIENCIAS COGNITIVAS;;;;
16304;73;2;3;00636;16304;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;LABORATORIO DE DESARROLLO EN NEUROCIENCIAS COGNITIVAS;;;;
16305;73;2;3;00636;16305;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE INVESTIGACIONES PROYECTUALES Y ACCIONES DE DISEÑO INDUSTRIAL;;;;
16305;75;3;3;00398;00401;16305;;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE ARQUITECTURA, URBANISMO Y DISEÑO;CENTRO DE INVESTIGACIONES PROYECTUALES Y ACCIONES DE DISEÑO INDUSTRIAL;;;
16306;73;2;3;00636;16306;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;GRUPO DE INVESTIGACION EN GEOLOGIA AMBIENTAL;;;;
16306;75;4;3;08442;20277;09248;16306;;;UNIVERSIDAD NACIONAL DE AVELLANEDA;SEDE ESPAÑA;DEPARTAMENTO  DE AMBIENTE Y TURISMO;GRUPO DE INVESTIGACION EN GEOLOGIA AMBIENTAL;;
16307;73;2;3;00636;16307;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;LABORATORIO DE ACUICULTURA;;;;
16307;75;4;3;00575;05995;05996;16307;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REGIONAL MAR DEL PLATA;AREA DE ACUICULTURA;LABORATORIO DE ACUICULTURA;;
16308;73;2;3;00636;16308;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE INVESTIGACION DESARROLLO E INNOVACION EN DISEÑO INDUSTRIAL;;;;
16308;75;3;3;01780;04192;16308;;;;UNIVERSIDAD NACIONAL DE LANUS;DEPARTAMENTO DE HUMANIDADES Y ARTES;CENTRO DE INVESTIGACION DESARROLLO E INNOVACION EN DISEÑO INDUSTRIAL;;;
16309;75;2;3;00586;16309;;;;;UNIVERSIDAD NACIONAL DE LUJAN;CENTRO DE INVESTIGACION DOCENCIA Y EXTENSION EN TECNOLOGIA DE ALIMENTOS;;;;
16309;73;2;3;00636;16309;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE INVESTIGACION DOCENCIA Y EXTENSION EN TECNOLOGIA DE ALIMENTOS;;;;
16310;73;2;3;00636;16310;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;ESTUDIOS DE COMUNICACION Y CULTURA EN OLAVARRIA;;;;
16310;75;3;3;00221;01733;16310;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;FACULTAD DE CIENCIAS SOCIALES;ESTUDIOS DE COMUNICACION Y CULTURA EN OLAVARRIA;;;
16311;73;2;3;00636;16311;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE DESARROLLO AGROALIMENTARIO Y AGROENERGETICO SOSTENIBLE;;;;
16311;75;3;3;00398;00400;16311;;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE CS.AGRARIAS;INSTITUTO DE DESARROLLO AGROALIMENTARIO Y AGROENERGETICO SOSTENIBLE;;;
16312;77;2;3;16313;16312;;;;;INSTITUTO SUPERIOR DE FORMACION TECNICA 194;CENTRO DE INVESTIGACIONES EN AGROECOLOGIA;;;;
16312;73;2;3;00636;16312;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE INVESTIGACIONES EN AGROECOLOGIA;;;;
16314;73;2;3;00636;16314;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE INVESTIGACIONES EN SANIDAD PRODUCCION Y AMBIENTE;;;;
16314;75;3;3;00398;00413;16314;;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE CS.EXACTAS Y NATURALES;INSTITUTO DE INVESTIGACIONES EN SANIDAD PRODUCCION Y AMBIENTE;;;
16325;73;2;3;00636;16325;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;OBSERVATORIO MEDIOAMBIENTAL LA PLATA;;;;
16325;75;2;3;00339;16325;;;;;UNIVERSIDAD NACIONAL DE LA PLATA;OBSERVATORIO MEDIOAMBIENTAL LA PLATA;;;;
16518;75;2;3;00384;16518;;;;;UNIVERSIDAD NACIONAL DEL LITORAL;INSTITUTO DE CIENCIAS AGROPECUARIAS DEL LITORAL;;;;
16518;73;3;3;00587;04934;16518;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;INSTITUTO DE CIENCIAS AGROPECUARIAS DEL LITORAL;;;
16903;79;2;3;16902;16903;;;;;ASOCIACION ECUMENICA DE CUYO;"BIBLIOTECA ""MAURICIO A. LOPEZ""";;;;
16903;75;3;3;00297;16318;16903;;;;UNIVERSIDAD NACIONAL DE CUYO;SECRETARIA ACADEMICA;"BIBLIOTECA ""MAURICIO A. LOPEZ""";;;
17039;73;3;6;00587;08210;17039;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA SAAVEDRA 15;INSTITUTO DE INVESTIGACIONES PEDIATRICAS;;;
17039;74;3;6;00007;01478;17039;;;;GOBIERNO DE LA CIUDAD AUTONOMA DE BUENOS AIRES;HOSPITAL DE PEDIATRIA JUAN PEDRO GARRAHAN;INSTITUTO DE INVESTIGACIONES PEDIATRICAS;;;
