organizacion_id;tipo_institucion_id;nivel;estado_organizacion_id;institucion_nivel1_id;institucion_nivel2_id;institucion_nivel3_id;institucion_nivel4_id;institucion_nivel5_id;institucion_nivel6_id;institucion_nivel1_descripcion;institucion_nivel2_descripcion;institucion_nivel3_descripcion;institucion_nivel4_descripcion;institucion_nivel5_descripcion;institucion_nivel6_descripcion
10671;79;3;3;00732;09958;10671;;;;FUNDACION FAVALORO;INSTITUTO DE NEUROCIENCIA COGNITIVA Y TRASLACIONAL;FUNDACION INECO ROSARIO SEDE DEL INCYT;;;
10671;79;3;3;04761;09958;10671;;;;INSTITUTO DE NEUROLOGIA COGNITIVA;INSTITUTO DE NEUROCIENCIA COGNITIVA Y TRASLACIONAL;FUNDACION INECO ROSARIO SEDE DEL INCYT;;;
10673;75;4;3;00398;00413;05416;10673;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE CS.EXACTAS Y NATURALES;INSTITUTO DE INVESTIGACIONES  FISICAS DE MAR DEL PLATA;GRUPO DE INVESTIGACION DEL DEPARTAMENTO DE QUIMICA DE LA UNMDP;;
10673;73;4;3;00587;06291;05416;10673;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MAR DEL PLATA;INSTITUTO DE INVESTIGACIONES  FISICAS DE MAR DEL PLATA;GRUPO DE INVESTIGACION DEL DEPARTAMENTO DE QUIMICA DE LA UNMDP;;
10715;75;2;3;00398;10715;;;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;INSTITUTO DE HUMANIDADES Y CIENCIAS SOCIALES;;;;
10715;73;3;3;00587;06291;10715;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MAR DEL PLATA;INSTITUTO DE HUMANIDADES Y CIENCIAS SOCIALES;;;
10872;73;4;3;00587;04911;00918;10872;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO SUPERIOR DE INVESTIGACIONES BIOLOGICAS;GRUPO DE INVESTIGACION Y DESARROLLO DEL NOROESTE ARGENTINO;;
10872;75;3;3;00550;00918;10872;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;INSTITUTO SUPERIOR DE INVESTIGACIONES BIOLOGICAS;GRUPO DE INVESTIGACION Y DESARROLLO DEL NOROESTE ARGENTINO;;;
10911;74;2;3;08743;10911;;;;;GOBIERNO DE LA PROVINCIA DE JUJUY;CENTRO DE INVESTIGACION Y DESARROLLO EN MATERIALES AVANZADOS Y ALMACENAMIENTO DE ENERGIA DE JUJUY;;;;
10911;75;2;3;00322;10911;;;;;UNIVERSIDAD NACIONAL DE JUJUY;CENTRO DE INVESTIGACION Y DESARROLLO EN MATERIALES AVANZADOS Y ALMACENAMIENTO DE ENERGIA DE JUJUY;;;;
10911;73;3;3;00587;07844;10911;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET  SALTA-JUJUY;CENTRO DE INVESTIGACION Y DESARROLLO EN MATERIALES AVANZADOS Y ALMACENAMIENTO DE ENERGIA DE JUJUY;;;
10912;73;4;3;00587;16482;10646;10912;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - PATAGONIA CONFLUENCIA;INSTITUTO PATAGONICO DE ESTUDIOS DE HUMANIDADES Y CIENCIAS SOCIALES;GRUPO VINCULADO DEL INSTITUTO PATAGONICO DE ESTUDIOS DE HUMANIDADES Y CIENCIAS SOCIALES (IPEHCS): SEDE CRUB;;
10912;75;3;3;00231;10646;10912;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;INSTITUTO PATAGONICO DE ESTUDIOS DE HUMANIDADES Y CIENCIAS SOCIALES;GRUPO VINCULADO DEL INSTITUTO PATAGONICO DE ESTUDIOS DE HUMANIDADES Y CIENCIAS SOCIALES (IPEHCS): SEDE CRUB;;;
10916;75;3;3;00101;00122;10916;;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE CIENCIAS EXACTAS Y NATURALES;INSTITUTO DE CALCULO;;;
10916;73;3;3;00587;08207;10916;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA CIUDAD UNIVERSITARIA;INSTITUTO DE CALCULO;;;
10931;73;4;3;00587;10663;09141;10931;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CENTRO NACIONAL PATAGONICO;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE: SEDE CALETA OLIVIA - SANTA CRUZ;;
10931;75;3;3;01734;09141;10931;;;;UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE: SEDE CALETA OLIVIA - SANTA CRUZ;;;
10931;75;3;3;00334;09141;10931;;;;"UNIVERSIDAD NACIONAL DE LA PATAGONIA ""SAN JUAN BOSCO""";CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE: SEDE CALETA OLIVIA - SANTA CRUZ;;;
10931;74;3;3;00011;09141;10931;;;;GOBIERNO DE LA PROVINCIA DEL CHUBUT;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE: SEDE CALETA OLIVIA - SANTA CRUZ;;;
10931;74;3;3;05647;09141;10931;;;;GOBIERNO DE LA PROVINCIA DE SANTA CRUZ;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA GOLFO SAN JORGE: SEDE CALETA OLIVIA - SANTA CRUZ;;;
10972;75;2;3;00550;10972;;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;INSTITUTO DE FISICA DEL NOROESTE ARGENTINO;;;;
10972;73;3;3;00587;04911;10972;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO DE FISICA DEL NOROESTE ARGENTINO;;;
10973;75;2;3;01715;10973;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO DE INVESTIGACION E INGENIERIA AMBIENTAL;;;;
10973;73;3;3;00587;08209;10973;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE INVESTIGACION E INGENIERIA AMBIENTAL;;;
11072;75;2;3;00550;11072;;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;INSTITUTO DE BIOPROSPECCION Y FISIOLOGIA VEGETAL;;;;
11072;73;3;3;00587;04911;11072;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO DE BIOPROSPECCION Y FISIOLOGIA VEGETAL;;;
11073;76;2;3;00754;11073;;;;;FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES;INSTITUTO DE INVESTIGACIONES SOCIALES DE AMERICA LATINA;;;;
11073;73;3;3;00587;08210;11073;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA SAAVEDRA 15;INSTITUTO DE INVESTIGACIONES SOCIALES DE AMERICA LATINA;;;
11155;75;2;3;00322;11155;;;;;UNIVERSIDAD NACIONAL DE JUJUY;CENTRO INTERDISCIPLINARIO DE INVESTIGACIONES EN TECNOLOGIAS Y DESARROLLO SOCIAL PARA EL NOA;;;;
11155;73;3;3;00587;07844;11155;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET  SALTA-JUJUY;CENTRO INTERDISCIPLINARIO DE INVESTIGACIONES EN TECNOLOGIAS Y DESARROLLO SOCIAL PARA EL NOA;;;
11159;73;2;3;00587;11159;;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE SAN NICOLAS;;;;
11159;75;3;3;00575;00584;11159;;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REG.SAN NICOLAS;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA DE SAN NICOLAS;;;
11182;75;2;3;00247;11182;;;;;UNIVERSIDAD NACIONAL DE CORDOBA;INSTITUTO DE INVESTIGACIONES PSICOLOGICAS;;;;
11182;73;3;3;00587;04913;11182;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE INVESTIGACIONES PSICOLOGICAS;;;
11184;75;2;3;00461;11184;;;;;UNIVERSIDAD NACIONAL DE ROSARIO;INVESTIGACIONES SOCIO-HISTORICAS REGIONALES;;;;
11184;73;3;3;00587;04935;11184;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - ROSARIO;INVESTIGACIONES SOCIO-HISTORICAS REGIONALES;;;
11201;75;2;3;00297;11201;;;;;UNIVERSIDAD NACIONAL DE CUYO;INSTITUTO INTERDISCIPLINARIO DE CIENCIAS BASICAS;;;;
11201;73;3;3;00587;05368;11201;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MENDOZA;INSTITUTO INTERDISCIPLINARIO DE CIENCIAS BASICAS;;;
11202;75;2;3;00317;11202;;;;;UNIVERSIDAD NACIONAL DE ENTRE RIOS;INSTITUTO DE INVESTIGACION Y DESARROLLO EN BIOINGENIERIA Y BIOINFORMATICA;;;;
11202;73;3;3;00587;04934;11202;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;INSTITUTO DE INVESTIGACION Y DESARROLLO EN BIOINGENIERIA Y BIOINFORMATICA;;;
11203;75;3;3;01715;03698;11203;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;ESCUELA DE HUMANIDADES;LABORATORIO DE INVESTIGACION EN CIENCIAS HUMANAS;;;
11203;73;3;3;00587;08209;11203;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;LABORATORIO DE INVESTIGACION EN CIENCIAS HUMANAS;;;
11212;75;2;3;00523;11212;;;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;INSTITUTO MULTIDISCIPLINARIO DE SALUD, TECNOLOGIA Y DESARROLLO;;;;
11212;73;3;3;00587;04911;11212;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO MULTIDISCIPLINARIO DE SALUD, TECNOLOGIA Y DESARROLLO;;;
11229;73;4;3;00587;09136;08836;11229;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - TANDIL;CENTRO DE INVESTIGACIONES EN FISICA E INGENIERIA DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;SEDE OLAVARRIA DEL CENTRO DE INVESTIGACIONES EN FISICA E INGENIERIA DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;
11229;75;3;3;00221;08836;11229;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE INVESTIGACIONES EN FISICA E INGENIERIA DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;SEDE OLAVARRIA DEL CENTRO DE INVESTIGACIONES EN FISICA E INGENIERIA DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;;
11299;79;2;3;01138;11299;;;;;SOCIEDAD ARG.DE ANALISIS FILOSOFICO;INSTITUTO DE INVESTIGACIONES FILOSOFICAS;;;;
11299;73;3;3;00587;08209;11299;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE INVESTIGACIONES FILOSOFICAS;;;
11305;75;2;3;00523;11305;;;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;CENTRO DE INVESTIGACION EN BIOFISICA APLICADA Y ALIMENTOS;;;;
11305;73;3;3;00587;04911;11305;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;CENTRO DE INVESTIGACION EN BIOFISICA APLICADA Y ALIMENTOS;;;
11307;75;2;3;00550;11307;;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;INSTITUTO DE DATACION Y ARQUEOMETRIA;;;;
11307;75;2;3;00322;11307;;;;;UNIVERSIDAD NACIONAL DE JUJUY;INSTITUTO DE DATACION Y ARQUEOMETRIA;;;;
11307;75;2;3;08743;11307;;;;;GOBIERNO DE LA PROVINCIA DE JUJUY;INSTITUTO DE DATACION Y ARQUEOMETRIA;;;;
11307;73;3;3;00587;07844;11307;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET  SALTA-JUJUY;INSTITUTO DE DATACION Y ARQUEOMETRIA;;;
11358;75;4;3;00297;00309;05377;11358;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE CIENCIAS MEDICAS;INSTITUTO DE HISTOLOGIA Y EMBRIOLOGIA DE MENDOZA DR. MARIO H. BURGOS;GRUPO VINCULADO DE INVESTIGACION Y DESARROLLO BIOTECNOLOGICO APLICADO AL DIAGNOSTICO AL IHEM;;
11358;73;4;3;00587;05368;05377;11358;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MENDOZA;INSTITUTO DE HISTOLOGIA Y EMBRIOLOGIA DE MENDOZA DR. MARIO H. BURGOS;GRUPO VINCULADO DE INVESTIGACION Y DESARROLLO BIOTECNOLOGICO APLICADO AL DIAGNOSTICO AL IHEM;;
11365;75;3;3;00326;00333;11365;;;;UNIVERSIDAD NACIONAL DE LA PAMPA;FACULTAD DE CIENCIAS HUMANAS;INSTITUTO DE ESTUDIOS HISTORICOS Y SOCIALES DE LA PAMPA;;;
11365;73;3;3;00587;16482;11365;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - PATAGONIA CONFLUENCIA;INSTITUTO DE ESTUDIOS HISTORICOS Y SOCIALES DE LA PAMPA;;;
11372;75;3;3;00339;00352;11372;;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.EXACTAS;CENTRO DE INVESTIGACIONES DEL MEDIO AMBIENTE;;;
11372;73;3;3;00587;04912;11372;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - LA PLATA;CENTRO DE INVESTIGACIONES DEL MEDIO AMBIENTE;;;
11376;73;2;3;00636;11376;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE INVESTIGACION EN PRODUCCION AGROPECUARIA AMBIENTE Y SALUD;;;;
11376;75;3;3;00395;00396;11376;;;;UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;FACULTAD DE CS.AGRARIAS;INSTITUTO DE INVESTIGACION EN PRODUCCION AGROPECUARIA AMBIENTE Y SALUD;;;
11399;76;2;3;01772;11399;;;;;UNIVERSIDAD ABIERTA INTERAMERICANA;CENTRO DE VIROLOGIA HUMANA Y ANIMAL;;;;
11399;73;3;3;00587;08207;11399;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA CIUDAD UNIVERSITARIA;CENTRO DE VIROLOGIA HUMANA Y ANIMAL;;;
11400;75;2;3;08414;11400;;;;;UNIVERSIDAD NACIONAL DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA TIERRA DEL FUEGO;;;;
11400;73;2;3;00587;11400;;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA TIERRA DEL FUEGO;;;;
11400;74;2;3;07690;11400;;;;;GOBIERNO DE LA PROVINCIA DE TIERRA DEL FUEGO;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA TIERRA DEL FUEGO;;;;
11401;73;2;3;00636;11401;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;"INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";;;;
11401;75;2;3;00221;11401;;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;"INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";;;;
11401;73;3;3;00587;09136;11401;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - TANDIL;"INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";;;
11405;80;2;3;00751;11405;;;;;HOSPITAL ITALIANO;INSTITUTO DE MEDICINA TRASLACIONAL E INGENIERIA BIOMEDICA;;;;
11405;76;2;3;09426;11405;;;;;INSTITUTO UNIVERSITARIO HOSPITAL ITALIANO DE BUENOS AIRES;INSTITUTO DE MEDICINA TRASLACIONAL E INGENIERIA BIOMEDICA;;;;
11405;73;3;3;00587;08208;11405;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA HOUSSAY;INSTITUTO DE MEDICINA TRASLACIONAL E INGENIERIA BIOMEDICA;;;
11409;75;2;3;11161;11409;;;;;UNIVERSIDAD NACIONAL DE RAFAELA;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA RAFAELA;;;;
11409;73;3;3;00587;04934;11409;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;CENTRO DE INVESTIGACIONES Y TRANSFERENCIA RAFAELA;;;
11411;75;2;3;00317;11411;;;;;UNIVERSIDAD NACIONAL DE ENTRE RIOS;INSTITUTO DE ESTUDIOS SOCIALES;;;;
11411;73;3;3;00587;04934;11411;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;INSTITUTO DE ESTUDIOS SOCIALES;;;
15261;75;2;3;00219;15261;;;;;UNIVERSIDAD NACIONAL DE CATAMARCA;INSTITUTO REGIONAL DE ESTUDIOS SOCIO-CULTURALES;;;;
15261;73;3;3;00587;04911;15261;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO REGIONAL DE ESTUDIOS SOCIO-CULTURALES;;;
15358;73;2;3;00636;15358;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE INVESTIGACIONES DE TECNOLOGIA Y EDUCACION;;;;
15358;75;3;3;00395;04555;15358;;;;UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;FACULTAD DE INGENIERIA;INSTITUTO DE INVESTIGACIONES DE TECNOLOGIA Y EDUCACION;;;
15360;73;2;3;00636;15360;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE INVESTIGACIONES EN INGENIERIA INDUSTRIAL;;;;
15360;75;3;3;00395;04555;15360;;;;UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA;FACULTAD DE INGENIERIA;INSTITUTO DE INVESTIGACIONES EN INGENIERIA INDUSTRIAL;;;
15362;73;2;3;00636;15362;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE INVESTIGACION DOCENCIA Y EXTENSION EN PRODUCCION AGROPECUARIA;;;;
15362;75;2;3;00586;15362;;;;;UNIVERSIDAD NACIONAL DE LUJAN;CENTRO DE INVESTIGACION DOCENCIA Y EXTENSION EN PRODUCCION AGROPECUARIA;;;;
15392;73;4;3;00587;08207;01710;15392;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA CIUDAD UNIVERSITARIA;CENTRO DE INVESTIGACIONES EN HIDRATOS DE CARBONO;SUBSEDE DEL CENTRO DE INVESTIGACIONES EN HIDRATOS DE CARBONO;;
15392;75;4;3;00101;00122;01710;15392;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE CIENCIAS EXACTAS Y NATURALES;CENTRO DE INVESTIGACIONES EN HIDRATOS DE CARBONO;SUBSEDE DEL CENTRO DE INVESTIGACIONES EN HIDRATOS DE CARBONO;;
15393;75;2;3;00219;15393;;;;;UNIVERSIDAD NACIONAL DE CATAMARCA;CENTRO REGIONAL DE ENERGIA Y AMBIENTE PARA EL DESARROLLO SUSTENTABLE;;;;
15393;73;3;3;00587;04911;15393;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;CENTRO REGIONAL DE ENERGIA Y AMBIENTE PARA EL DESARROLLO SUSTENTABLE;;;
15394;73;4;3;00587;04913;05223;15394;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;CENTRO DE INVESTIGACIONES Y ESTUDIOS SOBRE CULTURA Y SOCIEDAD;CENTRO DE INVESTIGACIONES EN CIENCIAS ECONOMICAS;;
15394;75;3;3;00247;05223;15394;;;;UNIVERSIDAD NACIONAL DE CORDOBA;CENTRO DE INVESTIGACIONES Y ESTUDIOS SOBRE CULTURA Y SOCIEDAD;CENTRO DE INVESTIGACIONES EN CIENCIAS ECONOMICAS;;;
15395;75;4;3;00527;00544;07861;15395;;;UNIVERSIDAD NACIONAL DEL SUR;DEPARTAMENTO DE ECONOMIA;INSTITUTO  DE INVESTIGACIONES ECONOMICAS Y SOCIALES DEL SUR;GRUPO VINCULADO DE LA LOCALIDAD DE PIGUE;;
15395;73;4;3;00587;04937;07861;15395;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - BAHIA BLANCA;INSTITUTO  DE INVESTIGACIONES ECONOMICAS Y SOCIALES DEL SUR;GRUPO VINCULADO DE LA LOCALIDAD DE PIGUE;;
15415;75;2;3;00339;15415;;;;;UNIVERSIDAD NACIONAL DE LA PLATA;INSTITUTO DE INVESTIGACIONES Y POLITICAS DEL AMBIENTE CONSTRUIDO;;;;
15415;73;3;3;00587;04912;15415;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - LA PLATA;INSTITUTO DE INVESTIGACIONES Y POLITICAS DEL AMBIENTE CONSTRUIDO;;;
15416;73;2;3;00022;15416;;;;;COMISION NACIONAL DE ENERGIA ATOMICA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA;;;;
15416;73;3;3;00587;08207;15416;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA CIUDAD UNIVERSITARIA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA;;;
15422;73;4;3;00587;08207;15416;15422;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA CIUDAD UNIVERSITARIA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA - NODO BARILOCHE;;
15422;73;3;3;00022;15416;15422;;;;COMISION NACIONAL DE ENERGIA ATOMICA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA;UNIDAD EJECUTORA INSTITUTO DE NANOCIENCIA Y NANOTECNOLOGIA - NODO BARILOCHE;;;
15533;73;2;3;00636;15533;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE INVESTIGACION Y TRANSFERENCIA EN TECNOLOGIA;;;;
15533;75;3;3;05702;09901;15533;;;;UNIVERSIDAD NACIONAL DEL NOROESTE DE LA PCIA.DE BS.AS.;ESCUELA DE TECNOLOGIA;INSTITUTO DE INVESTIGACION Y TRANSFERENCIA EN TECNOLOGIA;;;
15622;75;3;3;00523;01188;15622;;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;FACULTAD DE HUMANIDADES CS.SOCIALES Y DE LA SALUD;INSTITUTO DE ESTUDIOS PARA EL DESARROLLO SOCIAL;;;
15622;73;3;3;00587;04911;15622;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO DE ESTUDIOS PARA EL DESARROLLO SOCIAL;;;
15646;75;3;3;00444;00448;15646;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;FACULTAD DE CS.EXACTAS FISICOQUIMICAS Y NATURALES;INSTITUTO DE INVESTIGACIONES AGROBIOTECNOLOGICAS;;;
15646;73;3;3;00587;04913;15646;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE INVESTIGACIONES AGROBIOTECNOLOGICAS;;;
15647;75;2;3;00444;15647;;;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;INSTITUTO PARA EL DESARROLLO AGROINDUSTRIAL Y DE LA SALUD;;;;
15647;73;3;3;00587;04913;15647;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO PARA EL DESARROLLO AGROINDUSTRIAL Y DE LA SALUD;;;
