producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
45501;31;1876-990X;;2307;2312;SILICON;11;;;10.1007/s12633-014-9203-5;SPRINGER;Q3
48930;1;1851-3263;;1;8;REVISTA DEL CCC;8;21;;;CENTRO CULTURAL DE LA COOPERACION;NO INDEXADO
54198;1;2347-081X;;91;103;TEXTOS Y CONTEXTOS DESDE EL SUR;2;4;;;SECRETARIA DE INVESTIGACIÓN DE FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;NO INDEXADO
56961;1;1850-3667;;1;24;CUADERNOS FILOSÓFICOS;;15;;;UNIVERSIDAD NACIONAL DE ROSARIO;NO INDEXADO
57658;33;0567-7572;;75;90;ACTA HORTICULTURAE;1264;;;10.17660/ActaHortic.2019.1264.11;INTERNATIONAL SOCIETY FOR HORTICULTURAL SCIENCE (ISHS);NO INDEXADO
57893;1;2525-1295;;;;ESTUDIOS ECONÓMICOS;;72;;;EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR;NO INDEXADO
70325;5;0716-2677;;94;109;ARQUITECTURA DEL SUR;31;043;;;UNIVERSIDAD DEL BIO-BIO;NO INDEXADO
72170;54;0010-1354;;1;30;COLLOQUIUM MATHEMATICUM;155;;;;VARSOVIA;Q2
85593;21;0035-8711;;5423;5437;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;485;4;;10.1093/mnras/stt1230;WILEY-BLACKWELL PUBLISHING, INC;Q1
104638;21;2198-3526;;2;32;LATIN AMERICAN ECONOMIC REVIEW;28;1;;10.1186/s40503-019-0080-6;SPRINGER;Q2
109315;1;0080-2069;;89;98;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;39;2;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
109444;21;0735-0015;;1;13;JOURNAL OF BUSINESS & ECONOMIC STATISTICS;;;;10.1080/07350015.2019.1665530;AMER STATISTICAL ASSOC;Q1
132367;1;0329-5184;;45;56;AVANCES EN ENERGIAS RENOVABLES Y MEDIO AMBIENTE;23;2;;;ASOCIACIÓN ARGENTINA DE ENERGÍA SOLAR;NO INDEXADO
238079;35;1575-1813;;8;14;EDUCACIÓN MÉDICA;20;1;;10.1016/j.edumed.2017.11.003;CÁTEDRA DE EDUCACIÓN MÉDICA FUNDACIÓN LILLY-UCM;Q3
238227;1;2250-4397;;2;5;ESTUDIOS DEL ISHIR;7;17;;;UNIVERSIDAD NACIONAL DE ROSARIO ;NO INDEXADO
238613;1;1850-0722;;1;23;CARTAPACIO DE DERECHO;34;;;;UNICEN;NO INDEXADO
238939;9;1016-913X;;;;ARETÉ. REVISTA DE FILOSOFÍA;XXXI;2;;;FONDO EDITORIAL. PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;Q4
239980;31;0065-1281;;277;283;ACTA HISTOCHEMICA;121;3;;10.1016/j.acthis.2019.01.004;ELSEVIER GMBH, URBAN & FISCHER VERLAG;Q2
240200;31;0179-5376;;788;812;DISCRETE AND COMPUTATIONAL GEOMETRY;62;4;;10.1007/s00454-018-0025-x;SPRINGER;Q2
240561;39;0308-8146;;194;202;FOOD CHEMISTRY;273;;;10.1016/j.foodchem.2017.08.034;ELSEVIER SCI LTD;Q1
241895;1;0327-8115;;44;63;CUADERNOS DE HUMANIDADES (SALTA);;30;;;UNIVERSIDAD NACIONAL DE SALTA, FACULTAD DE HUMANIDADES;NO INDEXADO
242447;3;0104-5970;;187;207;HISTÃ³RIA, CIÃªNCIAS, SAÃºDE-MANGUINHOS;26;1;;; CASA DE OSWALDO CRUZ;Q2
242498;82;0030-6053;;561;569;ORYX;53;3;;10.1017/S0030605317000849;CAMBRIDGE UNIV PRESS;Q1
242503;45;1099-4300;;;;ENTROPY;21;160;;10.3390/e21020160;MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL-MDPI;Q2
243265;31;1064-7554;;71;83;JOURNAL OF MAMMALIAN EVOLUTION;26;;;10.1007/s10914-017-9404-y;SPRINGER;Q1
243864;1;0325-8718;;89;108;RIA;45;1;;10.1007/s11273-017-9577-4;INTA;Q4
243968;82;0891-2963;;879;887;HISTORICAL BIOLOGY;31;;;10.1080/08912963.2017.1398748;TAYLOR AND FRANCIS;Q1
244656;1;1853-2322;;5;18;METATHEORIA;9;2;;;UNTREF;NO INDEXADO
245181;82;0144-5987;;544;557;ENERGY EXPLORATION & EXPLOITATION;37;1;;10.1177/0144598718793908;MULTI SCIENCE PUBL CO LTD;Q2
245182;39;2213-1388;;115;123;SUSTAINABLE ENERGY TECHNOLOGIES AND ASSESSMENTS;31;;;10.1016/j.seta.2018.12.015;ELSEVIER B. V.;Q1
245704;521;1878-5352;;122;133;ARABIAN JOURNAL OF CHEMISTRY;12;1;;10.1016/j.arabjc.2016.11.016;ELSEVIER B.V.;Q1
245957;21;;;166;182;THE CLINICAL NEUROPSYCHOLOGIST;33;1;;10.1080/13854046.2017.1418024;AMERICAN ACADEMY OF CLINICAL NEUROPSYCHOLOGY;NO INDEXADO
246117;82;0954-1020;;3;12;ANTARCTIC SCIENCE;31;1;;10.1017/S0954102018000421;CAMBRIDGE UNIV PRESS;Q2
246492;1;2591-376X;;3;12;REVISTA ARGENTINA DE BIOINGENIERIA;23;1;;;SOCIEDAD ARGENTINA DE BIOINGENIERÍA;NO INDEXADO
246854;1;0328-9230;;35;43;TEATROXXI;;35;;;FILO UBA;NO INDEXADO
246894;82;0959-3330;;1185;1202;ENVIRONMENTAL TECHNOLOGY;40;9;;10.1080/09593330.2017.1418436;TAYLOR & FRANCIS LTD;Q2
246957;1;1668-0227;;33;49;CUADERNOS DEL CENTRO DE ESTUDIOS EN DISEÑO Y COMUNICACIÓN;;71;;;UNIVERSIDAD DE PALERMO, FACULTAD DE DISEÑO Y COMUNICACIÓN.;NO INDEXADO
247136;1;1852-4184;;1;19;REVISTA SABERES;11;1;;;UNIVERSIDAD NACIONAL DE ROSARIO;NO INDEXADO
247391;39;0963-9969;;541;546;FOOD RESEARCH INTERNATIONAL;119;;;10.1016/j.foodres.2017.08.008;ELSEVIER SCIENCE BV;Q1
247392;39;0963-9969;;530;540;FOOD RESEARCH INTERNATIONAL;119;;;10.1016/j.foodres.2017.11.024;ELSEVIER SCIENCE BV;Q1
247409;4;0120-0062;;123;136;IDEAS Y VALORES;;;;10.15446/ideasyvalores.v68n171.63863;UNIVERSIDAD NACIONAL DE COLOMBIA;Q2
247637;82;0025-3154;;215;221;JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM;99;1;;10.1017/S0025315417001904;CAMBRIDGE UNIV PRESS;Q2
248040;1;;;1;8;REVISTA DE LA FACULTAD DE AGRONOMÍA;118;2;;10.15446/acag;UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
248055;45;2363-5037;;187;201;SUSTAINABLE WATER RESOURCES MANAGEMENT;5;1;;10.1007/s40899-018-0280-2;© SPRINGER NATURE SWITZERLAND AG 2018;NO INDEXADO
248059;4;1794-7928;;1;8;SPEI DOMUS;12;25;;;EDICIONES UNIVERSIDAD COOPERATIVA DE COLOMBIA;NO INDEXADO
248088;21;1943-068X;;121;128;TRANSACTIONS ON COMPUTATIONAL INTELLIGENCE AND AI IN GAMES;11;2;;10.1109/TG.2018.2794419;IEEE;Q3
248106;5;0718-8471;;129;151;BYZANTION NEA HELLÁS;38;;;;"CENTRO DE ESTUDIOS GRIEGOS, BIZANTINOS Y NEOHELÉNICOS ""FITOS MALLEROS"", DE LA FACULTAD DE FILOSOFÍA Y HUMANIDADES DE LA UNIVERSIDAD DE CHILE";NO INDEXADO
248269;31;0167-4366;;689;701;AGROFORESTRY SYSTEMS;93;2;;10.1007/s10457-017-0167-5;SPRINGER;Q1
248374;1;1668-0227;;191;198;CUADERNOS DEL CENTRO DE ESTUDIOS DE DISEÑO Y COMUNICACIÓN - ARTES DIBUJADAS: CARTOGRAFÍAS Y ESCENAS DE LA HISTORIETA, EL HUMOR GRÁFICO Y LA ANIMACIÓN, UNIVERSIDAD DE PALERMO;;74;;;PUBLICACIONES DC;NO INDEXADO
248375;1;1668-0227;;181;190;CUADERNOS DEL CENTRO DE ESTUDIOS DE DISEÑO Y COMUNICACIÓN, ?ARTES DIBUJADAS: CARTOGRAFÍAS Y ESCENAS DE LA HISTORIETA, EL HUMOR GRÁFICO Y LA ANIMACIÓN? - UNIVERSIDAD DE PALERMO;;74;;;PUBLICACIONES DC;NO INDEXADO
248425;1;0327-1471;;;;CUADERNOS FHYCS-UNJU;;53;;;"UNIVERSIDAD NACIONAL DE JUJUY; FHYCS-UNJU";NO INDEXADO
248598;82;1751-2549;;138;155;ADVANCES IN BUILDING ENERGY RESEARCH;13;1;;10.1080/17512549.2017.1421098;TAYLOR AND FRANCIS LTD.;Q2
248785;31;1134-3060;;771;792;ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING;26;4;;10.1007/s11831-018-9258-3;SPRINGER;Q1
248975;521;1319-562X;;881;889;SAUDI JOURNAL OF BIOLOGICAL SCIENCES;26;;;10.1016/j.sjbs.2018.01.005;ELSEVIER B.V.;Q1
249185;1;0373-580X;;5;8;BOLETÃ­N DE LA SOCIEDAD ARGENTINA DE BOTÃ¡NICA;53;1;;;SOCIEDAD ARGENTINA DE BOTÁNICA;Q3
249329;54;0139-9918;;35;52;MATHEMATICA SLOVACA;69;1;;10.1515/ms-2017-0201;VERSITA;Q3
249330;477;0862-7959;;241;250;MATHEMATICA BOHEMICA;144;3;;;INSTITUTE OF MATHEMATICS, ACADEMY OF SCIENCES OF THE CZECH REPUBLIC;Q4
249347;31;1573-3750;;529;550;JOUR. EXPERIMENTAL CRIMINOLOGY;15;;;;SPRINGER;Q1
249427;39;2238-7854;;259;266;JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY;8;;;;ELSEVIER SCIENCE SA;Q1
249759;1;2362-2652;;79;97;CULTURA EN RED;5;;;;UNIRIO;NO INDEXADO
250173;1;2683-7498;;;;TINKUY;3;3;;;FACULTAD DE CIENCIAS HUMANAS, UNIVERSIDAD NACIONAL DE SAN LUIS;NO INDEXADO
250183;31;0946-672X;;;;JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY;;;;;ELSEVIER GMBH;Q1
250232;21;1548-7083;;;;A CONTRACORRIENTE: UNA REVISTA DE ESTUDIOS LATINOAMERICANOS;;18.2;;;NC STATE UNIVERSITY;NO INDEXADO
250327;31;0167-4366;;255;266;AGROFORESTRY SYSTEMS;93;1;;10.1007/s10457-018-0210-1;SPRINGER;Q1
250389;41;2036-4989;;33;40;PHILOSOPHICAL READINGS;11;1;;10.5281/zenodo.2530034;UNIVERSITÀ CA' FOSCARI;Q4
250646;1;0325-187X;;1;30;METEOROLÓGICA;44;1;;;CENTRO ARGENTINO DE METEORÓLOGOS;Q4
250675;39;1573-4072;;351;359;CURRENT BIOACTIVE COMPOUNDS;15;3;;10.2174/1573407214666180131161302;BENTHAM SCIENCE;Q2
250839;41;1126-6244;;485;492;ADAMANTIUS;24;;;;UNIVERSITÀ DI BOLOGNA;Q4
250846;35;0034-8341;;459;496;REVISTA DE INDIAS;;276;;10.3989/revindias.2019.014;INSTITUTO DE HISTORIA (CSIC);Q2
251210;21;0002-9947;;6289;6308;TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY;371;1;;10.1090/tran/7443;AMER MATHEMATICAL SOC;Q1
251251;1;0329-8256;;103;132;ESTUDIOS SOCIALES DEL NOA. NUEVA SERIE;;19;;;INSTITUTO INTERDISCIPLINARIO DE TILCARA (FACULTAD DE FILOSOFÍA Y LETRAS, UNIVERSIDAD DE BUENOS AIRES) ;NO INDEXADO
251919;1;0325-7541;;77;80;REVISTA ARGENTINA DE MICROBIOLOGÃ­A;51;1;;10.1016/j.ram.2017.11.008;ASOCIACION ARGENTINA MICROBIOLOGIA;Q3
252169;7;0185-0121;;105;130;NUEVA REVISTA DE FILOLOGÍA HISPÁNICA;;1;;10.24201/nrfh.v67i1.3466;COLEGIO DE MÉXICO;Q4
252363;1;2683-6998;;23;28;VIDA Y ÉTICA;20;2019;;;PONTIFICIA UNIVERSIDAD CATÓLICA DE ARGENTINA;NO INDEXADO
252397;31;1386-4238;;31;45;FOUNDATIONS OF CHEMISTRY;21;;;;SPRINGER;Q2
252959;10;1688-5287;;98;119;PÁGINAS DE EDUCACIÓN;1;12;;;FACULTAD DE CIENCIAS HUMANAS, UNIVERSIDAD CATÓLICA DEL URUGUAY;NO INDEXADO
253012;82;0891-2963;;322;340;HISTORICAL BIOLOGY;31;;;10.1080/08912963.2017.1370586;TAYLOR AND FRANCIS;Q1
253019;82;0072-1050;;;;GEOLOGICAL JOURNAL (CHICHESTER);;;;10.1002/gj.3250;JOHN WILEY & SONS LTD;Q2
253022;35;1131-558X;;1;21;REVISTA DE ANTROPOLOGIA SOCIAL;28;1;;;SERVICIO DE PUBLICACIONES, UNIVERSIDAD COMPLUTENSE;Q4
253064;1;1852-0006;;83;102;PROYECCIÓN;12;23;;;INSTITUTO DE CARTOGRAFÍA, INVESTIGACIÓN Y FORMACIÓN PARA EL ORDENAMIENTO TERRITORIAL (CIFOT);NO INDEXADO
253207;31;1133-0686;;369;398;TEST;;;;;SPRINGER;Q1
253208;31;1133-0686;;106;146;TEST;108;;;10.1007/s11749-018-0591-5;SPRINGER;Q1
253531;31;0007-196X;;73;81;BRITTONIA;71;1;;10.1007/s12228-018-9555-z;SPRINGER;Q2
253656;21;082294463;;;;CUBAN STUDIES;48;;;10.1353/cub.2019.0037;UNIVERSITY OF PITTSBURGH PRESS;NO INDEXADO
253940;35;1989-466X;;167;194;EDUCATIO SIGLO XXI;37;1;;10.6018/j/363451;UNIVERSIDAD DE MURCIA;NO INDEXADO
254068;1;1514-6871;;291;308;TRABAJO Y SOCEIDAD;XXI;34;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;NO INDEXADO
254535;81;0379-4024;;225;254;JOURNAL OF OPERATOR THEORY;81;1;;10.7900/jot.2018jan19.2184;THETA FOUNDATION;Q1
254647;82;1063-5157;;63;77;SYSTEMATIC BIOLOGY;68;;;10.1093/sysbio/syy028;OXFORD UNIV PRESS;Q1
254664;82;0072-1050;;;;GEOLOGICAL JOURNAL (CHICHESTER);53;;;10.1002/gj.3390;JOHN WILEY & SONS LTD;Q2
254724;7;1607-050X;;82;97;DESACATOS. REVISTA DE CIENCIAS SOCIALES;;61;;;CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGÍA SOCIAL/CIESAS;NO INDEXADO
254775;21;1949-3029;;790;799;IEEE TRANSACTIONS ON SUSTAINABLE ENERGY;10;2;;10.1109/TSTE.2018.2847673;IEEE;Q1
254806;31;0018-8158;;133;145;HYDROBIOLOGIA;831;1;;10.1007/s10750-018-3660-6;SPRINGER;Q1
254960;5;0718-1043;;1;25;ESTUDIOS ATACAMEÑOS;;63;;10.22199/issn.0718-1043-2019-0028;INSTITUTO DE ARQUEOLOGÍA Y ANTROPOLOGÍA, UNIVERSIDAD CATÓLICA DEL NORTE;Q1
255087;82;0031-9317;;768;779;PHYSIOLOGIA PLANTARUM;165;;;10.1111/ppl.12770;WILEY-BLACKWELL PUBLISHING, INC;Q1
255095;31;0302-9743;;411;426;LECTURE NOTES IN COMPUTER SCIENCE;1135;;;10.1007/978-3-030-05348-2_34;SPRINGER VERLAG;NO INDEXADO
255398;82;2194-5888;;178;205;JOURNAL OF BENEFIT-COST ANALYSIS;10;2;;;CAMBRIDGE UNIV. PRESS;Q2
255415;7;2392-0343;;29;50;IUS REVISTA JURÍDICA DE INVESTIGACIÓN CIENTÍFICA;13;44;;; INSTITUTO DE CIENCIAS JURÍDICAS DE PUEBLA;NO INDEXADO
255516;1;2545-8957;;;;CONFLUENCIA;3;5;;;CIENCTIFICA UNIVERSITARIA;NO INDEXADO
255602;21;0016-6480;;73;85;GENERAL AND COMPARATIVE ENDOCRINOLOGY;273;;;;ACADEMIC PRESS INC ELSEVIER SCIENCE;Q1
256097;39;0047-259X;;46;62;JOURNAL OF MULTIVARIATE ANALYSIS;170;;;10.1016/j.jmva.2018.03.003;ELSEVIER INC;Q1
256141;1;1852-656X;;10;14;ARCHIVOS DE MEDICINA FAMILIAR;16;1;;;FEDERACIÓN ARGENTINA DE MEDICINA FAMILIAR Y GENERAL;NO INDEXADO
256197;21;0028-3908;;87;98;NEUROPHARMACOLOGY;145;;;10.1016/j.neuropharm.2017.12.017;PERGAMON-ELSEVIER SCIENCE LTD;Q1
256276;1;2545-8655;;111;127;ANALES DE LA ASOCIACIÓN QUÍMICA ARGENTINA;106;1;;;AQA;NO INDEXADO
256321;21;0192-0790;;290;294;JOURNAL OF CLINICAL GASTROENTEROLOGY;53;4;;10.1097/MCG.0000000000001018;LIPPINCOTT WILLIAMS & WILKINS;Q2
256364;21;0929-8673;;1251;1269;CURRENT MEDICINAL CHEMISTRY.;26;7;;10.2174/0929867325666180201094730;BENTHAM SCIENCE PUBL LTD;Q1
256443;39;0334-1763;;221;232;REVIEWS IN THE NEUROSCIENCES;30;3;;10.1515/revneuro-2018-0017;FREUND & PETTMAN PUBLISHERS;Q2
256449;1;0590-1901;;87;103;CUADERNOS DE FILOSOFÍA;;69;;;"INSTITUTO DE FILOSOFÍA ""ALEJANDRO KORN""";NO INDEXADO
256453;82;0025-3154;;375;383;JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM;99;2;;10.1017/S0025315418000292;CAMBRIDGE UNIV PRESS;Q2
256540;1;1668-298X;;1;9;AGRISCIENTIA;35;2;;10.31047/1668.298x.v35.n2;UNIVERSIDAD NACIONAL DE CÓRDOBA;Q4
256548;21;0929-8673;;1113;1154;CURRENT MEDICINAL CHEMISTRY.;26;7;;10.2174/0929867325666171205153204;BENTHAM SCIENCE PUBL LTD;Q1
256671;82;0014-4797;;12;25;EXPERIMENTAL AGRICULTURE;56;1;;;CAMBRIDGE UNIV PRESS;Q2
256676;7;1870-8420;;2489;2516;REVISTA ELECTRÓNICA DE PSICOLOGÍA IZTACALA;22;3;;;UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO;NO INDEXADO
256975;1;0329-2045;;;;APORTES Y TRANSFERENCIAS;17;1;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;NO INDEXADO
257184;82;0022-5142;;877;884;JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE;99;2;;10.1002/jsfa.9258;JOHN WILEY & SONS LTD;Q1
257258;483;0219-1997;;;;COMMUNICATIONS IN CONTEMPORARY MATHEMATICS;21;03;;10.1142/S0219199718500347;WORLD SCIENTIFIC PUBL CO PTE LTD;Q1
257303;21;0011-183X;;125;139;CROP SCIENCE;59;1;;10.2135/cropsci2018.05.0330;CROP SCIENCE SOC AMER;Q1
257397;21;0023-8791;;;;LATIN AMERICAN RESEARCH REVIEW;54;;;;UNIVERSITY OF PITTSBURGH	;Q1
257504;31;0340-0727;;1137;1146;PSYCHOLOGICAL RESEARCH;83;6;;10.1007/s00426-017-0969-0;SPRINGER BERLIN HEIDELBERG;Q1
257571;1;2591-3611;;;;REVISTA POLÉMICAS FEMINISTAS;;3;;;ÁREA FEMINISMOS, GÉNERO Y SEXUALIDADES. CENTRO DE INVESTIGACIÓN DE LA FACULTAD DE FILOSOFÍA Y HUMANIDADES.UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
257594;35;0520-4100;;155;174;BOLETÍN AMERICANISTA;;78;;10.1344/BA2019.78.1009;UNIVERSIDAD DE BARCELONA;Q3
257622;1;1852-8783;;153;176;SOCIEDADES DE PAISAJES ÁRIDOS Y SEMI-ÁRIDOS;XII;;;;UNIVERSIDAD NACIONAL DE RÍO CUARTO;NO INDEXADO
257665;21;0149-7634;;165;181;NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS;106;;;10.1016/j.neubiorev.2018.07.004;PERGAMON-ELSEVIER SCIENCE LTD;Q1
257774;39;0378-5173;;;;INTERNATIONAL JOURNAL OF PHARMACEUTICS;;;;;ELSEVIER SCIENCE BV;Q1
257791;1;0325-7541;;81;83;REVISTA ARGENTINA DE MICROBIOLOGÃ­A;5;1;;10.1016/j.ram.2018.03.001;ASOCIACION ARGENTINA MICROBIOLOGIA;Q3
257803;82;0891-2963;;517;534;HISTORICAL BIOLOGY;31;5;;10.1080/08912963.2017.1374957;TAYLOR AND FRANCIS LTD.;Q1
257838;82;0030-6053;;17;26;ORYX;53;1;;10.1017/S0030605318000790;CAMBRIDGE UNIV PRESS;Q1
258069;3;0001-3765;;;;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;;;;;ACAD BRASILEIRA DE CIENCIAS;Q1
258087;31;0929-1873;;811;822;EUROPEAN JOURNAL OF PLANT PATHOLOGY;154;3;;10.1007/s10658-019-01705-2;SPRINGER;Q1
258159;21;1468-4322;;196;211;INTERNATIONAL JOURNAL OF TECHNOLOGY, POLICY AND MANAGEMENT;19;2;;;INDERSCIENCE PUBLISHERS;Q2
258259;82;1467-5463;;1607;1620;BRIEFINGS IN BIOINFORMATICS;20;5;;10.1093/bib/bby037;OXFORD UNIV PRESS;Q1
258519;82;0022-149X;;342;351;JOURNAL OF HELMINTHOLOGY;93;3;;10.1017/S0022149X18000329;CAMBRIDGE UNIV PRESS;Q2
258553;61;1002-0160;;773;783;PEDOSPHERE;29;6;;10.1016/S1002-0160(17)60430-2;SCIENCE PRESS;Q1
