organizacion_id;tipo_institucion_id;institucion_nivel1_id;institucion_nivel2_id;institucion_nivel3_id;institucion_nivel4_id;institucion_nivel5_id;institucion_nivel6_id;institucion_nivel1_descripcion;institucion_nivel2_descripcion;institucion_nivel3_descripcion;institucion_nivel4_descripcion;institucion_nivel5_descripcion;institucion_nivel6_descripcion;sigla;nivel;tipo_entidad_privada_id;estado_organizacion_id;es_doble_dependencia
5602;75;00550;00561;00563;05602;;;UNIVERSIDAD NACIONAL DE TUCUMAN;FACULTAD DE BIOQUIMICA, QUIMICA Y FARMACIA;INSTITUTO DE QUIMICA BIOLOGICA;CATEDRA DE QUIMICA BIOLOGICA II;;;;4;;3;N
5603;85;00587;04911;00918;05603;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO SUPERIOR DE INVESTIGACIONES BIOLOGICAS;DEPARTAMENTO DE BIOQUIMICA DE LA NUTRICION;;;INSIBIO;4;;6;Y
5604;79;05604;;;;;;ASOCIACIÓN CIVIL SEMBRAR;;;;;;SEMBRAR;1;;3;N
5605;74;00011;05605;;;;;GOBIERNO DE LA PROVINCIA DEL CHUBUT;MUSEO REGIONAL DE RADA TILLY;;;;;;2;;3;N
5606;80;05591;05606;;;;;INSTITUTO MEDICO DEAN FUNES SA;DEPARTAMENTO DE FISICA MEDICA;;;;;;2;;3;N
5607;80;05591;05606;05607;;;;INSTITUTO MEDICO DEAN FUNES SA;DEPARTAMENTO DE FISICA MEDICA;AREA DE RADIOTERAPIA;;;;;3;;3;N
5608;75;05608;;;;;;UNIVERSITAT GOTTINGEN;;;;;;GEORGIA AUGUSTA;1;;3;N
5609;75;05609;;;;;;UNIVERSIDAD DE LA REPUBLICA;;;;;;UDELAR;1;;3;N
5610;75;05609;08367;05610;;;;UNIVERSIDAD DE LA REPUBLICA;FACULTAD DE CIENCIAS;INSTITUTO DE CIENCIAS GEOLOGICAS;;;;;3;;3;N
5611;75;05611;;;;;;UNIVERSIDAD DE VIGO;;;;;;UVIGO;1;;3;N
5612;79;05612;;;;;;INSTITUTO ESPA?OL DE OCEANOGRAFIA;;;;;;IEO;1;;3;N
5613;75;05611;05613;;;;;UNIVERSIDAD DE VIGO;FACULTAD DE CIENCIAS;;;;;;2;;3;N
5614;75;05611;05613;05614;;;;UNIVERSIDAD DE VIGO;FACULTAD DE CIENCIAS;DEPARTAMENTO DE ECOLOGIA Y BIOLOGIA ANIMAL;;;;;3;;3;N
5615;76;05615;;;;;;UNIVERSIDAD DE CONCEPCION;;;;;;;1;;3;N
5616;76;05615;05616;;;;;UNIVERSIDAD DE CONCEPCION;FACULTAD DE CS NATURALES Y OCEANOGRAFIA;;;;;;2;;3;N
5617;76;05615;05616;05617;;;;UNIVERSIDAD DE CONCEPCION;FACULTAD DE CS NATURALES Y OCEANOGRAFIA;DEPARTAMENTO DE ZOOLOGIA;;;;;3;;3;N
5618;76;05615;05616;05617;05618;;;UNIVERSIDAD DE CONCEPCION;FACULTAD DE CS NATURALES Y OCEANOGRAFIA;DEPARTAMENTO DE ZOOLOGIA;AREA DE SISTEMA MOLECULAR;;;;4;;3;N
5619;75;05619;;;;;;LABORATORIO DE COMPONENTES;;;;;;;1;;6;N
5620;75;00398;00402;04101;05620;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE INGENIERIA;DEPARTAMENTO  DE INGENIERIA ELECTRICA;LABORATORIO DE COMPONENTES;;;;4;;3;N
5621;79;05621;;;;;;NATIONAL MUSEUM OF NATURAL HISTORY;;;;;;;1;;3;N
5622;79;05621;05622;;;;;NATIONAL MUSEUM OF NATURAL HISTORY;DEPARTAMENTO DE ZOOLOGIA;;;;;;2;;3;N
5623;79;05621;05622;05623;;;;NATIONAL MUSEUM OF NATURAL HISTORY;DEPARTAMENTO DE ZOOLOGIA;AREA DE INVERTEBRADOS;;;;;3;;3;N
5624;75;05624;;;;;;VRIJE UNIVERSITEIT BRUSSEL;;;;;;VUB;1;;3;N
5625;73;01954;02301;05625;;;;"ADMINISTRACION NACIONAL DE LABORATORIOS E INSTITUTOS DE SALUD ""DR. CARLOS G. MALBRAN""";INSTITUTO NACIONAL DE ENFERMEDADES INFECCIOSAS;AREA DE ANTIMICROBIANOS;;;;;3;;3;N
5626;85;00587;04934;00889;05626;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;INSTITUTO DE DESARROLLO TECNOLOGICO PARA LA INDUSTRIA QUIMICA;DEPARTAMENTO DE INGENIERIA DE LOS FOTORREACTORES;;;INTEC;4;;6;Y
5627;75;00247;10885;02030;05627;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE CIENCIAS SOCIALES;CENTRO DE ESTUDIOS AVANZADOS;ESPECIALIZACION DE ESTUDIOS DE ASIA ORIENTAL;;;;4;;6;N
5629;7;05629;;;;;;PROVINCIA DE NEUQUEN;;;;;;;1;;6;N
5630;7;05629;05630;;;;;PROVINCIA DE NEUQUEN;MINISTERIO DE HACIENDA OBRAS Y SERVICIOS PUBLICOS;;;;;;2;;6;N
5631;7;05629;05630;05631;;;;PROVINCIA DE NEUQUEN;MINISTERIO DE HACIENDA OBRAS Y SERVICIOS PUBLICOS;ENTE PROVINCIAL DE ENERGIA DEL NEUQUEN;;;;EPEN;3;;6;N
5632;7;05629;05630;05631;05632;;;PROVINCIA DE NEUQUEN;MINISTERIO DE HACIENDA OBRAS Y SERVICIOS PUBLICOS;ENTE PROVINCIAL DE ENERGIA DEL NEUQUEN;GERENCIA DE ENERGIA Y PLANEAMIENTO;;;;4;;6;N
5633;75;00339;00352;00356;05633;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.EXACTAS;DEPARTAMENTO DE CS.BIOLOGICAS;AREA DE TOXICOLOGIA;;;;4;;3;N
5634;76;05615;05616;05634;;;;UNIVERSIDAD DE CONCEPCION;FACULTAD DE CS NATURALES Y OCEANOGRAFIA;DEPARTAMENTO DE BOTANICA;;;;;3;;3;N
5635;76;05615;05616;05634;05635;;;UNIVERSIDAD DE CONCEPCION;FACULTAD DE CS NATURALES Y OCEANOGRAFIA;DEPARTAMENTO DE BOTANICA;LABORATORIO DE SISTEMATICA;;;;4;;3;N
5636;75;05636;;;;;;FACULTAD DE CIENCIAS AGRARIAS;;;;;;;1;;6;N
5637;75;00422;05637;;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE CIENCIAS AGRARIAS;;;;;;2;;3;N
5638;75;00422;05637;05638;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE CIENCIAS AGRARIAS;DEPARTAMENTO DE ECOLOGIA;;;;;3;;3;N
5639;75;00422;05637;05638;05639;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE CIENCIAS AGRARIAS;DEPARTAMENTO DE ECOLOGIA;CATEDRA DE MORFOLOGIA DE PLANTAS VASCULARES;;;;4;;3;N
5640;75;00461;00473;03300;05640;;;UNIVERSIDAD NACIONAL DE ROSARIO;FACULTAD DE CS.BIOQUIMICAS Y FARMACEUTICAS;DEPARTAMENTO DE CS.FISIOLOGICAS;AREA MORFOLOGIA;;;;4;;3;N
5641;75;05641;;;;;;ARIZONA STATE UNIVERSITY;;;;;;ASU;1;;3;N
5642;75;05641;05642;;;;;ARIZONA STATE UNIVERSITY;CHEMISTRY  AND BIOCHENISTRY;;;;;;2;;3;N
5643;75;05641;05642;05643;;;;ARIZONA STATE UNIVERSITY;CHEMISTRY  AND BIOCHENISTRY;CENTER FOR BIOENERGY & FHOTOSYNTHESIS;;;;;3;;3;N
5644;74;00014;05644;;;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE HACIENDA OBRAS Y SERVIVCIOS PUBLICOS;;;;;;2;;3;N
5645;74;00014;05644;05645;;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE HACIENDA OBRAS Y SERVIVCIOS PUBLICOS;ENTE PROVINCIAL DE ENERGIA DE NEUQUEN;;;;EPEN;3;;3;N
5646;74;00014;05644;05645;05646;;;GOBIERNO DE LA PROVINCIA DEL NEUQUEN;MINISTERIO DE HACIENDA OBRAS Y SERVIVCIOS PUBLICOS;ENTE PROVINCIAL DE ENERGIA DE NEUQUEN;GERENCIA DE INGENIERIA Y PLANEAMIENTO;;;;4;;8;N
5647;74;05647;;;;;;GOBIERNO DE LA PROVINCIA DE SANTA CRUZ;;;;;;SANTA CRUZ;1;;3;N
5648;74;05647;05648;;;;;GOBIERNO DE LA PROVINCIA DE SANTA CRUZ;SUBSECRETARIA DE CULTURA DE LA PCIA DE SANTA CRUZ;;;;;;2;;3;N
5649;74;05647;05648;05649;;;;GOBIERNO DE LA PROVINCIA DE SANTA CRUZ;SUBSECRETARIA DE CULTURA DE LA PCIA DE SANTA CRUZ;MUSEO REGIONAL PROVINCIAL PADRE M J MOLINA;;;;;3;;3;N
5650;74;05647;05648;05649;05650;;;GOBIERNO DE LA PROVINCIA DE SANTA CRUZ;SUBSECRETARIA DE CULTURA DE LA PCIA DE SANTA CRUZ;MUSEO REGIONAL PROVINCIAL PADRE M J MOLINA;AREA ARQUEOLOGIA;;;;4;;3;N
5651;75;00527;01800;05651;;;;UNIVERSIDAD NACIONAL DEL SUR;DEPARTAMENTO DE BIOLOGIA, BIOQUIMICA Y FARMACIA;CATEDRA DE BIOLOGIA MOLECULAR;;;;;3;;3;N
5652;75;05652;;;;;;UNIVERSIDAD DE JYVASKYLA;;;;;;;1;;3;N
5653;80;05653;;;;;;HALITUS INSTITUTO MEDICO;;;;;;HALITUS;1;;3;N
5654;80;05653;05654;;;;;HALITUS INSTITUTO MEDICO;LABORATORIO DE BIOTECNOLOGIA;;;;;;2;;3;N
5655;79;05655;;;;;;CENTRO DE ESTUDIOS DEL IMAGINARIO;;;;;;;1;;6;N
5656;79;05656;;;;;;CENTRO DE ESTUDIOS DEL IMAGINARIO;;;;;;;1;;6;N
5657;79;00714;05657;;;;;ACADEMIA NACIONAL DE CIENCIAS DE BUENOS AIRES;CENTRO DE ESTUDIOS DEL IMAGINARIO;;;;;;2;;3;N
5658;79;05658;;;;;;FUNDACION VER;;;;;;;1;;3;N
5659;73;00022;05586;05659;;;;COMISION NACIONAL DE ENERGIA ATOMICA;GERENCIA DE EXPLORACION DE MATERIAS PRIMAS;DIVISION DE GEOLOGIA DEL URANIO;;;;;3;;3;N
5660;73;00022;05873;05660;;;;COMISION NACIONAL DE ENERGIA ATOMICA;GERENCIA D/AREA INVEST Y APLICACIONES NO NUCLEARES;GERENCIA DE DES. TEC. Y PROYECTOS ESPECIALES;;;;;3;;3;N
5661;73;00022;05873;05660;05661;;;COMISION NACIONAL DE ENERGIA ATOMICA;GERENCIA D/AREA INVEST Y APLICACIONES NO NUCLEARES;GERENCIA DE DES. TEC. Y PROYECTOS ESPECIALES;DEPARTAMENTO DE MICRO Y NANOTECNOLOGIA;;;;4;;3;N
5662;75;05662;;;;;;CATEDRA 1? DE O.R.L. HOSPITAL NACIONAL DE CLINICAS;;;;;;;1;;6;N
5663;75;00247;00286;05119;05663;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE CIENCIAS MEDICAS;DEPARTAMENTO  DE MEDICINA;CATEDRA 1? DE O.R.L. HOSPITAL NACIONAL DE CLINICAS;;;;4;;3;N
5664;73;00022;05664;;;;;COMISION NACIONAL DE ENERGIA ATOMICA;GERENCIA CICLO DEL COMBUSTIBLE NUCLEAR;;;;;;2;;3;N
5665;75;00247;00286;05119;05665;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE CIENCIAS MEDICAS;DEPARTAMENTO  DE MEDICINA;CENTRO PILOTO DE DETECCION DE ERRORES METABOLICOS;;;CEPIDEM;4;;3;N
5666;75;05666;;;;;;AUSTIN COMMUNITY COLLEGE;;;;;;ACC;1;;3;N
5667;75;05666;05667;;;;;AUSTIN COMMUNITY COLLEGE;DEPARTAMENTO DE ANTROPOLOGIA;;;;;;2;;3;N
5668;75;05666;05667;05668;;;;AUSTIN COMMUNITY COLLEGE;DEPARTAMENTO DE ANTROPOLOGIA;CATEDRA DE INTRODUCCION A LA ARQUEOLOGIA;;;;;3;;3;N
5669;75;00575;04173;05669;;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REG.SAN RAFAEL;DEPARTAMENTO DE INGENIERIA CIVIL;;;;;3;;3;N
5670;75;00575;04173;05669;05670;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REG.SAN RAFAEL;DEPARTAMENTO DE INGENIERIA CIVIL;CENTRO DE INVESTIGACION Y DESARROLLO REGIONAL;;;CIDER;4;;3;N
5671;79;05671;;;;;;INSTITUTO DE EST.AMBIENTALES Y SOCIALES;;;;;;IDEAS;1;;3;N
5672;79;05671;05672;;;;;INSTITUTO DE EST.AMBIENTALES Y SOCIALES;AREA DE INVESTIGACION;;;;;;2;;3;N
5673;79;05673;;;;;;INSTITUTO PRIVADO DE RADIOTERAPIA;;;;;;;1;;3;N
5674;79;05673;05674;;;;;INSTITUTO PRIVADO DE RADIOTERAPIA;DEPARTAMENTO DE FISICA MEDICA;;;;;;2;;3;N
5675;75;05491;05675;;;;;UNIVERSIDAD AUTONOMA DE ENTRE RIOS;FACULTAD DE HUMANIDADES ARTES Y CIENCIAS SOCIALES;;;;;;2;;3;N
5676;75;05491;05675;05676;;;;UNIVERSIDAD AUTONOMA DE ENTRE RIOS;FACULTAD DE HUMANIDADES ARTES Y CIENCIAS SOCIALES;CARRERA DE PSICOLOGIA;;;;;3;;3;N
5677;75;05491;05675;05676;05677;;;UNIVERSIDAD AUTONOMA DE ENTRE RIOS;FACULTAD DE HUMANIDADES ARTES Y CIENCIAS SOCIALES;CARRERA DE PSICOLOGIA;CATEDRA DE COMUNICACION Y SIST.DE RELACIONES HUMANAS;;;;4;;3;N
5678;75;00101;00177;01123;05678;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE FILOSOFIA Y LETRAS;DEPARTAMENTO DE CIENCIAS ANTROPOLOGICAS;CATEDRA DE ANTROPOLOGIA SISTEMATICA III;;;;4;;3;N
5679;78;05679;;;;;;MIGUEL ANGEL PEREZ Y ASOC.;;;;;;MAPAS;1;;3;N
5680;76;05680;;;;;;UNIVERSITY OF MIAMI;;;;;;;1;;3;N
5681;76;05680;05681;;;;;UNIVERSITY OF MIAMI;ROSENSTIEL SCHOOL OF MARINE ATMOSPHERIC SCIENCE;;;;;;2;;3;N
5682;76;05680;05681;05682;;;;UNIVERSITY OF MIAMI;ROSENSTIEL SCHOOL OF MARINE ATMOSPHERIC SCIENCE;METEOROLOGY  AND PHYSICAL OCEANOGRAPHY;;;;;3;;3;N
5683;75;00297;00301;05683;;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE FILOSOFIA Y LETRAS;LABORATORIO DE INVESTIGACIONES EN EDUCACION;;;;;3;;3;N
5684;79;05684;;;;;;INSTITUTO GENIUS DE TECNOLOGIA;;;;;;;1;;3;N
5685;75;05685;;;;;;UNIVERSITY OF ALASKA;;;;;;UA;1;;3;N
5686;76;05686;;;;;;UNIVERSITY OF PUGET SOUND;;;;;;;1;;3;N
5687;75;05687;;;;;;PURDUE UNIVERSITY;;;;;;;1;;3;N
5688;75;05688;;;;;;UNIVERSITY OF UTAH;;;;;;THE U OF U;1;;3;N
5689;76;05111;05689;;;;;UNIVERSIDAD CATOLICA DE CUYO;FACULTAD DE CIENCIAS MEDICAS;;;;;;2;;3;N
5690;76;05111;05689;05690;;;;UNIVERSIDAD CATOLICA DE CUYO;FACULTAD DE CIENCIAS MEDICAS;DEPARTAMENTO DE NEUROCIENCIA;;;;;3;;3;N
5691;75;00444;00448;03523;05691;;;UNIVERSIDAD NACIONAL DE RIO CUARTO;FACULTAD DE CS.EXACTAS FISICOQUIMICAS Y NATURALES;DEPARTAMENTO DE QUIMICA;AREA FISICOQUIMICA ORGANICA;;;;4;;3;N
5692;7;05692;;;;;;HOSPITAL DE INFECCIOSAS F.J. MU?IZ;;;;;;;1;;6;N
5693;74;00007;05693;;;;;GOBIERNO DE LA CIUDAD AUTONOMA DE BUENOS AIRES;"HOSPITAL DE INFECCIOSAS ""F. MUÑIZ""";;;;;;2;;3;N
5694;74;00007;05693;05694;;;;GOBIERNO DE LA CIUDAD AUTONOMA DE BUENOS AIRES;"HOSPITAL DE INFECCIOSAS ""F. MUÑIZ""";SERVICIO DE PATOLOGIAS REG. Y MEDICINA TROPICAL;;;;;3;;3;N
5695;75;05695;;;;;;INSTITUTO DE INVESTIGACION Y DESARROLLO;;;;;;;1;;6;N
5696;75;01728;05696;;;;;UNIVERSIDAD NACIONAL DE LA MATANZA;INSTITUTO DE INVESTIGACION Y DESARROLLO;;;;;;2;;3;N
5697;75;05697;;;;;;EAST CAROLINA UNIVERSITY;;;;;;ECU;1;;3;N
5698;75;05698;;;;;;SAN DIEGO STATE UNIVERSITY;;;;;;SDSU;1;;3;N
5699;73;05699;;;;;;LOS ALAMOS NATIONAL HIGH MAGNETIC FIELD LABORATORY;;;;;;;1;;3;N
5700;75;00221;00230;05700;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;FACULTAD DE CIENCIAS HUMANAS;GRUPO DE INVESTIGACION Y ACCION SOCIAL;;;;GIAS;3;;3;N
5701;75;05701;;;;;;UNIVERSIDAD DE LA SERENA;;;;;;ULS;1;;3;N
5702;75;05702;;;;;;UNIVERSIDAD NACIONAL DEL NOROESTE DE LA PCIA.DE BS.AS.;;;;;;UNNOBA;1;;3;N
5703;75;00417;00420;05703;;;;UNIVERSIDAD NACIONAL DE MISIONES;FACULTAD DE HUMANIDADES Y CS.SOCIALES;SECRETARIA DE INVESTIGACION Y POSGRADO;;;;;3;;6;N
5704;74;05704;;;;;;MINISTERIO DE TRABAJO EMPLEO Y SEGURIDAD SOCIAL;;;;;;;1;;3;N
5705;74;05704;05705;;;;;MINISTERIO DE TRABAJO EMPLEO Y SEGURIDAD SOCIAL;SUBSECRETARIA DE PROGRAMACION TEC. Y ESTUDIOS LABORATORIO ;;;;;;2;;3;N
5706;73;05706;;;;;;INSTITUTO DE QUIMICA DEL NORESTE;;;;;;INQUINOA;1;;6;N
5707;85;00587;04911;05707;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO DE QUIMICA DEL NOROESTE;;;;INQUINOA;3;;3;Y
5708;85;00587;04911;05708;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO DE INVESTIGACION EN LUZ, AMBIENTE Y VISION;;;;ILAV;3;;3;Y
5709;85;00587;06293;05709;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - NORDESTE;INSTITUTO DE MODELADO E INNOVACION TECNOLOGICA;;;;IMIT;3;;3;Y
5710;75;00763;05710;;;;;UNIVERSIDADE ESTADUAL DO CAMPINAS;INSTITUTO DE BIOLOGIA;;;;;;2;;3;N
5711;75;00763;05710;05711;;;;UNIVERSIDADE ESTADUAL DO CAMPINAS;INSTITUTO DE BIOLOGIA;DEPARTAMENTO  DE BOTANICA;;;;;3;;3;N
5712;75;00763;05710;05711;05712;;;UNIVERSIDADE ESTADUAL DO CAMPINAS;INSTITUTO DE BIOLOGIA;DEPARTAMENTO  DE BOTANICA;LABORATORIO DE BIOSSITEMATICA;;;;4;;3;N
5713;75;00297;00299;01932;05713;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE CIENCIAS AGRARIAS;DEPARTAMENTO DE TECNOLOGIA AGROINDUSTRIAL;CATEDRA DE INDUSTRIAS AGRARIAS;;;;4;;3;N
5714;73;00064;01596;05714;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL MENDOZA-SAN JUAN;ESTACION EXPERIMENTAL AGROPECUARIA JUNIN;;;;;3;;3;N
5715;75;00398;00413;01608;05715;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE CS.EXACTAS Y NATURALES;DEPARTAMENTO DE CS.MARINAS;LABORATORIO DE BIOINDICADORES BENTONICOS;;;;4;;3;N
5716;75;01654;01801;05716;;;;UNIVERSIDAD NACIONAL DE QUILMES;CENTRO DE EST.E INVESTIGACION;PROG.DE HISTORIA INTELECTUAL;;;;;3;;6;N
5717;75;00339;03594;05717;;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.AGRARIAS Y FORESTALES;DEPARTAMENTO DE DESARROLLO RURAL;;;;;3;;3;N
5718;75;00339;03594;05717;05718;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.AGRARIAS Y FORESTALES;DEPARTAMENTO DE DESARROLLO RURAL;TALLER DE INTEGRACION  II SIST AGRA SUSTENTABLES;;;;4;;3;N
5719;75;01715;02028;05719;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;ESCUELA DE POLITICA Y GOBIERNO;CENTRO DE INVESTIGACION SOBRE ESTADO Y DEMOCRACIA EN AMERICA LATINA;;;;;3;;3;N
5720;75;00422;00430;05720;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE INGENIERIA;DEPARTAMENTO DE MECANICA APLICADA;;;;;3;;3;N
5721;75;00101;01620;00216;05721;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE CIENCIAS SOCIALES;CARRERA DE SOCIOLOGIA;CATEDRA DE FILOSOFIA;;;;4;;3;N
5722;76;01724;04064;05722;;;;UNIVERSIDAD AUSTRAL;FACULTAD DE DERECHO;DEPARTAMENTO DE DERECHO INTERN, COMUNITARIO Y REL INTER;;;;;3;;3;N
5723;76;01724;04064;05722;05723;;;UNIVERSIDAD AUSTRAL;FACULTAD DE DERECHO;DEPARTAMENTO DE DERECHO INTERN, COMUNITARIO Y REL INTER;DERECHO INTERNACIONAL;;;;4;;3;N
5724;75;00461;00476;04626;05724;;;UNIVERSIDAD NACIONAL DE ROSARIO;FACULTAD DE CIENCIA POLITICA  Y REL.INTERNACIONALES;ESCUELA DE COMUNICACION SOCIAL;CENT.DE COMUNICACION Y EDUCACION;;;;4;;3;N
5725;75;00339;00368;05725;;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE PERIODISMO Y COMUNICACION SOCIAL;AGENCIA PERIODISTICA DEL MERCOSUR;;;;APM;3;;3;N
5726;75;00339;00368;05725;05726;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE PERIODISMO Y COMUNICACION SOCIAL;AGENCIA PERIODISTICA DEL MERCOSUR;OBSERVATORIO DE MEDIOS;;;;4;;3;N
5727;75;00231;05727;;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;ESCUELA SUP.DE SALUD Y AMBIENTE;;;;;;2;;6;N
5728;75;00231;07588;05728;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;FACULTAD DE CIENCIAS DEL  AMBIENTE Y LA SALUD;DEPARTAMENTO DE CS DEL AMBIENTE;;;;;3;;3;N
5729;75;00550;00552;05729;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;FACULTAD DE FILOSOFIA Y LETRAS;DEPARTAMENTO DE HISTORIA;;;;;3;;3;N
5730;75;00550;00552;05729;05730;;;UNIVERSIDAD NACIONAL DE TUCUMAN;FACULTAD DE FILOSOFIA Y LETRAS;DEPARTAMENTO DE HISTORIA;CATEDRA DE ETNOLOGIA;;;;4;;3;N
5731;75;00101;00192;01411;05731;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE MEDICINA;DEPARTAMENTO DE CS.FISIOLOGICAS;LABORATORIO DE FISIOLOGIA DE CIRCUITOS NEURONALES;;;;4;;3;N
5732;75;00297;01437;05732;;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE DERECHO;DEPARTAMENTO DE DERECHO INTERNACIONAL PRIVADO;;;;;3;;3;N
5733;73;00587;00592;05733;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO NACIONAL PATAGONICO;UNID.DE INV.DE BIOLOGIA Y MANEJO DE REC  ACUATICOS;;;;;3;;6;N
5734;73;00587;00592;05733;05734;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO NACIONAL PATAGONICO;UNID.DE INV.DE BIOLOGIA Y MANEJO DE REC  ACUATICOS;LABORATORIO  GRUPO DE EST D/SALMONIDOS ANADROMOS;;;GESA;4;;6;N
5735;75;00322;01337;05735;;;;UNIVERSIDAD NACIONAL DE JUJUY;FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;LICENCIATURA EN COMUNICACION SOCIAL;;;;;3;;3;N
5736;75;00322;01337;05735;05736;;;UNIVERSIDAD NACIONAL DE JUJUY;FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;LICENCIATURA EN COMUNICACION SOCIAL;TALLER DE COMPRENSION Y PROD DEL TEXTO PERIOD;;;;4;;3;N
5737;75;00101;00176;01841;05737;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE DERECHO;DEPARTAMENTO DE DERECHO PUBLICO;CATEDRA DE ELEMETOS DE DERECHO CONSTITUCIONAL;;;;4;;3;N
5738;75;00101;00176;05738;;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE DERECHO;DEPARTAMENTO DE DERECHO PENAL;;;;;3;;3;N
5739;75;00101;01620;04820;05739;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE CIENCIAS SOCIALES;CARRERA DE CIENCIA POLITICA;CATEDRA DE HISTORIA ARGENTINA;;;;4;;3;N
5740;75;00461;00477;05740;;;;UNIVERSIDAD NACIONAL DE ROSARIO;FACULTAD DE HUMANIDADES Y ARTES;CENTRO DE EST.ESPACIO MEMORIA E IDENTIDAD;;;;;3;;3;N
5741;75;00575;00579;05741;;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REGIONAL CORDOBA;GRUPO DE INVESTIGACION EN TECNOLOGIAS DE MATERIALES Y CALIDAD;;;;GINTEMAC;3;;3;N
5742;75;00527;01800;05742;;;;UNIVERSIDAD NACIONAL DEL SUR;DEPARTAMENTO DE BIOLOGIA, BIOQUIMICA Y FARMACIA;LABORATORIO DE FARMACOGNOSIA;;;;;3;;3;N
5743;75;00398;00413;00416;05743;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE CS.EXACTAS Y NATURALES;DEPARTAMENTO DE BIOLOGIA;LABORATORIO DE FISIOLOGIA BIOQUIMICA Y ADAPTATIVA;;;;4;;3;N
5744;75;00101;01620;01268;05744;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE CIENCIAS SOCIALES;INSTITUTO DE INVESTIGACION GINO GERMANI;GRUPO DE EST.S/PROTESTA SOCIAL Y ACCION COLECTIVA;;;;4;;3;N
5745;85;00636;05745;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;CENTRO DE INVESTIGACIONES Y ESTUDIOS AMBIENTALES;;;;;CINEA;2;;3;Y
5746;75;00398;00413;00416;05746;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE CS.EXACTAS Y NATURALES;DEPARTAMENTO DE BIOLOGIA;LABORATORIO DE GENETICA;;;;4;;3;N
