organizacion_id;tipo_institucion_id;institucion_nivel1_id;institucion_nivel2_id;institucion_nivel3_id;institucion_nivel4_id;institucion_nivel5_id;institucion_nivel6_id;institucion_nivel1_descripcion;institucion_nivel2_descripcion;institucion_nivel3_descripcion;institucion_nivel4_descripcion;institucion_nivel5_descripcion;institucion_nivel6_descripcion;sigla;nivel;tipo_entidad_privada_id;estado_organizacion_id;es_doble_dependencia
9608;75;00575;09416;09608;;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD  REGIONAL SANTA CRUZ;LABORATORIO DE FISICA Y ELECTRONICA;;;;;3;;3;N
9609;75;00101;00176;09609;;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE DERECHO;DEPARTAMENTO  DE DERECHO ECONOMICO Y EMPRESARIAL;;;;;3;;3;N
9610;75;00792;09610;;;;;UNIVERSITY OF MARYLAND;DEPARTMENT OF VETERINARY MEDICINE;;;;;;2;;3;N
9611;75;09611;;;;;;UNIVERSIDAD DEL ZULIA;;;;;;LUZ;1;;3;N
9612;75;09611;09612;;;;;UNIVERSIDAD DEL ZULIA;FACULTAD EXPERIMENTAL DE CIENCIAS;;;;;;2;;3;N
9613;75;09611;09612;09613;;;;UNIVERSIDAD DEL ZULIA;FACULTAD EXPERIMENTAL DE CIENCIAS;LABORATORIO DE INVESTIGACS. SEMIOTICAS Y ANTROPOLOGICAS;;;;;3;;3;N
9614;75;00231;00239;09614;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;FACULTAD DE DERECHO Y CIENCIAS SOCIALES;CATEDRA  DE DERECHO INTERNACIONAL;;;;;3;;3;N
9615;75;01780;09615;;;;;UNIVERSIDAD NACIONAL DE LANUS;RECTORADO;;;;;;2;;3;N
9616;85;00636;09616;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;INSTITUTO DE SALUD COLECTIVA;;;;;ISCO;2;;4;Y
9617;75;11389;09617;;;;;UNIVERSIDAD PEDAGOGICA NACIONAL;RECTORADO;;;;;;2;;3;N
9618;75;11389;09617;09618;;;;UNIVERSIDAD PEDAGOGICA NACIONAL;RECTORADO;LABORATORIO DE INVESTIGACION DE PRACTICAS PEDAGOGICAS;;;;LABIPP;3;;3;N
9619;73;09619;;;;;;STAATLICHES MUSEUM FUR NATURKUNDE STUTTGART;;;;;;SMNS;1;;3;N
9620;73;00064;01593;00080;09620;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL LA PAMPA-SAN LUIS;ESTACION EXPERIMENTAL AGROPECUARIA ANGUIL;AGENCIA DE EXTENSION RURAL COLONIA 25 DE MAYO;;;AER 25 DE MAYO;4;;3;N
9621;85;00587;08210;09621;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA SAAVEDRA 15;INSTITUTO DE LAS CULTURAS;;;;IDECU;3;;3;Y
9622;76;00702;09622;;;;;"UNIVERSIDAD DEL NORTE ""SANTO TOMAS DE AQUINO""";FACULTAD  DE ECONOMIA Y ADMINISTRACION;;;;;;2;;3;N
9623;76;00702;09622;09623;;;;"UNIVERSIDAD DEL NORTE ""SANTO TOMAS DE AQUINO""";FACULTAD  DE ECONOMIA Y ADMINISTRACION;CENTRO DE INV. ECONOMICAS PARA EL DESARROLLO HUMANO;;;;;3;;3;N
9624;75;00231;00239;09624;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;FACULTAD DE DERECHO Y CIENCIAS SOCIALES;DEPARTAMENTO  DE CS. DE LA INFORMACION  Y LA COMUNICACION;;;;;3;;3;N
9625;76;03363;03364;09625;;;;UNIVERSIDAD DE CIENCIAS EMPRESARIALES Y SOCIALES;RECTORADO;DEPARTAMENTO DE POSGRADOS;;;;;3;;3;N
9626;75;00339;00342;03826;09626;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.VETERINARIAS;DEPARTAMENTO DE MICROBIOLOGIA;LABORATORIO DE PARASITOSIS HUMANAS Y ZOONOSIS PARASITARIAS;;;;4;;3;N
9627;75;09627;;;;;;UNIVERSIDADE FEDERAL DE ALAGOAS;;;;;;UFAL;1;;3;N
9628;75;09627;09628;;;;;UNIVERSIDADE FEDERAL DE ALAGOAS;FACULDADE DE SERVICO SOCIAL;;;;;;2;;3;N
9629;75;09627;09628;09629;;;;UNIVERSIDADE FEDERAL DE ALAGOAS;FACULDADE DE SERVICO SOCIAL;GRUPO DE PEQUISA REPRODUC?O SOCIAL;;;;;3;;3;N
9630;73;09630;;;;;;LAWRENCE BERKELEY NATIONAL LABORATORY;;;;;;;1;;3;N
9631;73;09630;09631;;;;;LAWRENCE BERKELEY NATIONAL LABORATORY;ENVIRONMENTAL ENERGY TECHNOLOGIES DIVISION;;;;;;2;;3;N
9632;73;09630;09631;09632;;;;LAWRENCE BERKELEY NATIONAL LABORATORY;ENVIRONMENTAL ENERGY TECHNOLOGIES DIVISION;INDOOR ENVIRONMENT GROUP;;;;;3;;3;N
9633;75;00247;00252;03952;09633;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE CIENCIAS EXACTAS FISICAS Y NATURALES;DEPARTAMENTO DE ELECTRONICA;LABORATORIO DE INVESTIGACION APLICADA Y DESARROLLO;;;LIADE;4;;3;N
9634;79;09634;;;;;;ISRAEL ANTIQUITIES AUTHORITY;;;;;;IAA;1;;3;N
9635;79;09635;;;;;;FUNDACION NATALI DAFNE FLEXER DE AYUDA AL NI?O CON CANCER;;;;;;FNDF;1;;3;N
9636;76;05111;06066;09636;;;;UNIVERSIDAD CATOLICA DE CUYO;FACULTAD DE FILOSOFIA Y HUMANIDADES;INSTITUTO DE INVESTIGACIONES EN PSICOLOGIA BASICA Y APLICADA;;;;IIPBA;3;;3;N
9637;75;00297;00301;09637;;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE FILOSOFIA Y LETRAS;CENTRO DE ESTUDIOS DE FILOSOFIA, CIENCIA Y EPISTEMOLOGIA;;;;;3;;3;N
9638;75;00247;03335;09638;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE PSICOLOGIA;CENTRO DE INVESTIGACIONES DE LA FACULTAD DE PSICOLOGIA;;;;;3;;3;N
9639;75;00550;00572;01927;09639;;;UNIVERSIDAD NACIONAL DE TUCUMAN;FACULTAD DE CS.NATURALES E INSTITUTO MIGUEL LILLO;INSTITUTO DE ARQUEOLOGIA Y MUSEO;LABORATORIO DE INVESTIGACIONES DEL GRUPO INTERDISCIPLINARIO DE ARQUEOLOGIA Y ANTROPOLOGIA TUCUMAN;;;LIGIAAT;4;;3;N
9640;75;00586;05590;09640;;;;UNIVERSIDAD NACIONAL DE LUJAN;DEPARTAMENTO DE EDUCACION;AREA DE ESTUDIOS INTERDISCIPLINARIOS DE EDUCACIO ABORIGEN;;;;;3;;3;N
9641;75;01734;01763;09641;;;;UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL;UNIDAD ACADEMICA RIO GALLEGOS;SECRETARIA DE INVESTIGACION Y POSTGRADO;;;;;3;;3;N
9642;75;01734;01763;09641;09642;;;UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL;UNIDAD ACADEMICA RIO GALLEGOS;SECRETARIA DE INVESTIGACION Y POSTGRADO;INSTITUTO DE INVESTIGACION EN EDUCACION Y CIUDADANIA;;;;4;;3;N
9643;75;00398;00407;09643;;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;FACULTAD DE HUMANIDADES;PROGRAMA DE ESPAÑOL PARA EXTRANJEROS;;;;;3;;3;N
9644;75;00550;00568;09644;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;FACULTAD DE DERECHO Y CS.SOCIALES;CATEDRA  DE FILOSOFIA DEL DERECHO;;;;;3;;3;N
9645;73;00064;06273;09645;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL CORRIENTES;ESTACION EXPERIMENTAL AGROPECUARIA CORRIENTES;;;;EEA CORRIENTES;3;;3;N
9646;75;00247;00286;09646;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE CIENCIAS MEDICAS;LABORATORIO  DE GENETICA MOLECULAR;;;;;3;;3;N
9647;75;01827;01830;09647;;;;UNIVERSIDAD NACIONAL DE FORMOSA;FACULTAD DE CIENCIAS DE LA SALUD;LABORATORIO  DE INVESTIGACION  EN MICROBIOLOGIA Y  ALIMENTOS;;;;;3;;3;N
9648;76;09648;;;;;;UNIVERSIDAD SAN FRANCISCO DE QUITO;;;;;;;1;;3;N
9649;79;04761;09649;;;;;INSTITUTO DE NEUROLOGIA COGNITIVA;DEPARTAMENTO  DE NEUROCIENCIAS;;;;;;2;;3;N
9650;79;04761;09649;09650;;;;INSTITUTO DE NEUROLOGIA COGNITIVA;DEPARTAMENTO  DE NEUROCIENCIAS;LABORATORIO  DE NEUROCIENCIAS;;;;;3;;3;N
9651;75;09651;;;;;;UNIVERSIDADE FEDERAL DA INTEGRACAO LATINOAMERICANA;;;;;;UNILA;1;;3;N
9652;75;09651;09652;;;;;UNIVERSIDADE FEDERAL DA INTEGRACAO LATINOAMERICANA;INSTITUTO LATINO-AMERICANO DE ECONOMIA E SOCIEDADE RELACOES INTERNACIONAIS;;;;;;2;;3;N
9653;75;00221;05356;09653;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;FACULTAD DE ARTE;CENTRO DE ESTUDIOS DE TEATRO EDUCACION Y CONSUMOS CULTURALES;;;;TECC;3;;3;N
9654;75;00101;00117;00118;09654;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE INGENIERIA;DEPARTAMENTO DE FISICA;LABORATORIO  DE FISICA DE DISPOSITIVOS MICROELECTRONICA;;;;4;;3;N
9655;73;09655;;;;;;OBSERVATORIO COLOMBIANO DE CIENCIA Y TECNOLOGIA;;;;;;;1;;3;N
9656;75;00221;01733;09656;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;FACULTAD DE CIENCIAS SOCIALES;PROGRAMA DE INVESTIGACIONES COMUNICACIONALES Y SOCIOCULTURALES DE LA CIUDAD INTERMEDIA;;;;PROINCOMSCI;3;;3;N
9657;75;00339;03594;09657;;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.AGRARIAS Y FORESTALES;CENTRO DE INV. PARA LA SUSTENTABILIDAD DE LOS SUELOS AGRICOLAS Y FORESTALES;;;;;3;;3;N
9658;75;00575;00579;06339;09658;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REGIONAL CORDOBA;DEPARTAMENTO DE INGENIERIA CIVIL;CENTRO DE INVESTIGACION DESARROLLO Y TRANSFERENCIA DE MATERIALES Y CALIDAD;;;CINTEMAC;4;;3;N
9659;73;00064;09659;;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL MISIONES;;;;;CR MISIONES;2;;3;N
9660;73;00064;09659;09660;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL MISIONES;ESTACION EXPERIMENTAL AGROPECUARIA MONTECARLO;;;;;3;;3;N
9661;75;00422;05637;09661;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE CIENCIAS AGRARIAS;"INSTITUTO  AGROTECNICO ""PEDRO M. FUENTES GODO""";;;;;3;;3;N
9662;75;00517;09662;;;;;UNIVERSIDAD NACIONAL DE SAN LUIS;FACULTAD  DE PSICOLOGIA;;;;;;2;;3;N
9663;75;00517;09662;09663;;;;UNIVERSIDAD NACIONAL DE SAN LUIS;FACULTAD  DE PSICOLOGIA;DEPARTAMENTO  DE FORMACION PROFESIONAL;;;;;3;;3;N
9664;76;00754;09664;;;;;FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES;AREA DE ESTADO Y POLITICAS PUBLICAS;;;;;;2;;3;N
9665;75;09665;;;;;;GERMAN RESEARCH CENTRE  FOR GEOSCIENCES;;;;;;GFZ;1;;3;N
9666;75;01728;09666;;;;;UNIVERSIDAD NACIONAL DE LA MATANZA;DEPARTAMENTO DE HUMANIDADES Y CIENCIAS SOCIALES;;;;;;2;;3;N
9667;75;01728;09666;09667;;;;UNIVERSIDAD NACIONAL DE LA MATANZA;DEPARTAMENTO DE HUMANIDADES Y CIENCIAS SOCIALES;SECRETARIA DE INVESTIGACIÓN;;;;;3;;3;N
9668;75;09668;;;;;;MASARYK UNIVERSITY;;;;;;MUNI;1;;3;N
9669;75;09668;09669;;;;;MASARYK UNIVERSITY;FACULTY OF SCIENCES;;;;;;2;;3;N
9670;75;09668;09669;09670;;;;MASARYK UNIVERSITY;FACULTY OF SCIENCES;INSTITUTE OF BOTANY AND ZOOLOGY;;;;;3;;3;N
9671;75;09671;;;;;;UNIVERSIDAD CENTRAL DE VENEZUELA;;;;;;UCV;1;;3;N
9672;75;09671;09672;;;;;UNIVERSIDAD CENTRAL DE VENEZUELA;FACULTAD DE CIENCIAS;;;;;;2;;3;N
9673;75;09671;09672;09673;;;;UNIVERSIDAD CENTRAL DE VENEZUELA;FACULTAD DE CIENCIAS;INSTITUTO  DE ZOOLOGIA Y ECOLOGIA TROPICAL;;;;IZET;3;;3;N
9674;75;09671;09672;09673;09674;;;UNIVERSIDAD CENTRAL DE VENEZUELA;FACULTAD DE CIENCIAS;INSTITUTO  DE ZOOLOGIA Y ECOLOGIA TROPICAL;LABORATORIO  DE BIOLOGIA DE AVES Y CONSERVACION;;;;4;;3;N
9675;75;00517;00520;03715;09675;;;UNIVERSIDAD NACIONAL DE SAN LUIS;FACULTAD DE CS.FISICO MATEMATICAS Y NATURALES;DEPARTAMENTO DE INFORMATICA;LABORATORIO  DE COMPUTACION GRAFICA;;;;4;;3;N
9676;85;00587;06293;09676;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - NORDESTE;INSTITUTO  DE ESTUDIOS SOCIALES Y HUMANOS;;;;IESYH;3;;3;Y
9677;78;09677;;;;;;INSTITUTO CARDIOVASCULAR DE BUENOS AIRES;;;;;;ICBA;1;2;3;N
9678;79;09678;;;;;;HAWK MOUNTAIN SANCTUARY;;;;;;;1;;3;N
9679;79;09678;09679;;;;;HAWK MOUNTAIN SANCTUARY;ACOPIAN CENTER FOR CONSERVATION LEARNING;;;;;;2;;3;N
9680;75;01715;09680;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO SABATO;;;;;;2;;3;N
9681;86;00587;04911;09681;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;UNIDAD EJECUTORA LILLO;;;;UEL;3;;3;Y
9682;79;09682;;;;;;INSTITUTO CATALAN DE INVESTIGACIONES EN AGUA;;;;;;ICRA;1;;3;N
9683;75;00550;00559;09683;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;FACULTAD DE CIENCIAS EXACTAS Y TECNOLOGIA;CENTRO DE METODOS NUMERICOS Y COMPUTACIONALES  EN INGENIERIA;;;;CEMNCI;3;;3;N
9684;75;00527;01822;09684;;;;UNIVERSIDAD NACIONAL DEL SUR;DEPARTAMENTO DE CS.E ING.DE LA COMPUTACION;INSTITUTO DE CIENCIAS E INGENIERIA DE LA COMPUTACION;;;;;3;;3;N
9685;75;09685;;;;;;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;;;;;;UENF;1;;3;N
9686;75;09685;09686;;;;;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;LABORATORIO DE FITOTECNIA;;;;;;2;;3;N
9687;76;09687;;;;;;BOSTON COLLEGE;;;;;;BC;1;;3;N
9688;76;09687;09688;;;;;BOSTON COLLEGE;INSTITUTE FOR SCIENTIFIC RESEARCH;;;;;ISR;2;;3;N
9689;75;09689;;;;;;LINKÖPING UNIVERSITY;;;;;;LIU;1;;3;N
9690;75;09689;09690;;;;;LINKÖPING UNIVERSITY;DEPARTMENT OF PHYSICS, CHEMISTRY AND BIOLOGY;;;;;IFM;2;;3;N
9691;75;09691;;;;;;JOHANNES GUTENBERG UNIVERSITAT MAINZ;;;;;;JGU;1;;3;N
9692;75;09691;09692;;;;;JOHANNES GUTENBERG UNIVERSITAT MAINZ;INSTITUTE OF PHYSICS;;;;;;2;;3;N
9693;75;00221;04144;09693;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;FACULTAD DE CIENCIAS ECONOMICAS;INSTITUTO DE ECONOMIA;;;;;3;;3;N
9694;81;09694;;;;;;CARDIFF UNIVERSITY;;;;;;;1;;3;N
9695;81;09694;09695;;;;;CARDIFF UNIVERSITY;SCHOOL OF EARTH AND OCEAN SCIENCES;;;;;;2;;3;N
9696;81;09694;09695;09696;;;;CARDIFF UNIVERSITY;SCHOOL OF EARTH AND OCEAN SCIENCES;DEPT. OF PALEOBIOLOGY;;;;;3;;3;N
9697;78;09697;;;;;;JLA ARGENTINA;;;;;;JLA;1;;3;N
9698;75;06003;06344;09698;;;;UNIVERSIDAD NACIONAL DE RIO NEGRO;SEDE ANDINA;ESCUELA DE PRODUCCION, TECNOLOGIA Y MEDIO AMBIENTE;;;;;3;;3;N
9699;75;09699;;;;;;DEPARTAMENTO DE TECNOLOGIA Y CALIDAD DE LOS ALIMENTOS;;;;;;;1;;6;N
9700;75;00221;00224;09700;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;FACULTAD DE CIENCIAS VETERINARIAS;DEPARTAMENTO  DE TECNOLOGIA Y CALIDAD DE LOS ALIMENTOS;;;;;3;;3;N
9701;75;00339;00383;09701;;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE BELLAS ARTES;SECRETARÍA DE PUBLICACIONES Y POSGRADO;;;;;3;;3;N
9702;76;05111;09702;;;;;UNIVERSIDAD CATOLICA DE CUYO;FACULTAD  DE CIENCIAS QUIMICAS Y TECNOLOGICAS;;;;;;2;;3;N
9703;76;05111;09702;09703;;;;UNIVERSIDAD CATOLICA DE CUYO;FACULTAD  DE CIENCIAS QUIMICAS Y TECNOLOGICAS;INSTITUTO DE INVESTIGACION EN CIENCIAS QUÍMICAS;;;;;3;;3;N
9704;75;09704;;;;;;PRG. TECNOLOGÍAS DIGITALES, EDUCACIÓN Y COMUNICACIÓN. PERSPECTIVAS DISCURSIVAS, SOC. Y CULTURALES;;;;;;;1;;6;N
9705;75;01654;01820;09705;;;;UNIVERSIDAD NACIONAL DE QUILMES;DEPARTAMENTO DE CS.SOCIALES;PRG. TECNOLOGÍAS DIGITALES, EDUCACIÓN Y COMUNICACIÓN. PERSPECTIVAS DISCURSIVAS, SOC. Y CULTURALES;;;;;3;;3;N
9706;75;00247;09706;;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE INGENIERIA;;;;;;2;;6;N
9707;75;00247;09706;09707;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE INGENIERIA;LABORATORIO  DE MICROELECTRONCA;;;;;3;;6;N
9708;75;05600;09708;;;;;UNIVERSIDAD DE VALLADOLID;DEPARTAMENTO  DE ECONOMÍA, SOCIOLOGÍA Y POLÍTICA AGRARIA;;;;;;2;;3;N
9709;75;05600;09709;;;;;UNIVERSIDAD DE VALLADOLID;ESCUELA TECNICA SUPERIOR DE INGENIERIAS AGRARIAS;;;;;;2;;3;N
9710;75;00550;00569;09710;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;FACULTAD DE ARTE;CATEDRA  HISTORIA DE LAS ARTES PLASTICAS III;;;;;3;;3;N
9711;75;00317;07875;09711;;;;UNIVERSIDAD NACIONAL DE ENTRE RIOS;FACULTAD  DE BROMATOLOGIA;LABORATORIO  DE INVESTIGACIONES Y SERVICIOS DE PROD. APICOLAS;;;;;3;;3;N
9712;75;09712;;;;;;FLORIDA INTERNATIONAL UNIVERSITY;;;;;;FIU;1;;3;N
9713;75;09712;09713;;;;;FLORIDA INTERNATIONAL UNIVERSITY;DEPARTMENT OF RELIGIOUS STUDIES;;;;;;2;;3;N
9714;75;00422;00438;09714;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE HUMANIDADES;DEPARTAMENTO  DE COMUNICACION SOCIAL;;;;;3;;3;N
9715;75;00422;00438;09714;09715;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE HUMANIDADES;DEPARTAMENTO  DE COMUNICACION SOCIAL;CATEDRA  DE FUNDAMENTOS DE CIENCIA POLITICA;;;;4;;3;N
9716;75;00339;00342;00343;09716;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.VETERINARIAS;DEPARTAMENTO DE CLINICA;CATEDRA  DE REPRODUCCION ANIMAL;;;;4;;3;N
9717;75;00422;05637;09717;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE CIENCIAS AGRARIAS;DEPARTAMENTO  DE PROTECCION VEGETAL;;;;;3;;3;N
9718;75;00422;05637;09717;09718;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE CIENCIAS AGRARIAS;DEPARTAMENTO  DE PROTECCION VEGETAL;CATEDRA  DE FITOPATOLOGIA;;;;4;;3;N
9719;75;00498;00508;09719;;;;UNIVERSIDAD NACIONAL DE SAN JUAN;FACULTAD DE CS.EXACTAS FISICAS Y NATURALES;PRG. PERMANENTE DE INVESTIGACIÓN DE EDUCACIÓN A DISTANCIA;;;;;3;;3;N
9720;75;00523;01319;09720;;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;FACULTAD DE AGRONOMIA Y AGROINDUSTRIAS;LABORATORIO  DE  MICROBIOLOGIA AGRÍCOLA Y ECOLOGIA;;;;;3;;3;N
9721;75;00523;01319;09720;09721;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;FACULTAD DE AGRONOMIA Y AGROINDUSTRIAS;LABORATORIO  DE  MICROBIOLOGIA AGRÍCOLA Y ECOLOGIA;CART. DE MICROBIOLOGIA AGRÍCOLA Y ECOLOGÍA;;;;4;;3;N
9722;75;00488;00497;09722;;;;UNIVERSIDAD NACIONAL DE SALTA;FACULTAD DE CS.DE LA SALUD;CATEDRA  DE MICROBIOLOGIA;;;;;3;;3;N
9723;76;00658;09723;;;;;UNIVERSIDAD CAECE;DEPARTAMENTO  DE PSICOLOGÍA Y CIENCIAS PEDAGÓGICAS;;;;;;2;;3;N
9724;76;00658;09723;09724;;;;UNIVERSIDAD CAECE;DEPARTAMENTO  DE PSICOLOGÍA Y CIENCIAS PEDAGÓGICAS;LIC. EN ENSEÑANZA DEL IDIOMA INGLÉS;;;;;3;;3;N
9725;75;00247;03335;09725;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE PSICOLOGIA;CATEDRA  DE NEUROFISIOLOGIA Y PSICOFISIOLOGIA;;;;;3;;3;N
9726;75;00247;00250;09726;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE CIENCIAS AGROPECUARIAS;DEPARTAMENTO  DE INGENIERÍA Y MECANIZACIÓN RURAL;;;;;3;;3;N
9727;75;00247;00250;09726;09727;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE CIENCIAS AGROPECUARIAS;DEPARTAMENTO  DE INGENIERÍA Y MECANIZACIÓN RURAL;CATEDRA  DE MATEMÁTICA;;;;4;;3;N
9728;75;00523;01188;09728;;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO;FACULTAD DE HUMANIDADES CS.SOCIALES Y DE LA SALUD;INSTITUTO  INTERDISCIPLINARIO Y REGIONAL DE ESTUDIOS E INVESTIGACIONES EN GERONTOLOGIA;;;;IIRGE;3;;3;N
9729;77;09729;;;;;;INSTITUTO SUPERIOR MARIA AUXILIADORA;;;;;;;1;;3;N
9730;77;09730;;;;;;INSTITUTO  SUP. JUAN XXIII;;;;;;;1;;6;N
9731;75;00317;03892;09731;;;;UNIVERSIDAD NACIONAL DE ENTRE RIOS;FACULTAD DE TRABAJO SOCIAL;CATEDRA  DE METODOLOGIA DE LA INVEST. SOCIAL;;;;;3;;3;N
9732;75;00297;09732;;;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD  DE CS. POLITICAS Y HUMANIDADES;;;;;;2;;6;N
9733;75;00297;09732;09733;;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD  DE CS. POLITICAS Y HUMANIDADES;CENTRO  DE ESTUDIOS EN POLITICA EDUCATIVA Y GESTION UNIVERSITARIA;;;;;3;;6;N
9734;75;00297;00315;09734;;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE CIENCIAS POLITICAS Y SOCIALES;CENTRO  DE ESTUDIOS EN POLITICA EDUCATIVA Y GESTION UNIVERSITARIA;;;;;3;;3;N
9735;75;00247;03335;09735;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE PSICOLOGIA;LABORATORIO  DE PSICOLOGIA EXPERIMENTAL;;;;;3;;3;N
9736;75;00498;00508;09736;;;;UNIVERSIDAD NACIONAL DE SAN JUAN;FACULTAD DE CS.EXACTAS FISICAS Y NATURALES;PROGRAMA PERMANENTE DE INV. DE EDUCACION A DISTANCIA;;;;;3;;3;N
9737;75;00586;01230;09737;;;;UNIVERSIDAD NACIONAL DE LUJAN;DEPARTAMENTO DE TECNOLOGIA;LABORATORIO  DE ZOOLOGIA AGRICOLA;;;;;3;;3;N
9738;73;00064;09738;;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REG. CUYO MENDOZA - SAN JUAN;;;;;;2;;8;N
9739;73;00064;01596;00073;09739;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL MENDOZA-SAN JUAN;ESTACION EXPERIMENTAL AGROPECUARIA MENDOZA;LABORATORIO  ECOFISIOLOGIA VEGETAL;;;;4;;3;N
9740;75;00339;00342;03826;09740;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.VETERINARIAS;DEPARTAMENTO DE MICROBIOLOGIA;CATEDRA  DE ANIMALES DE LABORATORIO;;;;4;;3;N
9741;75;00297;00314;01910;09741;;;UNIVERSIDAD NACIONAL DE CUYO;FACULTAD DE INGENIERIA;DIREC.DE EST.TECNOLOGICOS E INVESTIGACIONES;INSTITUTO  DE MEDIO AMBIENTE;;;;4;;3;N
9742;75;00422;00437;09742;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;FACULTAD DE DERECHO Y CIENCIAS SOCIALES Y POLITICAS;"CATEDRA  ""B"" FILOSOFIA DEL DERECHO";;;;;3;;3;N
9743;73;00093;09743;;;;;INSTITUTO NACIONAL DE TECNOLOGIA INDUSTRIAL;CENTRO DE INVESTIGACION Y DESARROLLO DE CAUCHO;;;;;CAUCHO;2;;3;N
9744;74;09744;;;;;;MUNICIPALIDAD DE TANDIL (BUENOS AIRES);;;;;;MUNIC TANDIL;1;;3;N
9745;74;09744;09745;;;;;MUNICIPALIDAD DE TANDIL (BUENOS AIRES);HOSPITAL MUNICIPAL RAMON SANTAMARINA;;;;;;2;;3;N
9746;75;00247;08965;09746;;;;UNIVERSIDAD NACIONAL DE CORDOBA;FACULTAD DE ARTES;DEPARTAMENTO  DE MUSICA;;;;;3;;3;N
